ID,State,County,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Year
39, California,Kings County,150261,31.4,47241,19123,28661,19.07414432,2016
47, California,Contra Costa County,1107925,39.1,82881,40792,111922,10.10194733,2016
54, California,Sacramento County,1479300,35.7,57509,28292,260877,17.63516528,2016
42, California,Sutter County,95406,35.6,52943,24335,16535,17.3311951,2016
57, California,Sierra County,2931,55.2,43984,31873,329,11.22483794,2016
31, California,Modoc County,9033,47.1,41194,21899,1483,16.41757998,2016
46, California,Yuba County,73897,32.2,48739,21418,15080,20.40678241,2016
33, California,Santa Barbara County,439395,33.7,65161,31098,66880,15.22092878,2016
32, California,Inyo County,18326,45.4,47278,28678,1905,10.39506712,2016
48, California,Lassen County,31945,36.4,51457,20072,3558,11.13789325,2016
49, California,Stanislaus County,530561,33.8,51591,22915,95739,18.04486195,2016
53, California,San Benito County,58051,35.1,73814,27848,6224,10.72160686,2016
51, California,Tehama County,63015,40.6,40687,21521,13363,21.20606205,2016
52, California,Mono County,14051,38.9,58937,31059,1222,8.696889901,2016
1, California,Tulare County,455769,30.4,42789,18257,127130,27.89351623,2016
55, California,El Dorado County,183000,45.2,72586,37089,17839,9.748087432,2016
56, California,Monterey County,430201,33.7,60889,25947,66289,15.40884377,2016
50, California,Sonoma County,497776,41.2,66833,35639,55095,11.06823149,2016
49, California,Orange County,3155816,37.5,81851,37603,378459,11.99242922,2017
36, California,Placer County,374985,41.6,80488,39734,30473,8.126458392,2017
43, California,Butte County,225207,36.9,46516,26304,44977,19.97140409,2017
37, California,Siskiyou County,43530,47.9,40884,24605,8915,20.48012865,2017
48, California,Kern County,878744,31.3,50826,21716,191123,21.74956529,2017
0, California,Merced County,267390,30.8,46338,20120,60861,22.76113542,2017
44, California,Kings County,150183,31.5,49742,19835,28013,18.65257719,2017
45, California,Plumas County,18724,52.1,50266,32056,2439,13.02606281,2017
42, California,Glenn County,27935,36.8,46260,21029,5404,19.34490782,2017
41, California,Colusa County,21479,34.7,56481,25676,2979,13.86936077,2017
47, California,Fresno County,971616,31.8,48730,22234,243040,25.0139973,2017
46, California,San Luis Obispo County,280119,39,67175,33972,36420,13.00161717,2017
33, California,San Bernardino County,2121220,32.9,57156,22867,374810,17.66954866,2017
35, California,Marin County,260814,46.1,104703,66748,20515,7.86575874,2017
57, California,San Diego County,3283665,35.4,70588,34350,427031,13.00470663,2017
56, California,Amador County,37306,50.6,60636,29628,3564,9.553423042,2017
54, California,Tuolumne County,53899,48.6,54325,31570,6875,12.75533869,2017
53, California,San Mateo County,763450,39.6,105667,53516,54981,7.201650403,2017
52, California,Sutter County,95583,35.7,54347,24849,15805,16.53536717,2017
28, California,Mendocino County,87497,42.4,46528,27093,16448,18.7983588,2017
29, California,Santa Cruz County,273263,37.3,73663,36388,38605,14.12741571,2017
30, California,Trinity County,13037,51.4,36563,23575,2545,19.52136228,2017
31, California,Los Angeles County,10105722,36,61015,30798,1688505,16.7084054,2017
32, California,Riverside County,2355002,35,60807,25700,362215,15.38066634,2017
39, California,Solano County,434981,37.7,72950,31934,48623,11.17818939,2017
40, California,Del Norte County,27442,38.7,41287,20809,5571,20.30099847,2017
34, California,Santa Clara County,1911226,37,106761,48689,162525,8.503703905,2017
55, California,San Joaquin County,724153,33.9,57813,24694,121296,16.75005144,2017
12, California,Imperial County,179957,32.2,44779,17303,40376,22.43647093,2017
38, California,Shasta County,178919,41.8,47258,26455,31967,17.86674417,2017
50, California,Ventura County,847834,37.5,81972,35771,85816,10.12179271,2017
13, California,Mono County,14058,38.3,60595,30888,1378,9.80224783,2017
14, California,San Benito County,58671,35.4,80760,30012,5670,9.664058905,2017
15, California,Alameda County,1629615,37.3,85743,41363,181194,11.11882254,2017
16, California,Sacramento County,1495400,35.9,60239,29693,246203,16.464023,2017
23, California,Yolo County,212605,30.9,61621,30615,39686,18.66654124,2017
19, California,Monterey County,433168,33.9,63249,27168,60933,14.06682857,2017
20, California,San Francisco County,864263,38.3,96265,59508,99096,11.46595423,2017
22, California,Tulare County,458809,30.6,44871,18962,122724,26.74838549,2017
11, California,Tehama County,63247,41.1,42512,22631,13009,20.56856452,2017
18, California,Napa County,141005,40.8,79637,40632,11285,8.003262296,2017
17, California,El Dorado County,185015,45.5,74885,38156,17996,9.72677891,2017
3, California,Modoc County,9017,47.8,39296,22052,1584,17.56681823,2017
21, California,Sierra County,2885,55,44190,31750,351,12.16637782,2017
10, California,Sonoma County,500943,41.4,71769,37767,52707,10.52155634,2017
26, California,Alpine County,1203,44.9,63438,27448,235,19.53449709,2017
9, California,Santa Barbara County,442996,33.7,68023,32872,65493,14.7841064,2017
51, California,Calaveras County,45057,51.6,54800,31652,5676,12.59737666,2017
4, California,Yuba County,74644,32.4,51776,22814,13598,18.21713735,2017
8, California,Stanislaus County,535684,33.9,54260,24007,91210,17.02682925,2017
7, California,Lassen County,31470,36.2,54083,20974,3155,10.02542104,2017
27, California,Madera County,154440,33.7,48210,19975,32244,20.87801088,2017
5, California,Contra Costa County,1123678,39.2,88456,42898,108630,9.667360222,2017
2, California,Mariposa County,17658,51.1,51385,28241,2629,14.88843584,2017
1, California,Lake County,64095,45.8,40446,23345,14398,22.4635307,2017
24, California,Humboldt County,135490,37.7,43718,25208,27481,20.28267769,2017
25, California,Nevada County,98838,49.8,60610,35581,11861,12.00044517,2017
6, California,Inyo County,18195,45.6,51500,30323,1806,9.925803792,2017
34, California,Santa Cruz County,273765,37.4,78041,39001,37429,13.67194492,2018
41, California,Solano County,438530,37.9,77609,33700,44427,10.13089184,2018
35, California,Trinity County,12862,51.8,38497,25964,2491,19.36712797,2018
45, California,Lassen County,31185,36,56362,21897,2933,9.405162738,2018
44, California,Yuba County,75493,32.5,52624,23867,13298,17.6148782,2018
46, California,Sonoma County,501317,41.7,76753,39929,50714,10.11615405,2018
42, California,Colusa County,21464,35.1,56704,27336,2929,13.64610511,2018
40, California,Shasta County,179085,41.8,50905,27983,30186,16.85568306,2018
38, California,Marin County,260295,46.5,110217,69275,19341,7.43041549,2018
37, California,San Bernardino County,2135413,33.1,60164,23956,359080,16.81548253,2018
36, California,Riverside County,2383286,35.3,63948,27142,345724,14.50619019,2018
43, California,Tehama County,63373,40.9,42899,23126,13464,21.24564089,2018
39, California,Placer County,380077,41.9,84357,41508,30293,7.970227086,2018
24, California,San Benito County,59416,35.5,81977,31475,5459,9.187760872,2018
33, California,Madera County,155013,33.9,52884,21394,30549,19.70737938,2018
47, California,Imperial County,180216,32.4,45834,17590,41191,22.85646114,2018
54, California,Los Angeles County,10098052,36.2,64251,32469,1589956,15.74517541,2018
56, California,Siskiyou County,43540,48,44200,28130,8374,19.2328893,2018
55, California,Santa Clara County,1922200,37,116178,52451,149850,7.795754864,2018
51, California,Yolo County,214977,31,65923,32598,40583,18.87783344,2018
57, California,Del Norte County,27424,38.6,45258,22832,5458,19.90227538,2018
26, California,El Dorado County,186661,45.8,80582,40382,16537,8.859376088,2018
27, California,Monterey County,433212,34.1,66676,28836,58699,13.549717,2018
28, California,San Francisco County,870044,38.2,104552,64157,92979,10.6867009,2018
29, California,San Diego County,3302833,35.6,74855,36156,403190,12.20739892,2018
30, California,Tulare County,460477,30.8,47518,20421,115786,25.14479551,2018
32, California,Alpine County,1146,44.3,64688,29041,227,19.80802792,2018
8, California,Glenn County,27897,36.6,47395,21736,5152,18.46793562,2018
7, California,Lake County,64148,45.6,42475,25404,13224,20.61482821,2018
31, California,Humboldt County,135768,38,45528,26747,26957,19.85519415,2018
48, California,Alameda County,1643700,37.4,92574,44283,170884,10.39630103,2018
12, California,San Luis Obispo County,281455,39.1,70699,35832,35303,12.5430353,2018
13, California,Fresno County,978130,32,51261,23284,232067,23.7255784,2018
14, California,Kern County,883053,31.5,52479,22553,187232,21.20280436,2018
15, California,Orange County,3164182,37.8,85398,39590,359503,11.36164102,2018
18, California,Sutter County,95872,35.7,56955,26070,15181,15.83465454,2018
17, California,Calaveras County,45235,52.1,58151,32494,5242,11.58837184,2018
19, California,San Mateo County,765935,39.6,113776,57375,53387,6.970173709,2018
20, California,Tuolumne County,53932,48.4,56493,33685,6715,12.45086405,2018
21, California,San Joaquin County,732212,34.1,61145,26145,114294,15.60941367,2018
53, California,Mendocino County,87422,42.8,49233,27395,15877,18.16133239,2018
16, California,Ventura County,848112,37.9,84017,36891,80058,9.439555153,2018
23, California,Mono County,14174,38.3,63018,33421,1454,10.25821927,2018
10, California,Kings County,150075,31.7,53865,21186,28084,18.71331001,2018
0, California,Merced County,269075,30.9,50129,21634,59660,22.17225681,2018
52, California,Nevada County,99092,50.1,63240,37145,11169,11.2713438,2018
22, California,Amador County,37829,50.5,61198,30100,3323,8.784266039,2018
49, California,Napa County,140530,41.1,84753,42677,11168,7.947057568,2018
50, California,Sierra County,2930,55.5,48125,31972,241,8.225255973,2018
25, California,Sacramento County,1510023,36,63902,31311,235982,15.62770898,2018
9, California,Butte County,227075,37.1,48443,27537,44410,19.55741495,2018
11, California,Plumas County,18699,52.2,53270,32710,2146,11.47654955,2018
2, California,Modoc County,8938,47.7,45149,23235,1435,16.05504587,2018
3, California,Contra Costa County,1133247,39.4,93712,45524,102543,9.048601055,2018
4, California,Inyo County,18085,45.7,52874,31540,1792,9.908764169,2018
5, California,Stanislaus County,539301,34,57387,25101,86066,15.95880594,2018
6, California,Santa Barbara County,443738,33.7,71657,34229,63010,14.19982061,2018
1, California,Mariposa County,17540,51.4,51199,29776,2435,13.88255416,2018
2, California,Modoc County,8907,47.8,45507,22843,1618,18.16548782,2019
3, California,Contra Costa County,1142251,39.7,99716,48178,98595,8.631640506,2019
4, California,Inyo County,17977,45.8,57316,32590,1635,9.094954664,2019
5, California,Stanislaus County,543194,34.1,60704,26258,81415,14.98819943,2019
14, California,San Diego County,3316073,35.8,78980,38073,374787,11.30213358,2019
7, California,Tehama County,63912,41,44514,24301,13930,21.79559394,2019
9, California,San Benito County,60376,35.7,86958,33174,5061,8.382469856,2019
10, California,Sacramento County,1524553,36.2,67151,32751,220713,14.4772271,2019
25, California,Shasta County,179212,41.5,54667,29720,29423,16.4179854,2019
8, California,Mono County,14310,37.7,62260,34552,1713,11.9706499,2019
1, California,Mariposa County,17420,51.7,48820,28757,2616,15.01722158,2019
11, California,El Dorado County,188563,45.9,83377,42749,15643,8.295901105,2019
16, California,Humboldt County,135940,38.4,48041,28769,26674,19.62189201,2019
12, California,Monterey County,433410,34.4,71015,30073,54393,12.55001038,2019
18, California,Madera County,155433,34.1,57585,22853,29273,18.83319501,2019
27, California,Colusa County,21454,35.3,59401,26932,2774,12.92998975,2019
15, California,Tulare County,461898,31,49687,21380,108512,23.49263257,2019
17, California,Alpine County,1039,52.2,63750,36739,205,19.73051011,2019
19, California,Santa Cruz County,273962,37.8,82234,41312,34419,12.5634212,2019
20, California,Trinity County,12700,52.5,40846,26523,2372,18.67716535,2019
21, California,Riverside County,2411439,35.6,67005,28596,325279,13.48899972,2019
22, California,San Bernardino County,2149031,33.3,63362,25215,333613,15.5238803,2019
23, California,Marin County,259943,46.8,115246,72466,18349,7.058855211,2019
24, California,Placer County,385512,42,89691,43759,29588,7.674988068,2019
56, California,Siskiyou County,43468,47.8,45241,28615,8102,18.6389988,2019
6, California,Santa Barbara County,444829,33.8,74624,36039,57556,12.93890461,2019
46, California,Sonoma County,499772,42.1,81018,42178,45418,9.087744011,2019
37, California,Calaveras County,45514,52,63158,33456,5147,11.30860834,2019
29, California,Butte County,225817,37.1,52537,29506,41974,18.58761741,2019
28, California,Glenn County,27976,36.4,49633,22668,4818,17.22190449,2019
31, California,Plumas County,18660,52.3,55359,35198,2224,11.91854234,2019
32, California,San Luis Obispo County,282165,39.2,73518,37233,33261,11.78778374,2019
33, California,Fresno County,984521,32.2,53969,24422,218254,22.16854694,2019
34, California,Kern County,887641,31.6,53350,23326,179980,20.27621527,2019
35, California,Orange County,3168044,38.1,90234,41514,340048,10.7336893,2019
36, California,Ventura County,847263,38.1,88131,38595,74645,8.810133335,2019
37, California,Calaveras County,45514,52,63158,33456,5147,11.30860834,2019
38, California,Sutter County,96109,35.7,59050,27371,14687,15.28160734,2019
39, California,San Mateo County,767423,39.7,122641,61545,51085,6.656693896,2019
40, California,Tuolumne County,54045,48.4,60108,34702,6443,11.92154686,2019
41, California,San Joaquin County,742603,34.3,64432,27521,105461,14.20153164,2019
30, California,Kings County,150691,31.8,57848,22373,24725,16.40774831,2019
42, California,Amador County,38429,50.5,62772,31987,3451,8.980197247,2019
13, California,San Francisco County,874961,38.2,112449,68883,89030,10.17531067,2019
45, California,Lassen County,30818,36.6,56352,22134,2830,9.182945032,2019
47, California,Imperial County,180701,32.4,47622,18018,41100,22.74475515,2019
48, California,Alameda County,1656754,37.6,99406,47314,161581,9.752866147,2019
49, California,Napa County,139623,41.3,88596,45195,10614,7.601899401,2019
50, California,Sierra County,3040,54.8,52148,33747,291,9.572368421,2019
51, California,Yolo County,217352,31,70228,34515,39919,18.36606058,2019
52, California,Nevada County,99244,50.5,66096,39233,10844,10.92660513,2019
53, California,Mendocino County,87224,43.1,51416,29035,15251,17.48486655,2019
54, California,Los Angeles County,10081570,36.5,68044,34156,1480446,14.68467709,2019
55, California,Santa Clara County,1927470,37.1,124055,56248,142534,7.394875147,2019
56, California,Siskiyou County,43468,47.8,45241,28615,8102,18.6389988,2019
44, California,Yuba County,76360,32.8,58054,25583,11572,15.15453117,2019
57, California,Del Norte County,27495,39.5,45283,23674,4760,17.31223859,2019
38, California,Sutter County,96109,35.7,59050,27371,14687,15.28160734,2019
55, California,Santa Clara County,1927470,37.1,124055,56248,142534,7.394875147,2019
11, California,El Dorado County,188563,45.9,83377,42749,15643,8.295901105,2019
2, California,Modoc County,8907,47.8,45507,22843,1618,18.16548782,2019
3, California,Contra Costa County,1142251,39.7,99716,48178,98595,8.631640506,2019
4, California,Inyo County,17977,45.8,57316,32590,1635,9.094954664,2019
5, California,Stanislaus County,543194,34.1,60704,26258,81415,14.98819943,2019
6, California,Santa Barbara County,444829,33.8,74624,36039,57556,12.93890461,2019
7, California,Tehama County,63912,41,44514,24301,13930,21.79559394,2019
8, California,Mono County,14310,37.7,62260,34552,1713,11.9706499,2019
10, California,Sacramento County,1524553,36.2,67151,32751,220713,14.4772271,2019
12, California,Monterey County,433410,34.4,71015,30073,54393,12.55001038,2019
24, California,Placer County,385512,42,89691,43759,29588,7.674988068,2019
13, California,San Francisco County,874961,38.2,112449,68883,89030,10.17531067,2019
9, California,San Benito County,60376,35.7,86958,33174,5061,8.382469856,2019
15, California,Tulare County,461898,31,49687,21380,108512,23.49263257,2019
20, California,Trinity County,12700,52.5,40846,26523,2372,18.67716535,2019
43, California,Lake County,64195,45.6,47040,27362,11753,18.30827946,2019
52, California,Nevada County,99244,50.5,66096,39233,10844,10.92660513,2019
23, California,Marin County,259943,46.8,115246,72466,18349,7.058855211,2019
22, California,San Bernardino County,2149031,33.3,63362,25215,333613,15.5238803,2019
21, California,Riverside County,2411439,35.6,67005,28596,325279,13.48899972,2019
0, California,Merced County,271382,31.1,53672,23011,56217,20.71508059,2019
19, California,Santa Cruz County,273962,37.8,82234,41312,34419,12.5634212,2019
18, California,Madera County,155433,34.1,57585,22853,29273,18.83319501,2019
17, California,Alpine County,1039,52.2,63750,36739,205,19.73051011,2019
16, California,Humboldt County,135940,38.4,48041,28769,26674,19.62189201,2019
14, California,San Diego County,3316073,35.8,78980,38073,374787,11.30213358,2019
25, California,Shasta County,179212,41.5,54667,29720,29423,16.4179854,2019
0, California,Merced County,271382,31.1,53672,23011,56217,20.71508059,2019
53, California,Mendocino County,87224,43.1,51416,29035,15251,17.48486655,2019
39, California,San Mateo County,767423,39.7,122641,61545,51085,6.656693896,2019
27, California,Colusa County,21454,35.3,59401,26932,2774,12.92998975,2019
28, California,Glenn County,27976,36.4,49633,22668,4818,17.22190449,2019
29, California,Butte County,225817,37.1,52537,29506,41974,18.58761741,2019
30, California,Kings County,150691,31.8,57848,22373,24725,16.40774831,2019
31, California,Plumas County,18660,52.3,55359,35198,2224,11.91854234,2019
32, California,San Luis Obispo County,282165,39.2,73518,37233,33261,11.78778374,2019
33, California,Fresno County,984521,32.2,53969,24422,218254,22.16854694,2019
34, California,Kern County,887641,31.6,53350,23326,179980,20.27621527,2019
35, California,Orange County,3168044,38.1,90234,41514,340048,10.7336893,2019
36, California,Ventura County,847263,38.1,88131,38595,74645,8.810133335,2019
1, California,Mariposa County,17420,51.7,48820,28757,2616,15.01722158,2019
26, California,Solano County,441829,38.1,81472,35400,41121,9.306994335,2019
41, California,San Joaquin County,742603,34.3,64432,27521,105461,14.20153164,2019
42, California,Amador County,38429,50.5,62772,31987,3451,8.980197247,2019
43, California,Lake County,64195,45.6,47040,27362,11753,18.30827946,2019
44, California,Yuba County,76360,32.8,58054,25583,11572,15.15453117,2019
45, California,Lassen County,30818,36.6,56352,22134,2830,9.182945032,2019
46, California,Sonoma County,499772,42.1,81018,42178,45418,9.087744011,2019
47, California,Imperial County,180701,32.4,47622,18018,41100,22.74475515,2019
48, California,Alameda County,1656754,37.6,99406,47314,161581,9.752866147,2019
49, California,Napa County,139623,41.3,88596,45195,10614,7.601899401,2019
50, California,Sierra County,3040,54.8,52148,33747,291,9.572368421,2019
51, California,Yolo County,217352,31,70228,34515,39919,18.36606058,2019
54, California,Los Angeles County,10081570,36.5,68044,34156,1480446,14.68467709,2019
40, California,Tuolumne County,54045,48.4,60108,34702,6443,11.92154686,2019
26, California,Solano County,441829,38.1,81472,35400,41121,9.306994335,2019
57, California,Del Norte County,27495,39.5,45283,23674,4760,17.31223859,2019
