,Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,State,county,County,Poverty Rate,Year,Unemployment Count
42,"Monterey County, California",59168.0,420569.0,33.0,24775.0,68185.0,06,053,Monterey County,16.21255965132951,2013,21545.0
43,"Sierra County, California",39009.0,3127.0,51.3,24996.0,599.0,06,091,Sierra County,19.15574032619124,2013,129.0
44,"Santa Barbara County, California",62779.0,427288.0,33.5,30352.0,65740.0,06,083,Santa Barbara County,15.385407500327648,2013,20352.0
45,"Imperial County, California",41807.0,175201.0,31.8,16763.0,38286.0,06,025,Imperial County,21.852614996489745,2013,13214.0
46,"Alameda County, California",72112.0,1535248.0,36.8,35763.0,188501.0,06,001,Alameda County,12.278211728658823,2013,84354.0
47,"Napa County, California",70443.0,137837.0,39.8,34795.0,13563.0,06,055,Napa County,9.839883340467363,2013,6625.0
48,"San Francisco County, California",75604.0,817501.0,38.5,48486.0,108306.0,06,075,San Francisco County,13.248424160949039,2013,41148.0
49,"Colusa County, California",52158.0,21366.0,33.9,21579.0,2635.0,06,011,Colusa County,12.332678086679772,2013,1322.0
50,"Kings County, California",48133.0,151806.0,31.1,18429.0,28019.0,06,031,Kings County,18.45710973215815,2013,9249.0
51,"Fresno County, California",45563.0,939605.0,30.9,20208.0,239584.0,06,019,Fresno County,25.498374316867196,2013,61663.0
52,"Orange County, California",75422.0,3051771.0,36.4,34057.0,373049.0,06,059,Orange County,12.224016808600645,2013,150339.0
53,"Sutter County, California",50408.0,94787.0,34.8,23602.0,15596.0,06,101,Sutter County,16.453733106860646,2013,6552.0
54,"San Joaquin County, California",53380.0,693177.0,32.9,22589.0,123115.0,06,077,San Joaquin County,17.76097591235716,2013,52165.0
55,"Lake County, California",36548.0,64260.0,45.1,21537.0,15860.0,06,033,Lake County,24.680983504512916,2013,4488.0
56,"Modoc County, California",36212.0,9468.0,46.9,21200.0,1917.0,06,049,Modoc County,20.247148288973385,2013,434.0
57,"Inyo County, California",44796.0,18482.0,45.7,27441.0,2309.0,06,027,Inyo County,12.493236662698843,2013,826.0
0,"Lake County, California",35997.0,64209.0,45.2,21310.0,15395.0,06,033,Lake County,23.97638960270367,2014,4452.0
1,"Modoc County, California",38560.0,9335.0,47.1,21830.0,1892.0,06,049,Modoc County,20.26780931976433,2014,495.0
2,"Inyo County, California",45625.0,18439.0,45.3,27028.0,2445.0,06,027,Inyo County,13.259938174521395,2014,713.0
3,"Santa Barbara County, California",63409.0,431555.0,33.6,30526.0,68953.0,06,083,Santa Barbara County,15.977801207262111,2014,19444.0
4,"Imperial County, California",41772.0,177026.0,31.9,16409.0,38935.0,06,025,Imperial County,21.993944392349146,2014,12765.0
5,"Alameda County, California",73775.0,1559308.0,36.9,36439.0,197191.0,06,001,Alameda County,12.64605837974281,2014,79503.0
6,"Napa County, California",70925.0,139253.0,40.3,35092.0,13948.0,06,055,Napa County,10.016301264604712,2014,6162.0
7,"San Francisco County, California",78378.0,829072.0,38.6,49986.0,108328.0,06,075,San Francisco County,13.066175193469325,2014,38318.0
8,"Colusa County, California",50503.0,21424.0,34.1,22211.0,3068.0,06,011,Colusa County,14.320388349514563,2014,1239.0
9,"Kings County, California",47341.0,151390.0,31.2,18518.0,30244.0,06,031,Kings County,19.97754144923707,2014,8426.0
10,"Fresno County, California",45201.0,948844.0,31.2,20231.0,255019.0,06,019,Fresno County,26.8768100973395,2014,61422.0
11,"Orange County, California",75998.0,3086331.0,36.7,34416.0,391705.0,06,059,Orange County,12.691606959849738,2014,142427.0
12,"Sutter County, California",51527.0,95067.0,35.0,23828.0,15824.0,06,101,Sutter County,16.64510292740909,2014,6075.0
13,"San Joaquin County, California",53253.0,701050.0,33.2,22642.0,132986.0,06,077,San Joaquin County,18.969545681477783,2014,48592.0
14,"Merced County, California",43066.0,261609.0,30.2,18464.0,65552.0,06,047,Merced County,25.05724191446013,2014,20181.0
15,"Mariposa County, California",50560.0,17946.0,50.2,28327.0,2902.0,06,043,Mariposa County,16.17073442549872,2014,1132.0
16,"Yuba County, California",45470.0,73059.0,32.1,19586.0,15926.0,06,115,Yuba County,21.7988201316744,2014,5203.0
17,"Contra Costa County, California",79799.0,1081232.0,38.7,38770.0,114171.0,06,013,Contra Costa County,10.559343415659175,2014,54315.0
18,"Lassen County, California",53351.0,33356.0,37.3,19847.0,3856.0,06,035,Lassen County,11.560139105408322,2014,1458.0
19,"Stanislaus County, California",49573.0,522794.0,33.3,21729.0,104786.0,06,099,Stanislaus County,20.043458800215763,2014,40070.0
20,"Sonoma County, California",63799.0,491790.0,40.5,33361.0,59716.0,06,097,Sonoma County,12.142581183025275,2014,24894.0
21,"Tehama County, California",42369.0,63284.0,40.0,21002.0,11604.0,06,103,Tehama County,18.336388344605272,2014,4315.0
22,"Mono County, California",61814.0,14193.0,37.2,29578.0,704.0,06,051,Mono County,4.960191643768055,2014,1014.0
23,"San Benito County, California",67874.0,56888.0,34.8,26317.0,6864.0,06,069,San Benito County,12.06581352833638,2014,4124.0
24,"Sierra County, California",43107.0,3019.0,53.5,28030.0,487.0,06,091,Sierra County,16.131169261344816,2014,91.0
25,"Sacramento County, California",55615.0,1450277.0,35.3,27071.0,258031.0,06,067,Sacramento County,17.791842523876472,2014,93301.0
26,"El Dorado County, California",68507.0,181465.0,44.4,35128.0,18497.0,06,017,El Dorado County,10.193150194252334,2014,10215.0
27,"Monterey County, California",58582.0,424927.0,33.3,25048.0,69898.0,06,053,Monterey County,16.44941366399405,2014,18709.0
28,"San Diego County, California",63996.0,3183143.0,34.9,31043.0,455855.0,06,073,San Diego County,14.320908611394461,2014,150837.0
29,"Tulare County, California",42863.0,451108.0,30.1,17888.0,122044.0,06,107,Tulare County,27.054275251159368,2014,26687.0
30,"Yolo County, California",55508.0,204162.0,31.0,28080.0,39333.0,06,113,Yolo County,19.26558321333059,2014,9738.0
31,"Humboldt County, California",42153.0,134876.0,37.4,23516.0,27325.0,06,023,Humboldt County,20.259349328271895,2014,7512.0
32,"Nevada County, California",56949.0,98606.0,48.8,32117.0,12163.0,06,057,Nevada County,12.334949191732754,2014,4993.0
33,"Alpine County, California",61343.0,1202.0,43.6,24375.0,179.0,06,003,Alpine County,14.891846921797004,2014,32.0
34,"Madera County, California",45490.0,152452.0,33.3,17797.0,33290.0,06,039,Madera County,21.83638128722483,2014,5530.0
35,"Los Angeles County, California",55870.0,9974203.0,35.3,27987.0,1805868.0,06,037,Los Angeles County,18.10538646546496,2014,564669.0
36,"Mendocino County, California",43290.0,87612.0,42.0,23712.0,17395.0,06,045,Mendocino County,19.854586129753915,2014,5193.0
37,"Santa Cruz County, California",66923.0,267203.0,36.9,33050.0,39252.0,06,087,Santa Cruz County,14.689954828351478,2014,12376.0
38,"Trinity County, California",36862.0,13515.0,50.0,23145.0,2489.0,06,105,Trinity County,18.416574176840548,2014,698.0
39,"Riverside County, California",56592.0,2266899.0,34.2,23660.0,376737.0,06,065,Riverside County,16.619046547728857,2014,149759.0
40,"San Bernardino County, California",54100.0,2078586.0,32.2,21384.0,389037.0,06,071,San Bernardino County,18.716425493099635,2014,131293.0
41,"Santa Clara County, California",93854.0,1841569.0,36.6,42666.0,180153.0,06,085,Santa Clara County,9.782582135124994,2014,85977.0
42,"Marin County, California",91529.0,256802.0,45.1,58004.0,21917.0,06,041,Marin County,8.534590852096168,2014,9756.0
43,"Placer County, California",73747.0,361518.0,40.7,35711.0,32018.0,06,061,Placer County,8.856543795882915,2014,16469.0
44,"Siskiyou County, California",37495.0,44261.0,47.3,22482.0,9945.0,06,093,Siskiyou County,22.468990759359254,2014,2725.0
45,"Shasta County, California",44556.0,178520.0,41.9,23763.0,31616.0,06,089,Shasta County,17.710060497423257,2014,9445.0
46,"Solano County, California",67341.0,421624.0,37.2,29132.0,53317.0,06,095,Solano County,12.6456273836404,2014,25256.0
47,"Del Norte County, California",39302.0,28066.0,39.2,19424.0,5468.0,06,015,Del Norte County,19.48264804389653,2014,1246.0
48,"Glenn County, California",40106.0,28019.0,36.7,21698.0,5517.0,06,021,Glenn County,19.690210214497306,2014,1641.0
49,"Butte County, California",43165.0,221578.0,36.9,24430.0,46643.0,06,007,Butte County,21.05037503723294,2014,13323.0
50,"Plumas County, California",48032.0,19286.0,50.6,29167.0,3006.0,06,063,Plumas County,15.586435756507312,2014,1455.0
51,"San Luis Obispo County, California",59454.0,274184.0,39.5,30392.0,38121.0,06,079,San Luis Obispo County,13.903437107927523,2014,10667.0
52,"Kern County, California",48574.0,857730.0,31.0,20467.0,192972.0,06,029,Kern County,22.49798887761883,2014,49041.0
53,"Ventura County, California",77335.0,835790.0,36.9,33308.0,91912.0,06,111,Ventura County,10.997020782732504,2014,40806.0
54,"Calaveras County, California",54936.0,44921.0,50.3,29296.0,5352.0,06,009,Calaveras County,11.914249460163399,2014,2191.0
55,"San Mateo County, California",91421.0,739837.0,39.4,47198.0,55672.0,06,081,San Mateo County,7.524900755166341,2014,30371.0
56,"Tuolumne County, California",48493.0,54347.0,48.2,26063.0,7444.0,06,109,Tuolumne County,13.697168196956595,2014,3481.0
57,"Amador County, California",52964.0,37159.0,49.6,27373.0,4277.0,06,005,Amador County,11.509997577975726,2014,2342.0
0,"Merced County, California",42462.0,263885.0,30.4,18204.0,67417.0,06,047,Merced County,25.547871231786573,2015,18650.0
1,"Mariposa County, California",47681.0,17789.0,50.6,28316.0,2651.0,06,043,Mariposa County,14.902467817190399,2015,963.0
2,"Yuba County, California",46892.0,73437.0,32.1,20471.0,15862.0,06,115,Yuba County,21.599466209131638,2015,4424.0
3,"Contra Costa County, California",80185.0,1096068.0,38.8,39313.0,117915.0,06,013,Contra Costa County,10.758000416032582,2015,48995.0
4,"Lassen County, California",51555.0,32645.0,37.0,19274.0,3563.0,06,035,Lassen County,10.9143819880533,2015,1109.0
5,"Stanislaus County, California",50125.0,527367.0,33.5,21922.0,105927.0,06,099,Stanislaus County,20.086012207817326,2015,37259.0
6,"Sonoma County, California",64240.0,495078.0,40.8,34235.0,57179.0,06,097,Sonoma County,11.549493211170764,2015,21168.0
7,"Tehama County, California",41001.0,63152.0,40.5,21263.0,12313.0,06,103,Tehama County,19.497403090955157,2015,3511.0
8,"Mono County, California",56944.0,14146.0,38.5,29437.0,684.0,06,051,Mono County,4.835289127668599,2015,1094.0
9,"San Benito County, California",71077.0,57557.0,35.0,27239.0,6202.0,06,069,San Benito County,10.775405250447383,2015,3636.0
10,"Sacramento County, California",55987.0,1465832.0,35.5,27315.0,262251.0,06,067,Sacramento County,17.890931566509668,2015,84904.0
11,"El Dorado County, California",69584.0,182093.0,44.9,35588.0,18831.0,06,017,El Dorado County,10.341418945264234,2015,9925.0
12,"Monterey County, California",58783.0,428441.0,33.5,24994.0,69475.0,06,053,Monterey County,16.215768332162423,2015,16358.0
13,"Sierra County, California",42833.0,3021.0,54.5,29986.0,438.0,06,091,Sierra County,14.498510427010924,2015,96.0
14,"San Diego County, California",64309.0,3223096.0,35.1,31266.0,454876.0,06,073,San Diego County,14.113014319151524,2015,139302.0
15,"Tulare County, California",42031.0,454033.0,30.3,17876.0,125775.0,06,107,Tulare County,27.70173093145212,2015,23322.0
16,"Yolo County, California",54989.0,207320.0,30.9,28116.0,39688.0,06,113,Yolo County,19.143353270306772,2015,9225.0
17,"Humboldt County, California",42197.0,135034.0,37.4,23367.0,28158.0,06,023,Humboldt County,20.85252603048121,2015,6868.0
18,"Nevada County, California",56521.0,98570.0,49.0,32442.0,12367.0,06,057,Nevada County,12.546413716140814,2015,4524.0
19,"Alpine County, California",52917.0,1131.0,43.6,21415.0,195.0,06,003,Alpine County,17.24137931034483,2015,49.0
20,"Madera County, California",45073.0,153187.0,33.5,17970.0,33968.0,06,039,Madera County,22.174205382963308,2015,4280.0
21,"Mendocino County, California",42980.0,87544.0,42.2,24059.0,17527.0,06,045,Mendocino County,20.020789545828382,2015,5107.0
22,"Santa Cruz County, California",67256.0,269278.0,37.0,33241.0,39053.0,06,087,Santa Cruz County,14.50285578472805,2015,10866.0
23,"Trinity County, California",34974.0,13373.0,50.3,22975.0,2562.0,06,105,Trinity County,19.15800493531743,2015,479.0
24,"Los Angeles County, California",56196.0,10038388.0,35.6,28337.0,1800265.0,06,037,Los Angeles County,17.9338057066533,2015,515124.0
25,"Riverside County, California",56603.0,2298032.0,34.5,23783.0,379985.0,06,065,Riverside County,16.535235366609342,2015,136070.0
26,"San Bernardino County, California",53433.0,2094769.0,32.5,21352.0,397766.0,06,071,San Bernardino County,18.98853763827897,2015,119583.0
27,"Santa Clara County, California",96310.0,1868149.0,36.8,43880.0,175690.0,06,085,Santa Clara County,9.404496108179808,2015,76126.0
28,"Marin County, California",93257.0,258349.0,45.4,60236.0,20964.0,06,041,Marin County,8.114604662684973,2015,7854.0
29,"Placer County, California",73948.0,366280.0,41.0,36022.0,32427.0,06,061,Placer County,8.853063230315605,2015,14762.0
30,"Siskiyou County, California",37170.0,43895.0,47.8,22561.0,10026.0,06,093,Siskiyou County,22.84087025857159,2015,2337.0
31,"Shasta County, California",44620.0,178942.0,42.2,24107.0,31707.0,06,089,Shasta County,17.71914922153547,2015,7965.0
32,"Solano County, California",66828.0,425753.0,37.3,29185.0,55534.0,06,095,Solano County,13.043713138838717,2015,24000.0
33,"Del Norte County, California",40847.0,27788.0,38.8,19560.0,5207.0,06,015,Del Norte County,18.738304304016122,2015,1116.0
34,"Glenn County, California",39349.0,28029.0,37.2,21313.0,5721.0,06,021,Glenn County,20.41100288986407,2015,1518.0
35,"Butte County, California",43444.0,222564.0,36.8,24259.0,47532.0,06,007,Butte County,21.35655362053162,2015,12264.0
36,"Plumas County, California",47333.0,18966.0,51.3,30842.0,2687.0,06,063,Plumas County,14.167457555625857,2015,1289.0
37,"San Luis Obispo County, California",60691.0,276517.0,39.3,31060.0,38630.0,06,079,San Luis Obispo County,13.97020797997953,2015,8764.0
38,"Kern County, California",49026.0,865736.0,31.1,20644.0,195744.0,06,029,Kern County,22.61012595063622,2015,47438.0
39,"Ventura County, California",77348.0,840833.0,37.1,33435.0,91880.0,06,111,Ventura County,10.927259039547687,2015,37593.0
40,"Calaveras County, California",53233.0,44767.0,50.7,29553.0,5590.0,06,009,Calaveras County,12.486876493845914,2015,2227.0
41,"San Mateo County, California",93623.0,748731.0,39.5,48278.0,59232.0,06,081,San Mateo County,7.91098538727527,2015,27732.0
42,"Tuolumne County, California",50306.0,54079.0,48.6,27054.0,7010.0,06,109,Tuolumne County,12.962517798036206,2015,2878.0
43,"Amador County, California",54171.0,36995.0,50.0,27473.0,4191.0,06,005,Amador County,11.328557913231517,2015,2048.0
44,"Lake County, California",35578.0,64158.0,45.5,21407.0,15597.0,06,033,Lake County,24.310296455625174,2015,3949.0
45,"Modoc County, California",37860.0,9184.0,47.8,21001.0,1673.0,06,049,Modoc County,18.216463414634145,2015,315.0
46,"Inyo County, California",45955.0,18373.0,45.7,27850.0,2019.0,06,027,Inyo County,10.98895117835955,2015,608.0
47,"Santa Barbara County, California",63985.0,435850.0,33.6,30589.0,68017.0,06,083,Santa Barbara County,15.60559825628083,2015,17816.0
48,"Imperial County, California",41079.0,178206.0,32.2,16143.0,40114.0,06,025,Imperial County,22.50990426809423,2015,12307.0
49,"Alameda County, California",75619.0,1584983.0,37.1,37285.0,194639.0,06,001,Alameda County,12.280194803351202,2015,70100.0
50,"Napa County, California",71379.0,140295.0,40.3,36475.0,14020.0,06,055,Napa County,9.993228554118108,2015,5581.0
51,"San Francisco County, California",81294.0,840763.0,38.5,52220.0,109524.0,06,075,San Francisco County,13.02673880748796,2015,34785.0
52,"Colusa County, California",52168.0,21396.0,34.0,21897.0,3171.0,06,011,Colusa County,14.820527201346046,2015,1023.0
53,"Kings County, California",46481.0,150998.0,31.4,18707.0,29900.0,06,031,Kings County,19.80158677598379,2015,7602.0
54,"Fresno County, California",45233.0,956749.0,31.4,20408.0,252187.0,06,019,Fresno County,26.35874194799263,2015,57137.0
55,"Orange County, California",76509.0,3116069.0,37.1,34817.0,395483.0,06,059,Orange County,12.69172794312321,2015,124773.0
56,"Sutter County, California",52017.0,95247.0,35.4,23689.0,16743.0,06,101,Sutter County,17.578506409650696,2015,5691.0
57,"San Joaquin County, California",53274.0,708554.0,33.5,22645.0,129390.0,06,077,San Joaquin County,18.261134648876443,2015,44592.0
0,"San Diego County, California",66529.0,3253356.0,35.3,32482.0,444024.0,06,073,San Diego County,13.648183598720829,2016,126990.0
1,"Tulare County, California",42789.0,455769.0,30.4,18257.0,127130.0,06,107,Tulare County,27.893516233004,2016,20254.0
2,"Yolo County, California",57663.0,209671.0,30.9,28996.0,38898.0,06,113,Yolo County,18.551921820375732,2016,8105.0
3,"Humboldt County, California",42685.0,135182.0,37.6,24038.0,27641.0,06,023,Humboldt County,20.447248894083533,2016,6228.0
4,"Nevada County, California",57429.0,98639.0,49.5,33385.0,11835.0,06,057,Nevada County,11.998296819716339,2016,3968.0
5,"Alpine County, California",62375.0,1184.0,42.8,26783.0,221.0,06,003,Alpine County,18.66554054054054,2016,55.0
6,"Madera County, California",45742.0,153366.0,33.5,19021.0,32043.0,06,039,Madera County,20.893157544697,2016,4872.0
7,"Mendocino County, California",43510.0,87409.0,42.3,25278.0,17366.0,06,045,Mendocino County,19.867519362994656,2016,4526.0
8,"Santa Cruz County, California",70088.0,270931.0,37.0,34732.0,39211.0,06,087,Santa Cruz County,14.472688618135244,2016,10361.0
9,"Trinity County, California",35270.0,13180.0,50.6,22387.0,2607.0,06,105,Trinity County,19.77996965098634,2016,526.0
10,"Los Angeles County, California",57952.0,10057155.0,35.8,29301.0,1764081.0,06,037,Los Angeles County,17.54055694677073,2016,460565.0
11,"Riverside County, California",57972.0,2323892.0,34.8,24443.0,376689.0,06,065,Riverside County,16.20940215810373,2016,120960.0
12,"San Bernardino County, California",54469.0,2106754.0,32.7,21857.0,392195.0,06,071,San Bernardino County,18.616079523285585,2016,104472.0
13,"Santa Clara County, California",101173.0,1885056.0,36.8,46034.0,172213.0,06,085,Santa Clara County,9.135696764446255,2016,65981.0
14,"Marin County, California",100310.0,259358.0,45.7,63608.0,20445.0,06,041,Marin County,7.882926302639595,2016,7021.0
15,"Placer County, California",76926.0,370571.0,41.5,37914.0,31932.0,06,061,Placer County,8.616972186166754,2016,12582.0
16,"Siskiyou County, California",38524.0,43668.0,47.9,23542.0,9524.0,06,093,Siskiyou County,21.81002106805899,2016,2161.0
17,"Shasta County, California",45582.0,179228.0,42.3,25094.0,30945.0,06,089,Shasta County,17.26571741022608,2016,6728.0
18,"Solano County, California",69227.0,429596.0,37.5,30251.0,53265.0,06,095,Solano County,12.398858462369295,2016,21347.0
19,"Del Norte County, California",42363.0,27628.0,38.1,20282.0,5219.0,06,015,Del Norte County,18.89025626176343,2016,1041.0
20,"Glenn County, California",41699.0,27976.0,36.9,20362.0,5578.0,06,021,Glenn County,19.93851873034029,2016,1172.0
21,"Butte County, California",44366.0,223877.0,36.9,25077.0,46456.0,06,007,Butte County,20.750680060926314,2016,10933.0
22,"Plumas County, California",50125.0,18754.0,51.7,31292.0,2346.0,06,063,Plumas County,12.509331342646902,2016,977.0
23,"San Luis Obispo County, California",64014.0,278680.0,39.0,32335.0,37208.0,06,079,San Luis Obispo County,13.35151428161332,2016,7479.0
24,"Kern County, California",49788.0,871337.0,31.2,21094.0,194354.0,06,029,Kern County,22.30526191358797,2016,44848.0
25,"Ventura County, California",78593.0,843110.0,37.3,34331.0,88486.0,06,111,Ventura County,10.49519042592307,2016,32651.0
26,"Calaveras County, California",53502.0,44787.0,51.2,30577.0,5641.0,06,009,Calaveras County,12.595172706365686,2016,1758.0
27,"San Mateo County, California",98546.0,754748.0,39.5,50262.0,57490.0,06,081,San Mateo County,7.617111936699402,2016,23439.0
28,"Tuolumne County, California",50731.0,53864.0,48.2,29431.0,7176.0,06,109,Tuolumne County,13.322441705034903,2016,2570.0
29,"Amador County, California",57032.0,36963.0,50.3,27496.0,3684.0,06,005,Amador County,9.966723480236993,2016,1677.0
30,"Lake County, California",36132.0,64076.0,45.8,21799.0,15561.0,06,033,Lake County,24.28522379674137,2016,3554.0
31,"Modoc County, California",41194.0,9033.0,47.1,21899.0,1483.0,06,049,Modoc County,16.417579984501273,2016,259.0
32,"Inyo County, California",47278.0,18326.0,45.4,28678.0,1905.0,06,027,Inyo County,10.395067117756193,2016,555.0
33,"Santa Barbara County, California",65161.0,439395.0,33.7,31098.0,66880.0,06,083,Santa Barbara County,15.220928777068469,2016,16101.0
34,"Imperial County, California",42560.0,178807.0,32.2,16311.0,40552.0,06,025,Imperial County,22.679201597252906,2016,12048.0
35,"Alameda County, California",79831.0,1605217.0,37.2,39042.0,189590.0,06,001,Alameda County,11.810864200914892,2016,61327.0
36,"Napa County, California",74609.0,140823.0,40.7,38057.0,12086.0,06,055,Napa County,8.582404862842008,2016,4910.0
37,"San Francisco County, California",87701.0,850282.0,38.4,55567.0,104180.0,06,075,San Francisco County,12.252405672471015,2016,32234.0
38,"Colusa County, California",54946.0,21361.0,34.7,25745.0,2859.0,06,011,Colusa County,13.384204859323065,2016,871.0
39,"Kings County, California",47241.0,150261.0,31.4,19123.0,28661.0,06,031,Kings County,19.074144322212682,2016,6890.0
40,"Fresno County, California",45963.0,963160.0,31.6,21057.0,254872.0,06,019,Fresno County,26.462062378005733,2016,51478.0
41,"Orange County, California",78145.0,3132211.0,37.3,35939.0,385556.0,06,059,Orange County,12.309387841368286,2016,111106.0
42,"Sutter County, California",52943.0,95406.0,35.6,24335.0,16535.0,06,101,Sutter County,17.33119510303335,2016,4836.0
43,"San Joaquin County, California",55045.0,714860.0,33.7,23477.0,124587.0,06,077,San Joaquin County,17.428167753126488,2016,38954.0
44,"Merced County, California",44397.0,265001.0,30.6,19130.0,62661.0,06,047,Merced County,23.645571148788118,2016,18143.0
45,"Mariposa County, California",49265.0,17645.0,50.6,27832.0,2849.0,06,043,Mariposa County,16.146217058656845,2016,780.0
46,"Yuba County, California",48739.0,73897.0,32.2,21418.0,15080.0,06,115,Yuba County,20.406782413359135,2016,3822.0
47,"Contra Costa County, California",82881.0,1107925.0,39.1,40792.0,111922.0,06,013,Contra Costa County,10.101947333980188,2016,43374.0
48,"Lassen County, California",51457.0,31945.0,36.4,20072.0,3558.0,06,035,Lassen County,11.137893254030365,2016,942.0
49,"Stanislaus County, California",51591.0,530561.0,33.8,22915.0,95739.0,06,099,Stanislaus County,18.04486194801352,2016,33913.0
50,"Sonoma County, California",66833.0,497776.0,41.2,35639.0,55095.0,06,097,Sonoma County,11.068231493683905,2016,18297.0
51,"Tehama County, California",40687.0,63015.0,40.6,21521.0,13363.0,06,103,Tehama County,21.206062048718557,2016,3340.0
52,"Mono County, California",58937.0,14051.0,38.9,31059.0,1222.0,06,051,Mono County,8.696889901074657,2016,665.0
53,"San Benito County, California",73814.0,58051.0,35.1,27848.0,6224.0,06,069,San Benito County,10.721606862930871,2016,3211.0
54,"Sacramento County, California",57509.0,1479300.0,35.7,28292.0,260877.0,06,067,Sacramento County,17.63516528087609,2016,74025.0
55,"El Dorado County, California",72586.0,183000.0,45.2,37089.0,17839.0,06,017,El Dorado County,9.748087431693989,2016,8506.0
56,"Monterey County, California",60889.0,430201.0,33.7,25947.0,66289.0,06,053,Monterey County,15.408843773027026,2016,13288.0
57,"Sierra County, California",43984.0,2931.0,55.2,31873.0,329.0,06,091,Sierra County,11.224837939269873,2016,50.0
0,"Merced County, California",46338.0,267390.0,30.8,20120.0,60861.0,06,047,Merced County,22.76113542017278,2017,16969.0
1,"Lake County, California",40446.0,64095.0,45.8,23345.0,14398.0,06,033,Lake County,22.4635306966222,2017,2872.0
2,"Mariposa County, California",51385.0,17658.0,51.1,28241.0,2629.0,06,043,Mariposa County,14.88843583644807,2017,777.0
3,"Modoc County, California",39296.0,9017.0,47.8,22052.0,1584.0,06,049,Modoc County,17.566818232228012,2017,263.0
4,"Yuba County, California",51776.0,74644.0,32.4,22814.0,13598.0,06,115,Yuba County,18.217137345265527,2017,3057.0
5,"Contra Costa County, California",88456.0,1123678.0,39.2,42898.0,108630.0,06,013,Contra Costa County,9.667360222412471,2017,39750.0
6,"Inyo County, California",51500.0,18195.0,45.6,30323.0,1806.0,06,027,Inyo County,9.925803792250619,2017,450.0
7,"Lassen County, California",54083.0,31470.0,36.2,20974.0,3155.0,06,035,Lassen County,10.025421035907213,2017,729.0
8,"Stanislaus County, California",54260.0,535684.0,33.9,24007.0,91210.0,06,099,Stanislaus County,17.026829250080272,2017,29240.0
9,"Santa Barbara County, California",68023.0,442996.0,33.7,32872.0,65493.0,06,083,Santa Barbara County,14.784106402766616,2017,14894.0
10,"Sonoma County, California",71769.0,500943.0,41.4,37767.0,52707.0,06,097,Sonoma County,10.521556344733831,2017,15700.0
11,"Tehama County, California",42512.0,63247.0,41.1,22631.0,13009.0,06,103,Tehama County,20.56856451689408,2017,2692.0
12,"Imperial County, California",44779.0,179957.0,32.2,17303.0,40376.0,06,025,Imperial County,22.436470934723296,2017,11415.0
13,"Mono County, California",60595.0,14058.0,38.3,30888.0,1378.0,06,051,Mono County,9.802247830416844,2017,290.0
14,"San Benito County, California",80760.0,58671.0,35.4,30012.0,5670.0,06,069,San Benito County,9.66405890473999,2017,2686.0
15,"Alameda County, California",85743.0,1629615.0,37.3,41363.0,181194.0,06,001,Alameda County,11.11882254397511,2017,53175.0
16,"Sacramento County, California",60239.0,1495400.0,35.9,29693.0,246203.0,06,067,Sacramento County,16.464023003878562,2017,64575.0
17,"El Dorado County, California",74885.0,185015.0,45.5,38156.0,17996.0,06,017,El Dorado County,9.726778909818123,2017,7042.0
18,"Napa County, California",79637.0,141005.0,40.8,40632.0,11285.0,06,055,Napa County,8.003262295663275,2017,4068.0
19,"Monterey County, California",63249.0,433168.0,33.9,27168.0,60933.0,06,053,Monterey County,14.066828574594615,2017,11717.0
20,"San Francisco County, California",96265.0,864263.0,38.3,59508.0,99096.0,06,075,San Francisco County,11.465954229210322,2017,29102.0
21,"Sierra County, California",44190.0,2885.0,55.0,31750.0,351.0,06,091,Sierra County,12.166377816291162,2017,64.0
22,"Tulare County, California",44871.0,458809.0,30.6,18962.0,122724.0,06,107,Tulare County,26.748385493745765,2017,19405.0
23,"Yolo County, California",61621.0,212605.0,30.9,30615.0,39686.0,06,113,Yolo County,18.666541238446886,2017,7489.0
24,"Humboldt County, California",43718.0,135490.0,37.7,25208.0,27481.0,06,023,Humboldt County,20.282677688390287,2017,5850.0
25,"Nevada County, California",60610.0,98838.0,49.8,35581.0,11861.0,06,057,Nevada County,12.000445172909204,2017,3348.0
26,"Alpine County, California",63438.0,1203.0,44.9,27448.0,235.0,06,003,Alpine County,19.534497090606816,2017,64.0
27,"Madera County, California",48210.0,154440.0,33.7,19975.0,32244.0,06,039,Madera County,20.87801087801088,2017,5045.0
28,"Mendocino County, California",46528.0,87497.0,42.4,27093.0,16448.0,06,045,Mendocino County,18.798358800873174,2017,4304.0
29,"Santa Cruz County, California",73663.0,273263.0,37.3,36388.0,38605.0,06,087,Santa Cruz County,14.12741571306763,2017,9672.0
30,"Trinity County, California",36563.0,13037.0,51.4,23575.0,2545.0,06,105,Trinity County,19.521362276597376,2017,507.0
31,"Los Angeles County, California",61015.0,10105722.0,36.0,30798.0,1688505.0,06,037,Los Angeles County,16.708405396467466,2017,406426.0
32,"Riverside County, California",60807.0,2355002.0,35.0,25700.0,362215.0,06,065,Riverside County,15.380666343383147,2017,107383.0
33,"San Bernardino County, California",57156.0,2121220.0,32.9,22867.0,374810.0,06,071,San Bernardino County,17.669548655962135,2017,95079.0
34,"Santa Clara County, California",106761.0,1911226.0,37.0,48689.0,162525.0,06,085,Santa Clara County,8.503703905241975,2017,58215.0
