,Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,State,county,County,Poverty Rate,Year,Unemployment Count
35,"Marin County, California",104703.0,260814.0,46.1,66748.0,20515.0,06,041,Marin County,7.865758739944941,2017,6211.0
36,"Placer County, California",80488.0,374985.0,41.6,39734.0,30473.0,06,061,Placer County,8.126458391669,2017,10216.0
37,"Siskiyou County, California",40884.0,43530.0,47.9,24605.0,8915.0,06,093,Siskiyou County,20.480128646910178,2017,1655.0
38,"Shasta County, California",47258.0,178919.0,41.8,26455.0,31967.0,06,089,Shasta County,17.866744169149168,2017,5246.0
39,"Solano County, California",72950.0,434981.0,37.7,31934.0,48623.0,06,095,Solano County,11.178189392180348,2017,18266.0
40,"Del Norte County, California",41287.0,27442.0,38.7,20809.0,5571.0,06,015,Del Norte County,20.30099846949931,2017,916.0
41,"Colusa County, California",56481.0,21479.0,34.7,25676.0,2979.0,06,011,Colusa County,13.869360770985613,2017,592.0
42,"Glenn County, California",46260.0,27935.0,36.8,21029.0,5404.0,06,021,Glenn County,19.344907821729013,2017,1096.0
43,"Butte County, California",46516.0,225207.0,36.9,26304.0,44977.0,06,007,Butte County,19.97140408601864,2017,9329.0
44,"Kings County, California",49742.0,150183.0,31.5,19835.0,28013.0,06,031,Kings County,18.652577189162557,2017,5683.0
45,"Plumas County, California",50266.0,18724.0,52.1,32056.0,2439.0,06,063,Plumas County,13.0260628070925,2017,752.0
46,"San Luis Obispo County, California",67175.0,280119.0,39.0,33972.0,36420.0,06,079,San Luis Obispo County,13.001617169845673,2017,6586.0
47,"Fresno County, California",48730.0,971616.0,31.8,22234.0,243040.0,06,019,Fresno County,25.0139972993446,2017,45315.0
48,"Kern County, California",50826.0,878744.0,31.3,21716.0,191123.0,06,029,Kern County,21.74956528863924,2017,41082.0
49,"Orange County, California",81851.0,3155816.0,37.5,37603.0,378459.0,06,059,Orange County,11.992429216405519,2017,96039.0
50,"Ventura County, California",81972.0,847834.0,37.5,35771.0,85816.0,06,111,Ventura County,10.121792709421891,2017,28752.0
51,"Calaveras County, California",54800.0,45057.0,51.6,31652.0,5676.0,06,009,Calaveras County,12.597376656235435,2017,1281.0
52,"Sutter County, California",54347.0,95583.0,35.7,24849.0,15805.0,06,101,Sutter County,16.535367167801805,2017,4491.0
53,"San Mateo County, California",105667.0,763450.0,39.6,53516.0,54981.0,06,081,San Mateo County,7.201650402776868,2017,20174.0
54,"Tuolumne County, California",54325.0,53899.0,48.6,31570.0,6875.0,06,109,Tuolumne County,12.75533868902948,2017,1750.0
55,"San Joaquin County, California",57813.0,724153.0,33.9,24694.0,121296.0,06,077,San Joaquin County,16.750051439405762,2017,33271.0
56,"Amador County, California",60636.0,37306.0,50.6,29628.0,3564.0,06,005,Amador County,9.55342304186994,2017,1371.0
57,"San Diego County, California",70588.0,3283665.0,35.4,34350.0,427031.0,06,073,San Diego County,13.004706631157564,2017,116758.0
0,"Merced County, California",50129.0,269075.0,30.9,21634.0,59660.0,06,047,Merced County,22.17225680572331,2018,14912.0
1,"Mariposa County, California",51199.0,17540.0,51.4,29776.0,2435.0,06,043,Mariposa County,13.882554161915621,2018,676.0
2,"Modoc County, California",45149.0,8938.0,47.7,23235.0,1435.0,06,049,Modoc County,16.05504587155963,2018,274.0
3,"Contra Costa County, California",93712.0,1133247.0,39.4,45524.0,102543.0,06,013,Contra Costa County,9.048601055198029,2018,35563.0
4,"Inyo County, California",52874.0,18085.0,45.7,31540.0,1792.0,06,027,Inyo County,9.908764169200996,2018,447.0
5,"Stanislaus County, California",57387.0,539301.0,34.0,25101.0,86066.0,06,099,Stanislaus County,15.958805935831753,2018,26130.0
6,"Santa Barbara County, California",71657.0,443738.0,33.7,34229.0,63010.0,06,083,Santa Barbara County,14.199820614867331,2018,13861.0
7,"Lake County, California",42475.0,64148.0,45.6,25404.0,13224.0,06,033,Lake County,20.61482820976492,2018,2556.0
8,"Glenn County, California",47395.0,27897.0,36.6,21736.0,5152.0,06,021,Glenn County,18.467935620317597,2018,806.0
9,"Butte County, California",48443.0,227075.0,37.1,27537.0,44410.0,06,007,Butte County,19.557414951007377,2018,9085.0
10,"Kings County, California",53865.0,150075.0,31.7,21186.0,28084.0,06,031,Kings County,18.713310011660838,2018,4855.0
11,"Plumas County, California",53270.0,18699.0,52.2,32710.0,2146.0,06,063,Plumas County,11.476549548104177,2018,516.0
12,"San Luis Obispo County, California",70699.0,281455.0,39.1,35832.0,35303.0,06,079,San Luis Obispo County,12.543035298715603,2018,6175.0
13,"Fresno County, California",51261.0,978130.0,32.0,23284.0,232067.0,06,019,Fresno County,23.725578399599236,2018,41276.0
14,"Kern County, California",52479.0,883053.0,31.5,22553.0,187232.0,06,029,Kern County,21.202804361686105,2018,39056.0
15,"Orange County, California",85398.0,3164182.0,37.8,39590.0,359503.0,06,059,Orange County,11.361641018120956,2018,84431.0
16,"Ventura County, California",84017.0,848112.0,37.9,36891.0,80058.0,06,111,Ventura County,9.439555153092988,2018,25853.0
17,"Calaveras County, California",58151.0,45235.0,52.1,32494.0,5242.0,06,009,Calaveras County,11.588371835967724,2018,1116.0
18,"Sutter County, California",56955.0,95872.0,35.7,26070.0,15181.0,06,101,Sutter County,15.834654539385848,2018,4144.0
19,"San Mateo County, California",113776.0,765935.0,39.6,57375.0,53387.0,06,081,San Mateo County,6.970173709257313,2018,17556.0
20,"Tuolumne County, California",56493.0,53932.0,48.4,33685.0,6715.0,06,109,Tuolumne County,12.450864051027219,2018,1516.0
21,"San Joaquin County, California",61145.0,732212.0,34.1,26145.0,114294.0,06,077,San Joaquin County,15.609413667080027,2018,28989.0
22,"Amador County, California",61198.0,37829.0,50.5,30100.0,3323.0,06,005,Amador County,8.784266039282032,2018,1255.0
23,"Mono County, California",63018.0,14174.0,38.3,33421.0,1454.0,06,051,Mono County,10.258219274728376,2018,262.0
24,"San Benito County, California",81977.0,59416.0,35.5,31475.0,5459.0,06,069,San Benito County,9.187760872492259,2018,2294.0
25,"Sacramento County, California",63902.0,1510023.0,36.0,31311.0,235982.0,06,067,Sacramento County,15.62770898191617,2018,54551.0
26,"El Dorado County, California",80582.0,186661.0,45.8,40382.0,16537.0,06,017,El Dorado County,8.859376088202678,2018,5480.0
27,"Monterey County, California",66676.0,433212.0,34.1,28836.0,58699.0,06,053,Monterey County,13.549716997682427,2018,10475.0
28,"San Francisco County, California",104552.0,870044.0,38.2,64157.0,92979.0,06,075,San Francisco County,10.686700902483093,2018,25320.0
29,"San Diego County, California",74855.0,3302833.0,35.6,36156.0,403190.0,06,073,San Diego County,12.207398920865815,2018,106962.0
30,"Tulare County, California",47518.0,460477.0,30.8,20421.0,115786.0,06,107,Tulare County,25.144795505530134,2018,18321.0
31,"Humboldt County, California",45528.0,135768.0,38.0,26747.0,26957.0,06,023,Humboldt County,19.855194154734548,2018,5327.0
32,"Alpine County, California",64688.0,1146.0,44.3,29041.0,227.0,06,003,Alpine County,19.80802792321117,2018,79.0
33,"Madera County, California",52884.0,155013.0,33.9,21394.0,30549.0,06,039,Madera County,19.707379381084166,2018,5243.0
34,"Santa Cruz County, California",78041.0,273765.0,37.4,39001.0,37429.0,06,087,Santa Cruz County,13.671944916260296,2018,9027.0
35,"Trinity County, California",38497.0,12862.0,51.8,25964.0,2491.0,06,105,Trinity County,19.367127973876535,2018,446.0
36,"Riverside County, California",63948.0,2383286.0,35.3,27142.0,345724.0,06,065,Riverside County,14.506190192868166,2018,94709.0
37,"San Bernardino County, California",60164.0,2135413.0,33.1,23956.0,359080.0,06,071,San Bernardino County,16.815482531950494,2018,85647.0
38,"Marin County, California",110217.0,260295.0,46.5,69275.0,19341.0,06,041,Marin County,7.4304154901169825,2018,5149.0
39,"Placer County, California",84357.0,380077.0,41.9,41508.0,30293.0,06,061,Placer County,7.9702270855642405,2018,9005.0
40,"Shasta County, California",50905.0,179085.0,41.8,27983.0,30186.0,06,089,Shasta County,16.85568305553229,2018,4824.0
41,"Solano County, California",77609.0,438530.0,37.9,33700.0,44427.0,06,095,Solano County,10.130891843203429,2018,15346.0
42,"Colusa County, California",56704.0,21464.0,35.1,27336.0,2929.0,06,011,Colusa County,13.646105106224375,2018,520.0
43,"Tehama County, California",42899.0,63373.0,40.9,23126.0,13464.0,06,103,Tehama County,21.245640888075364,2018,2484.0
44,"Yuba County, California",52624.0,75493.0,32.5,23867.0,13298.0,06,115,Yuba County,17.614878200627874,2018,2648.0
45,"Lassen County, California",56362.0,31185.0,36.0,21897.0,2933.0,06,035,Lassen County,9.405162738496072,2018,570.0
46,"Sonoma County, California",76753.0,501317.0,41.7,39929.0,50714.0,06,097,Sonoma County,10.116154050231689,2018,13543.0
47,"Imperial County, California",45834.0,180216.0,32.4,17590.0,41191.0,06,025,Imperial County,22.856461135526256,2018,10782.0
48,"Alameda County, California",92574.0,1643700.0,37.4,44283.0,170884.0,06,001,Alameda County,10.396301028168157,2018,45110.0
49,"Napa County, California",84753.0,140530.0,41.1,42677.0,11168.0,06,055,Napa County,7.9470575677791215,2018,3728.0
50,"Sierra County, California",48125.0,2930.0,55.5,31972.0,241.0,06,091,Sierra County,8.225255972696246,2018,60.0
51,"Yolo County, California",65923.0,214977.0,31.0,32598.0,40583.0,06,113,Yolo County,18.877833442647354,2018,6722.0
52,"Nevada County, California",63240.0,99092.0,50.1,37145.0,11169.0,06,057,Nevada County,11.271343801719613,2018,2971.0
53,"Mendocino County, California",49233.0,87422.0,42.8,27395.0,15877.0,06,045,Mendocino County,18.16133238772849,2018,3837.0
54,"Los Angeles County, California",64251.0,10098052.0,36.2,32469.0,1589956.0,06,037,Los Angeles County,15.745175406108029,2018,357178.0
55,"Santa Clara County, California",116178.0,1922200.0,37.0,52451.0,149850.0,06,085,Santa Clara County,7.795754864218083,2018,49598.0
56,"Siskiyou County, California",44200.0,43540.0,48.0,28130.0,8374.0,06,093,Siskiyou County,19.23288929719798,2018,1440.0
57,"Del Norte County, California",45258.0,27424.0,38.6,22832.0,5458.0,06,015,Del Norte County,19.90227537922987,2018,796.0
0,"Merced County, California",53672.0,271382.0,31.1,23011.0,56217.0,06,047,Merced County,20.71508058751133,2019,14137.0
1,"Mariposa County, California",48820.0,17420.0,51.7,28757.0,2616.0,06,043,Mariposa County,15.017221584385764,2019,634.0
2,"Modoc County, California",45507.0,8907.0,47.8,22843.0,1618.0,06,049,Modoc County,18.165487818569666,2019,278.0
3,"Contra Costa County, California",99716.0,1142251.0,39.7,48178.0,98595.0,06,013,Contra Costa County,8.631640506333547,2019,31392.0
4,"Inyo County, California",57316.0,17977.0,45.8,32590.0,1635.0,06,027,Inyo County,9.094954664293263,2019,355.0
5,"Stanislaus County, California",60704.0,543194.0,34.1,26258.0,81415.0,06,099,Stanislaus County,14.988199427828732,2019,22800.0
6,"Santa Barbara County, California",74624.0,444829.0,33.8,36039.0,57556.0,06,083,Santa Barbara County,12.938904612783789,2019,13147.0
7,"Tehama County, California",44514.0,63912.0,41.0,24301.0,13930.0,06,103,Tehama County,21.795593941669797,2019,2318.0
8,"Mono County, California",62260.0,14310.0,37.7,34552.0,1713.0,06,051,Mono County,11.970649895178196,2019,291.0
9,"San Benito County, California",86958.0,60376.0,35.7,33174.0,5061.0,06,069,San Benito County,8.38246985557175,2019,2163.0
10,"Sacramento County, California",67151.0,1524553.0,36.2,32751.0,220713.0,06,067,Sacramento County,14.477227095417476,2019,49129.0
11,"El Dorado County, California",83377.0,188563.0,45.9,42749.0,15643.0,06,017,El Dorado County,8.295901104670588,2019,4917.0
12,"Monterey County, California",71015.0,433410.0,34.4,30073.0,54393.0,06,053,Monterey County,12.550010382778432,2019,9696.0
13,"San Francisco County, California",112449.0,874961.0,38.2,68883.0,89030.0,06,075,San Francisco County,10.175310670989907,2019,23040.0
14,"San Diego County, California",78980.0,3316073.0,35.8,38073.0,374787.0,06,073,San Diego County,11.30213357787962,2019,101445.0
15,"Tulare County, California",49687.0,461898.0,31.0,21380.0,108512.0,06,107,Tulare County,23.49263257255931,2019,18841.0
16,"Humboldt County, California",48041.0,135940.0,38.4,28769.0,26674.0,06,023,Humboldt County,19.621892011181405,2019,5253.0
17,"Alpine County, California",63750.0,1039.0,52.2,36739.0,205.0,06,003,Alpine County,19.73051010587103,2019,49.0
18,"Madera County, California",57585.0,155433.0,34.1,22853.0,29273.0,06,039,Madera County,18.833195010068646,2019,5554.0
19,"Santa Cruz County, California",82234.0,273962.0,37.8,41312.0,34419.0,06,087,Santa Cruz County,12.56342120440061,2019,8264.0
20,"Trinity County, California",40846.0,12700.0,52.5,26523.0,2372.0,06,105,Trinity County,18.677165354330707,2019,432.0
21,"Riverside County, California",67005.0,2411439.0,35.6,28596.0,325279.0,06,065,Riverside County,13.488999721742909,2019,83356.0
22,"San Bernardino County, California",63362.0,2149031.0,33.3,25215.0,333613.0,06,071,San Bernardino County,15.52388029767835,2019,75886.0
23,"Marin County, California",115246.0,259943.0,46.8,72466.0,18349.0,06,041,Marin County,7.058855210565393,2019,5039.0
24,"Placer County, California",89691.0,385512.0,42.0,43759.0,29588.0,06,061,Placer County,7.674988067816306,2019,7902.0
25,"Shasta County, California",54667.0,179212.0,41.5,29720.0,29423.0,06,089,Shasta County,16.417985402763208,2019,4280.0
26,"Solano County, California",81472.0,441829.0,38.1,35400.0,41121.0,06,095,Solano County,9.306994334912376,2019,13191.0
27,"Colusa County, California",59401.0,21454.0,35.3,26932.0,2774.0,06,011,Colusa County,12.929989745502004,2019,435.0
28,"Glenn County, California",49633.0,27976.0,36.4,22668.0,4818.0,06,021,Glenn County,17.221904489562483,2019,635.0
29,"Butte County, California",52537.0,225817.0,37.1,29506.0,41974.0,06,007,Butte County,18.587617407015415,2019,8462.0
30,"Kings County, California",57848.0,150691.0,31.8,22373.0,24725.0,06,031,Kings County,16.407748306136398,2019,4496.0
31,"Plumas County, California",55359.0,18660.0,52.3,35198.0,2224.0,06,063,Plumas County,11.918542336548768,2019,439.0
32,"San Luis Obispo County, California",73518.0,282165.0,39.2,37233.0,33261.0,06,079,San Luis Obispo County,11.787783743554304,2019,5530.0
33,"Fresno County, California",53969.0,984521.0,32.2,24422.0,218254.0,06,019,Fresno County,22.16854693805414,2019,38876.0
34,"Kern County, California",53350.0,887641.0,31.6,23326.0,179980.0,06,029,Kern County,20.276215271714577,2019,37459.0
35,"Orange County, California",90234.0,3168044.0,38.1,41514.0,340048.0,06,059,Orange County,10.733689304820262,2019,77176.0
36,"Ventura County, California",88131.0,847263.0,38.1,38595.0,74645.0,06,111,Ventura County,8.810133335221767,2019,22340.0
37,"Calaveras County, California",63158.0,45514.0,52.0,33456.0,5147.0,06,009,Calaveras County,11.308608340290899,2019,1174.0
38,"Sutter County, California",59050.0,96109.0,35.7,27371.0,14687.0,06,101,Sutter County,15.281607341664152,2019,3531.0
39,"San Mateo County, California",122641.0,767423.0,39.7,61545.0,51085.0,06,081,San Mateo County,6.656693896325756,2019,16104.0
40,"Tuolumne County, California",60108.0,54045.0,48.4,34702.0,6443.0,06,109,Tuolumne County,11.9215468590989,2019,1156.0
41,"San Joaquin County, California",64432.0,742603.0,34.3,27521.0,105461.0,06,077,San Joaquin County,14.201531639382011,2019,26334.0
42,"Amador County, California",62772.0,38429.0,50.5,31987.0,3451.0,06,005,Amador County,8.980197246870853,2019,1010.0
43,"Lake County, California",47040.0,64195.0,45.6,27362.0,11753.0,06,033,Lake County,18.308279461017214,2019,2327.0
44,"Yuba County, California",58054.0,76360.0,32.8,25583.0,11572.0,06,115,Yuba County,15.154531168150864,2019,2297.0
45,"Lassen County, California",56352.0,30818.0,36.6,22134.0,2830.0,06,035,Lassen County,9.182945032124083,2019,598.0
46,"Sonoma County, California",81018.0,499772.0,42.1,42178.0,45418.0,06,097,Sonoma County,9.08774401126914,2019,11658.0
47,"Imperial County, California",47622.0,180701.0,32.4,18018.0,41100.0,06,025,Imperial County,22.744755148006927,2019,9924.0
48,"Alameda County, California",99406.0,1656754.0,37.6,47314.0,161581.0,06,001,Alameda County,9.752866146694078,2019,41725.0
49,"Napa County, California",88596.0,139623.0,41.3,45195.0,10614.0,06,055,Napa County,7.601899400528566,2019,3331.0
50,"Sierra County, California",52148.0,3040.0,54.8,33747.0,291.0,06,091,Sierra County,9.572368421052632,2019,71.0
51,"Yolo County, California",70228.0,217352.0,31.0,34515.0,39919.0,06,113,Yolo County,18.366060583753544,2019,6562.0
52,"Nevada County, California",66096.0,99244.0,50.5,39233.0,10844.0,06,057,Nevada County,10.926605134819233,2019,2133.0
53,"Mendocino County, California",51416.0,87224.0,43.1,29035.0,15251.0,06,045,Mendocino County,17.48486655049069,2019,3571.0
54,"Los Angeles County, California",68044.0,10081570.0,36.5,34156.0,1480446.0,06,037,Los Angeles County,14.684677088985149,2019,319435.0
55,"Santa Clara County, California",124055.0,1927470.0,37.1,56248.0,142534.0,06,085,Santa Clara County,7.394875147213705,2019,44635.0
56,"Siskiyou County, California",45241.0,43468.0,47.8,28615.0,8102.0,06,093,Siskiyou County,18.638998803717676,2019,1269.0
57,"Del Norte County, California",45283.0,27495.0,39.5,23674.0,4760.0,06,015,Del Norte County,17.312238588834333,2019,751.0
