Location ID,Location,Year,Month,Temp (F),Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-023,Humboldt County,1960,2,51.7,67,0.7,51
CA-023,Humboldt County,1960,3,56,79,1.4,54.6
CA-023,Humboldt County,1960,4,57.8,37,-1.8,59.6
CA-023,Humboldt County,1960,5,62.1,19,-3.2,65.3
CA-023,Humboldt County,1960,6,77.9,123,6,71.9
CA-023,Humboldt County,1960,7,81.8,104,2.8,79
CA-023,Humboldt County,1960,8,79,55,-0.2,79.2
CA-023,Humboldt County,1960,9,76.2,72,0.9,75.3
CA-023,Humboldt County,1960,10,65.8,68,0.5,65.3
CA-023,Humboldt County,1960,11,52.6,38,-1.2,53.8
CA-023,Humboldt County,1960,12,49.6,91,1.7,47.9
CA-023,Humboldt County,1961,1,51,110,3.7,47.3
CA-023,Humboldt County,1961,2,52.1,74,1.1,51
CA-023,Humboldt County,1961,3,51.8,25,-2.8,54.6
CA-023,Humboldt County,1961,4,61.1,80,1.5,59.6
CA-023,Humboldt County,1961,5,61.7,16,-3.6,65.3
CA-023,Humboldt County,1961,6,74.7,103,2.8,71.9
CA-023,Humboldt County,1961,7,80.6,90,1.6,79
CA-023,Humboldt County,1961,8,80.4,85,1.2,79.2
CA-023,Humboldt County,1961,9,74.3,40,-1,75.3
CA-023,Humboldt County,1961,10,65,52,-0.3,65.3
CA-023,Humboldt County,1961,11,52.5,35,-1.3,53.8
CA-023,Humboldt County,1961,12,46.9,34,-1,47.9
CA-023,Humboldt County,1962,1,47.4,54,0.1,47.3
CA-023,Humboldt County,1962,2,49.6,38,-1.4,51
CA-023,Humboldt County,1962,3,51.2,16,-3.4,54.6
CA-023,Humboldt County,1962,4,62.6,101,3,59.6
CA-023,Humboldt County,1962,5,62.8,29,-2.5,65.3
CA-023,Humboldt County,1962,6,72.8,79,0.9,71.9
CA-023,Humboldt County,1962,7,79.8,76,0.8,79
CA-023,Humboldt County,1962,8,77.4,14,-1.8,79.2
CA-023,Humboldt County,1962,9,75.2,49,-0.1,75.3
CA-023,Humboldt County,1962,10,62.9,20,-2.4,65.3
CA-023,Humboldt County,1962,11,54.8,78,1,53.8
CA-023,Humboldt County,1962,12,50.3,105,2.4,47.9
CA-023,Humboldt County,1963,1,47.2,49,-0.1,47.3
CA-023,Humboldt County,1963,2,57.5,123,6.5,51
CA-023,Humboldt County,1963,3,52.8,39,-1.8,54.6
CA-023,Humboldt County,1963,4,53.6,6,-6,59.6
CA-023,Humboldt County,1963,5,64.3,42,-1,65.3
CA-023,Humboldt County,1963,6,70.7,32,-1.2,71.9
CA-023,Humboldt County,1963,7,76.6,15,-2.4,79
CA-023,Humboldt County,1963,8,77.2,12,-2,79.2
CA-023,Humboldt County,1963,9,77.7,102,2.4,75.3
CA-023,Humboldt County,1963,10,64,37,-1.3,65.3
CA-023,Humboldt County,1963,11,52.6,38,-1.2,53.8
CA-023,Humboldt County,1963,12,49.4,84,1.5,47.9
CA-023,Humboldt County,1964,1,45.4,23,-1.9,47.3
CA-023,Humboldt County,1964,2,53.9,100,2.9,51
CA-023,Humboldt County,1964,3,52.1,33,-2.5,54.6
CA-023,Humboldt County,1964,4,59.4,59,-0.2,59.6
CA-023,Humboldt County,1964,5,62.2,20,-3.1,65.3
CA-023,Humboldt County,1964,6,69.5,17,-2.4,71.9
CA-023,Humboldt County,1964,7,78.4,46,-0.6,79
CA-023,Humboldt County,1964,8,79.2,60,0,79.2
CA-023,Humboldt County,1964,9,75.9,67,0.6,75.3
CA-023,Humboldt County,1964,10,69.1,112,3.8,65.3
CA-023,Humboldt County,1964,11,50.6,9,-3.2,53.8
CA-023,Humboldt County,1964,12,47.6,44,-0.3,47.9
CA-023,Humboldt County,1965,1,46.5,36,-0.8,47.3
CA-023,Humboldt County,1965,2,52.2,77,1.2,51
CA-023,Humboldt County,1965,3,57.6,99,3,54.6
CA-023,Humboldt County,1965,4,57.6,33,-2,59.6
CA-023,Humboldt County,1965,5,64,38,-1.3,65.3
CA-023,Humboldt County,1965,6,69.9,23,-2,71.9
CA-023,Humboldt County,1965,7,78.9,54,-0.1,79
CA-023,Humboldt County,1965,8,78,29,-1.2,79.2
CA-023,Humboldt County,1965,9,73.8,34,-1.5,75.3
CA-023,Humboldt County,1965,10,69.4,116,4.1,65.3
CA-023,Humboldt County,1965,11,54.9,80,1.1,53.8
CA-023,Humboldt County,1965,12,47,36,-0.9,47.9
CA-023,Humboldt County,1966,1,47,44,-0.3,47.3
CA-023,Humboldt County,1966,2,49.2,32,-1.8,51
CA-023,Humboldt County,1966,3,53.3,44,-1.3,54.6
CA-023,Humboldt County,1966,4,65.4,121,5.8,59.6
CA-023,Humboldt County,1966,5,70,117,4.7,65.3
CA-023,Humboldt County,1966,6,71.6,50,-0.3,71.9
CA-023,Humboldt County,1966,7,76.7,20,-2.3,79
CA-023,Humboldt County,1966,8,80.6,88,1.4,79.2
CA-023,Humboldt County,1966,9,77,85,1.7,75.3
CA-023,Humboldt County,1966,10,66.2,78,0.9,65.3
CA-023,Humboldt County,1966,11,54.7,76,0.9,53.8
CA-023,Humboldt County,1966,12,49.1,80,1.2,47.9
CA-023,Humboldt County,1967,1,47,44,-0.3,47.3
CA-023,Humboldt County,1967,2,52.9,87,1.9,51
CA-023,Humboldt County,1967,3,51,14,-3.6,54.6
CA-023,Humboldt County,1967,4,50.5,1,-9.1,59.6
CA-023,Humboldt County,1967,5,66.7,78,1.4,65.3
CA-023,Humboldt County,1967,6,71.7,55,-0.2,71.9
CA-023,Humboldt County,1967,7,79.8,76,0.8,79
CA-023,Humboldt County,1967,8,83.3,121,4.1,79.2
CA-023,Humboldt County,1967,9,79.4,114,4.1,75.3
CA-023,Humboldt County,1967,10,66.2,78,0.9,65.3
CA-023,Humboldt County,1967,11,57,111,3.2,53.8
CA-023,Humboldt County,1967,12,45.1,12,-2.8,47.9
CA-023,Humboldt County,1968,1,46.3,33,-1,47.3
CA-023,Humboldt County,1968,2,55.2,115,4.2,51
CA-023,Humboldt County,1968,3,56.5,88,1.9,54.6
CA-023,Humboldt County,1968,4,60.5,78,0.9,59.6
CA-023,Humboldt County,1968,5,63.9,37,-1.4,65.3
CA-023,Humboldt County,1968,6,73.3,87,1.4,71.9
CA-023,Humboldt County,1968,7,79.6,67,0.6,79
CA-023,Humboldt County,1968,8,75.9,6,-3.3,79.2
CA-023,Humboldt County,1968,9,75.8,64,0.5,75.3
CA-023,Humboldt County,1968,10,64.3,45,-1,65.3
CA-023,Humboldt County,1968,11,52.4,29,-1.4,53.8
CA-023,Humboldt County,1968,12,45,11,-2.9,47.9
CA-023,Humboldt County,1969,1,43.2,11,-4.1,47.3
CA-023,Humboldt County,1969,2,45.6,4,-5.4,51
CA-023,Humboldt County,1969,3,55.6,70,1,54.6
CA-023,Humboldt County,1969,4,57.7,35,-1.9,59.6
CA-023,Humboldt County,1969,5,69,105,3.7,65.3
CA-023,Humboldt County,1969,6,70.5,29,-1.4,71.9
CA-023,Humboldt County,1969,7,79.1,56,0.1,79
CA-023,Humboldt County,1969,8,78.9,51,-0.3,79.2
CA-023,Humboldt County,1969,9,77.4,91,2.1,75.3
CA-023,Humboldt County,1969,10,63.6,33,-1.7,65.3
CA-023,Humboldt County,1969,11,56.5,104,2.7,53.8
CA-023,Humboldt County,1969,12,50.1,101,2.2,47.9
CA-023,Humboldt County,1970,1,49.2,83,1.9,47.3
CA-023,Humboldt County,1970,2,55.9,120,4.9,51
CA-023,Humboldt County,1970,3,56.3,84,1.7,54.6
CA-023,Humboldt County,1970,4,55.8,12,-3.8,59.6
CA-023,Humboldt County,1970,5,66.6,77,1.3,65.3
CA-023,Humboldt County,1970,6,73.2,85,1.3,71.9
CA-023,Humboldt County,1970,7,80.8,93,1.8,79
CA-023,Humboldt County,1970,8,79.6,69,0.4,79.2
CA-023,Humboldt County,1970,9,75.9,67,0.6,75.3
CA-023,Humboldt County,1970,10,65.5,58,0.2,65.3
CA-023,Humboldt County,1970,11,54.3,67,0.5,53.8
CA-023,Humboldt County,1970,12,45.4,16,-2.5,47.9
CA-023,Humboldt County,1971,1,46.2,31,-1.1,47.3
CA-023,Humboldt County,1971,2,50.4,45,-0.6,51
CA-023,Humboldt County,1971,3,50.9,13,-3.7,54.6
CA-023,Humboldt County,1971,4,55.6,10,-4,59.6
CA-023,Humboldt County,1971,5,62.4,26,-2.9,65.3
CA-023,Humboldt County,1971,6,68.4,8,-3.5,71.9
CA-023,Humboldt County,1971,7,78.6,50,-0.4,79
CA-023,Humboldt County,1971,8,80.2,82,1,79.2
CA-023,Humboldt County,1971,9,74.9,46,-0.4,75.3
CA-023,Humboldt County,1971,10,61.2,7,-4.1,65.3
CA-023,Humboldt County,1971,11,52.1,26,-1.7,53.8
CA-023,Humboldt County,1971,12,43.5,5,-4.4,47.9
CA-023,Humboldt County,1972,1,45.3,20,-2,47.3
CA-023,Humboldt County,1972,2,50.8,50,-0.2,51
CA-023,Humboldt County,1972,3,57.3,95,2.7,54.6
CA-023,Humboldt County,1972,4,57.4,30,-2.2,59.6
CA-023,Humboldt County,1972,5,66.4,74,1.1,65.3
CA-023,Humboldt County,1972,6,72.8,79,0.9,71.9
CA-023,Humboldt County,1972,7,80.6,90,1.6,79
CA-023,Humboldt County,1972,8,80.8,97,1.6,79.2
CA-023,Humboldt County,1972,9,73.2,27,-2.1,75.3
CA-023,Humboldt County,1972,10,64.1,40,-1.2,65.3
CA-023,Humboldt County,1972,11,52.5,35,-1.3,53.8
CA-023,Humboldt County,1972,12,43.4,4,-4.5,47.9
CA-023,Humboldt County,1973,1,45.9,28,-1.4,47.3
CA-023,Humboldt County,1973,2,52.4,80,1.4,51
CA-023,Humboldt County,1973,3,51.6,20,-3,54.6
CA-023,Humboldt County,1973,4,61.9,89,2.3,59.6
CA-023,Humboldt County,1973,5,69.1,107,3.8,65.3
CA-023,Humboldt County,1973,6,74.2,97,2.3,71.9
CA-023,Humboldt County,1973,7,79.4,61,0.4,79
CA-023,Humboldt County,1973,8,79.4,61,0.2,79.2
CA-023,Humboldt County,1973,9,75.9,67,0.6,75.3
CA-023,Humboldt County,1973,10,62.6,14,-2.7,65.3
CA-023,Humboldt County,1973,11,49.6,5,-4.2,53.8
CA-023,Humboldt County,1973,12,49.6,91,1.7,47.9
CA-023,Humboldt County,1974,1,47.3,51,0,47.3
CA-023,Humboldt County,1974,2,49.1,30,-1.9,51
CA-023,Humboldt County,1974,3,53.7,50,-0.9,54.6
CA-023,Humboldt County,1974,4,57.7,35,-1.9,59.6
CA-023,Humboldt County,1974,5,64.4,45,-0.9,65.3
CA-023,Humboldt County,1974,6,73.3,87,1.4,71.9
CA-023,Humboldt County,1974,7,78.1,37,-0.9,79
CA-023,Humboldt County,1974,8,80.2,82,1,79.2
CA-023,Humboldt County,1974,9,80.2,119,4.9,75.3
CA-023,Humboldt County,1974,10,69.5,118,4.2,65.3
CA-023,Humboldt County,1974,11,54.5,71,0.7,53.8
CA-023,Humboldt County,1974,12,48.3,66,0.4,47.9
CA-023,Humboldt County,1975,1,47.7,57,0.4,47.3
CA-023,Humboldt County,1975,2,48.2,21,-2.8,51
CA-023,Humboldt County,1975,3,50.4,8,-4.2,54.6
CA-023,Humboldt County,1975,4,53.3,3,-6.3,59.6
CA-023,Humboldt County,1975,5,67,86,1.7,65.3
CA-023,Humboldt County,1975,6,72.6,74,0.7,71.9
CA-023,Humboldt County,1975,7,77.2,26,-1.8,79
CA-023,Humboldt County,1975,8,77.5,15,-1.7,79.2
CA-023,Humboldt County,1975,9,76.7,77,1.4,75.3
CA-023,Humboldt County,1975,10,61.6,9,-3.7,65.3
CA-023,Humboldt County,1975,11,51.3,15,-2.5,53.8
CA-023,Humboldt County,1975,12,49,79,1.1,47.9
CA-023,Humboldt County,1976,1,48.4,66,1.1,47.3
CA-023,Humboldt County,1976,2,50.7,49,-0.3,51
CA-023,Humboldt County,1976,3,52.6,37,-2,54.6
CA-023,Humboldt County,1976,4,55.9,13,-3.7,59.6
CA-023,Humboldt County,1976,5,67.3,91,2,65.3
CA-023,Humboldt County,1976,6,70.9,35,-1,71.9
CA-023,Humboldt County,1976,7,78.2,40,-0.8,79
CA-023,Humboldt County,1976,8,74.4,2,-4.8,79.2
CA-023,Humboldt County,1976,9,75.3,52,0,75.3
CA-023,Humboldt County,1976,10,68.6,108,3.3,65.3
CA-023,Humboldt County,1976,11,58.8,125,5,53.8
CA-023,Humboldt County,1976,12,50,97,2.1,47.9
CA-023,Humboldt County,1977,1,48.4,66,1.1,47.3
CA-023,Humboldt County,1977,2,55.9,120,4.9,51
CA-023,Humboldt County,1977,3,51.6,20,-3,54.6
CA-023,Humboldt County,1977,4,61.8,88,2.2,59.6
CA-023,Humboldt County,1977,5,59.1,4,-6.2,65.3
CA-023,Humboldt County,1977,6,73.5,92,1.6,71.9
CA-023,Humboldt County,1977,7,78.1,37,-0.9,79
CA-023,Humboldt County,1977,8,79.8,75,0.6,79.2
CA-023,Humboldt County,1977,9,72.3,17,-3,75.3
CA-023,Humboldt County,1977,10,64,37,-1.3,65.3
CA-023,Humboldt County,1977,11,52.4,29,-1.4,53.8
CA-023,Humboldt County,1977,12,50.8,112,2.9,47.9
CA-023,Humboldt County,1978,1,50.8,106,3.5,47.3
CA-023,Humboldt County,1978,2,52.4,80,1.4,51
CA-023,Humboldt County,1978,3,59.5,114,4.9,54.6
CA-023,Humboldt County,1978,4,57.3,29,-2.3,59.6
CA-023,Humboldt County,1978,5,66.3,70,1,65.3
CA-023,Humboldt County,1978,6,73,81,1.1,71.9
CA-023,Humboldt County,1978,7,79.2,57,0.2,79
CA-023,Humboldt County,1978,8,79.5,67,0.3,79.2
CA-023,Humboldt County,1978,9,70.6,7,-4.7,75.3
CA-023,Humboldt County,1978,10,71.1,121,5.8,65.3
CA-023,Humboldt County,1978,11,52.7,42,-1.1,53.8
CA-023,Humboldt County,1978,12,45.9,24,-2,47.9
CA-023,Humboldt County,1979,1,47,44,-0.3,47.3
CA-023,Humboldt County,1979,2,48.6,25,-2.4,51
CA-023,Humboldt County,1979,3,55.9,77,1.3,54.6
CA-023,Humboldt County,1979,4,57.9,39,-1.7,59.6
CA-023,Humboldt County,1979,5,67.2,89,1.9,65.3
CA-023,Humboldt County,1979,6,74.4,100,2.5,71.9
CA-023,Humboldt County,1979,7,79.8,76,0.8,79
CA-023,Humboldt County,1979,8,77.6,18,-1.6,79.2
CA-023,Humboldt County,1979,9,79.1,113,3.8,75.3
CA-023,Humboldt County,1979,10,65.5,58,0.2,65.3
CA-023,Humboldt County,1979,11,52.6,38,-1.2,53.8
CA-023,Humboldt County,1979,12,50.5,109,2.6,47.9
CA-023,Humboldt County,1980,1,49,77,1.7,47.3
CA-023,Humboldt County,1980,2,54,102,3,51
CA-023,Humboldt County,1980,3,53.1,43,-1.5,54.6
CA-023,Humboldt County,1980,4,60.3,76,0.7,59.6
CA-023,Humboldt County,1980,5,63.3,32,-2,65.3
CA-023,Humboldt County,1980,6,68.7,9,-3.2,71.9
CA-023,Humboldt County,1980,7,79.7,69,0.7,79
CA-023,Humboldt County,1980,8,78.8,49,-0.4,79.2
CA-023,Humboldt County,1980,9,76.8,80,1.5,75.3
CA-023,Humboldt County,1980,10,67.6,99,2.3,65.3
CA-023,Humboldt County,1980,11,54.4,69,0.6,53.8
CA-023,Humboldt County,1980,12,51,116,3.1,47.9
CA-023,Humboldt County,1981,1,52.2,119,4.9,47.3
CA-023,Humboldt County,1981,2,53.4,96,2.4,51
CA-023,Humboldt County,1981,3,55,63,0.4,54.6
CA-023,Humboldt County,1981,4,59.8,67,0.2,59.6
CA-023,Humboldt County,1981,5,64.4,45,-0.9,65.3
CA-023,Humboldt County,1981,6,73.5,92,1.6,71.9
CA-023,Humboldt County,1981,7,79,55,0,79
CA-023,Humboldt County,1981,8,79.5,67,0.3,79.2
CA-023,Humboldt County,1981,9,75.6,55,0.3,75.3
CA-023,Humboldt County,1981,10,62.2,12,-3.1,65.3
CA-023,Humboldt County,1981,11,54.3,67,0.5,53.8
CA-023,Humboldt County,1981,12,51,116,3.1,47.9
CA-023,Humboldt County,1982,1,44.2,14,-3.1,47.3
CA-023,Humboldt County,1982,2,51.8,70,0.8,51
CA-023,Humboldt County,1982,3,51.9,29,-2.7,54.6
CA-023,Humboldt County,1982,4,57,21,-2.6,59.6
CA-023,Humboldt County,1982,5,67.3,91,2,65.3
CA-023,Humboldt County,1982,6,71.3,44,-0.6,71.9
CA-023,Humboldt County,1982,7,76.6,15,-2.4,79
CA-023,Humboldt County,1982,8,79,55,-0.2,79.2
CA-023,Humboldt County,1982,9,74.2,38,-1.1,75.3
CA-023,Humboldt County,1982,10,65.3,56,0,65.3
CA-023,Humboldt County,1982,11,52,24,-1.8,53.8
CA-023,Humboldt County,1982,12,47.7,46,-0.2,47.9
CA-023,Humboldt County,1983,1,49.1,80,1.8,47.3
CA-023,Humboldt County,1983,2,51.1,57,0.1,51
CA-023,Humboldt County,1983,3,52.8,39,-1.8,54.6
CA-023,Humboldt County,1983,4,56.7,18,-2.9,59.6
CA-023,Humboldt County,1983,5,66,66,0.7,65.3
CA-023,Humboldt County,1983,6,71.3,44,-0.6,71.9
CA-023,Humboldt County,1983,7,75.6,6,-3.4,79
CA-023,Humboldt County,1983,8,78.6,39,-0.6,79.2
CA-023,Humboldt County,1983,9,75.4,53,0.1,75.3
CA-023,Humboldt County,1983,10,66.1,74,0.8,65.3
CA-023,Humboldt County,1983,11,51.6,19,-2.2,53.8
CA-023,Humboldt County,1983,12,48.3,66,0.4,47.9
CA-023,Humboldt County,1984,1,51.2,113,3.9,47.3
CA-023,Humboldt County,1984,2,51.5,61,0.5,51
CA-023,Humboldt County,1984,3,57.9,101,3.3,54.6
CA-023,Humboldt County,1984,4,56.4,16,-3.2,59.6
CA-023,Humboldt County,1984,5,66.2,69,0.9,65.3
CA-023,Humboldt County,1984,6,70.5,29,-1.4,71.9
CA-023,Humboldt County,1984,7,81.7,103,2.7,79
CA-023,Humboldt County,1984,8,80,78,0.8,79.2
CA-023,Humboldt County,1984,9,77.7,102,2.4,75.3
CA-023,Humboldt County,1984,10,61,6,-4.3,65.3
CA-023,Humboldt County,1984,11,49.6,5,-4.2,53.8
CA-023,Humboldt County,1984,12,46.4,31,-1.5,47.9
CA-023,Humboldt County,1985,1,50,100,2.7,47.3
CA-023,Humboldt County,1985,2,52.7,84,1.7,51
CA-023,Humboldt County,1985,3,51.9,29,-2.7,54.6
CA-023,Humboldt County,1985,4,62.2,93,2.6,59.6
CA-023,Humboldt County,1985,5,66.4,74,1.1,65.3
CA-023,Humboldt County,1985,6,76.7,118,4.8,71.9
CA-023,Humboldt County,1985,7,82.2,106,3.2,79
CA-023,Humboldt County,1985,8,78.9,51,-0.3,79.2
CA-023,Humboldt County,1985,9,72.2,16,-3.1,75.3
CA-023,Humboldt County,1985,10,66.2,78,0.9,65.3
CA-023,Humboldt County,1985,11,49.3,2,-4.5,53.8
CA-023,Humboldt County,1985,12,49,79,1.1,47.9
CA-023,Humboldt County,1986,1,52.9,122,5.6,47.3
CA-023,Humboldt County,1986,2,53.6,97,2.6,51
CA-023,Humboldt County,1986,3,59.3,112,4.7,54.6
CA-023,Humboldt County,1986,4,59.9,70,0.3,59.6
CA-023,Humboldt County,1986,5,65.6,56,0.3,65.3
CA-023,Humboldt County,1986,6,75.4,111,3.5,71.9
CA-023,Humboldt County,1986,7,78.7,51,-0.3,79
CA-023,Humboldt County,1986,8,81.9,111,2.7,79.2
CA-023,Humboldt County,1986,9,71,12,-4.3,75.3
CA-023,Humboldt County,1986,10,66.5,81,1.2,65.3
CA-023,Humboldt County,1986,11,56.2,98,2.4,53.8
CA-023,Humboldt County,1986,12,50.8,112,2.9,47.9
CA-023,Humboldt County,1987,1,49.4,87,2.1,47.3
CA-023,Humboldt County,1987,2,54.1,104,3.1,51
CA-023,Humboldt County,1987,3,55.6,70,1,54.6
CA-023,Humboldt County,1987,4,64.7,117,5.1,59.6
CA-023,Humboldt County,1987,5,68.8,102,3.5,65.3
CA-023,Humboldt County,1987,6,75.4,111,3.5,71.9
CA-023,Humboldt County,1987,7,76.1,10,-2.9,79
CA-023,Humboldt County,1987,8,81.8,109,2.6,79.2
CA-023,Humboldt County,1987,9,75,47,-0.3,75.3
CA-023,Humboldt County,1987,10,70.9,120,5.6,65.3
CA-023,Humboldt County,1987,11,55.6,92,1.8,53.8
CA-023,Humboldt County,1987,12,47.9,51,0,47.9
CA-023,Humboldt County,1988,1,49,77,1.7,47.3
CA-023,Humboldt County,1988,2,56.3,121,5.3,51
CA-023,Humboldt County,1988,3,59,110,4.4,54.6
CA-023,Humboldt County,1988,4,60.9,79,1.3,59.6
CA-023,Humboldt County,1988,5,65.7,58,0.4,65.3
CA-023,Humboldt County,1988,6,70.3,26,-1.6,71.9
CA-023,Humboldt County,1988,7,82.2,106,3.2,79
CA-023,Humboldt County,1988,8,80.8,97,1.6,79.2
CA-023,Humboldt County,1988,9,78.3,109,3,75.3
CA-023,Humboldt County,1988,10,70.5,119,5.2,65.3
CA-023,Humboldt County,1988,11,53.4,50,-0.4,53.8
CA-023,Humboldt County,1988,12,48.4,69,0.5,47.9
CA-023,Humboldt County,1989,1,47.3,51,0,47.3
CA-023,Humboldt County,1989,2,47.7,17,-3.3,51
CA-023,Humboldt County,1989,3,53.7,50,-0.9,54.6
CA-023,Humboldt County,1989,4,64.8,119,5.2,59.6
CA-023,Humboldt County,1989,5,65.8,60,0.5,65.3
CA-023,Humboldt County,1989,6,73.9,95,2,71.9
CA-023,Humboldt County,1989,7,76.3,12,-2.7,79
CA-023,Humboldt County,1989,8,79,55,-0.2,79.2
CA-023,Humboldt County,1989,9,75.7,60,0.4,75.3
CA-023,Humboldt County,1989,10,65,52,-0.3,65.3
CA-023,Humboldt County,1989,11,56.5,104,2.7,53.8
CA-023,Humboldt County,1989,12,51.5,120,3.6,47.9
CA-023,Humboldt County,1990,1,48.5,67,1.2,47.3
CA-023,Humboldt County,1990,2,48.2,21,-2.8,51
CA-023,Humboldt County,1990,3,58,102,3.4,54.6
CA-023,Humboldt County,1990,4,64,112,4.4,59.6
CA-023,Humboldt County,1990,5,64,38,-1.3,65.3
CA-023,Humboldt County,1990,6,72.6,74,0.7,71.9
CA-023,Humboldt County,1990,7,82.3,108,3.3,79
CA-023,Humboldt County,1990,8,79.6,69,0.4,79.2
CA-023,Humboldt County,1990,9,77.6,97,2.3,75.3
CA-023,Humboldt County,1990,10,67.3,94,2,65.3
CA-023,Humboldt County,1990,11,53.7,56,-0.1,53.8
CA-023,Humboldt County,1990,12,43.6,6,-4.3,47.9
CA-023,Humboldt County,1991,1,50,100,2.7,47.3
CA-023,Humboldt County,1991,2,57.9,125,6.9,51
CA-023,Humboldt County,1991,3,51.6,20,-3,54.6
CA-023,Humboldt County,1991,4,58.1,40,-1.5,59.6
CA-023,Humboldt County,1991,5,62.2,20,-3.1,65.3
CA-023,Humboldt County,1991,6,69.6,19,-2.3,71.9
CA-023,Humboldt County,1991,7,81.3,100,2.3,79
CA-023,Humboldt County,1991,8,78.9,51,-0.3,79.2
CA-023,Humboldt County,1991,9,82.2,126,6.9,75.3
CA-023,Humboldt County,1991,10,72.3,124,7,65.3
CA-023,Humboldt County,1991,11,56.3,101,2.5,53.8
CA-023,Humboldt County,1991,12,49.4,84,1.5,47.9
CA-023,Humboldt County,1992,1,50.9,108,3.6,47.3
CA-023,Humboldt County,1992,2,55.7,118,4.7,51
CA-023,Humboldt County,1992,3,60.1,120,5.5,54.6
CA-023,Humboldt County,1992,4,64.1,113,4.5,59.6
CA-023,Humboldt County,1992,5,73.2,126,7.9,65.3
CA-023,Humboldt County,1992,6,74.7,103,2.8,71.9
CA-023,Humboldt County,1992,7,80.4,85,1.4,79
CA-023,Humboldt County,1992,8,81.9,111,2.7,79.2
CA-023,Humboldt County,1992,9,77.5,95,2.2,75.3
CA-023,Humboldt County,1992,10,69.4,116,4.1,65.3
CA-023,Humboldt County,1992,11,54.7,76,0.9,53.8
CA-023,Humboldt County,1992,12,46.2,28,-1.7,47.9
CA-023,Humboldt County,1993,1,46.8,39,-0.5,47.3
CA-023,Humboldt County,1993,2,50.8,50,-0.2,51
CA-023,Humboldt County,1993,3,57.2,94,2.6,54.6
CA-023,Humboldt County,1993,4,58.1,40,-1.5,59.6
CA-023,Humboldt County,1993,5,65.1,52,-0.2,65.3
CA-023,Humboldt County,1993,6,71.6,50,-0.3,71.9
CA-023,Humboldt County,1993,7,76.9,22,-2.1,79
CA-023,Humboldt County,1993,8,79,55,-0.2,79.2
CA-023,Humboldt County,1993,9,76.6,76,1.3,75.3
CA-023,Humboldt County,1993,10,67.5,97,2.2,65.3
CA-023,Humboldt County,1993,11,55.1,85,1.3,53.8
CA-023,Humboldt County,1993,12,49,79,1.1,47.9
CA-023,Humboldt County,1994,1,51.4,114,4.1,47.3
CA-023,Humboldt County,1994,2,50.4,45,-0.6,51
CA-023,Humboldt County,1994,3,59.8,118,5.2,54.6
CA-023,Humboldt County,1994,4,61.5,87,1.9,59.6
CA-023,Humboldt County,1994,5,65.9,63,0.6,65.3
CA-023,Humboldt County,1994,6,71.6,50,-0.3,71.9
CA-023,Humboldt County,1994,7,80.6,90,1.6,79
CA-023,Humboldt County,1994,8,79.7,71,0.5,79.2
CA-023,Humboldt County,1994,9,78.7,111,3.4,75.3
CA-023,Humboldt County,1994,10,67.1,89,1.8,65.3
CA-023,Humboldt County,1994,11,47.4,1,-6.4,53.8
CA-023,Humboldt County,1994,12,46.7,32,-1.2,47.9
CA-023,Humboldt County,1995,1,50.1,101,2.8,47.3
CA-023,Humboldt County,1995,2,57,122,6,51
CA-023,Humboldt County,1995,3,54.6,59,0,54.6
CA-023,Humboldt County,1995,4,59.2,55,-0.4,59.6
CA-023,Humboldt County,1995,5,65,50,-0.3,65.3
CA-023,Humboldt County,1995,6,71.1,38,-0.8,71.9
CA-023,Humboldt County,1995,7,79.4,61,0.4,79
CA-023,Humboldt County,1995,8,79.8,75,0.6,79.2
CA-023,Humboldt County,1995,9,78,106,2.7,75.3
CA-023,Humboldt County,1995,10,69.1,112,3.8,65.3
CA-023,Humboldt County,1995,11,59,126,5.2,53.8
CA-023,Humboldt County,1995,12,51.9,122,4,47.9
CA-023,Humboldt County,1996,1,49.8,93,2.5,47.3
CA-023,Humboldt County,1996,2,54.4,106,3.4,51
CA-023,Humboldt County,1996,3,58.5,108,3.9,54.6
CA-023,Humboldt County,1996,4,61.5,87,1.9,59.6
CA-023,Humboldt County,1996,5,66,66,0.7,65.3
CA-023,Humboldt County,1996,6,72.6,74,0.7,71.9
CA-023,Humboldt County,1996,7,83.2,116,4.2,79
CA-023,Humboldt County,1996,8,81.7,106,2.5,79.2
CA-023,Humboldt County,1996,9,75.6,55,0.3,75.3
CA-023,Humboldt County,1996,10,65.9,69,0.6,65.3
CA-023,Humboldt County,1996,11,55.6,92,1.8,53.8
CA-023,Humboldt County,1996,12,50.3,105,2.4,47.9
CA-023,Humboldt County,1997,1,49.9,96,2.6,47.3
CA-023,Humboldt County,1997,2,53.4,96,2.4,51
CA-023,Humboldt County,1997,3,57.9,101,3.3,54.6
CA-023,Humboldt County,1997,4,60.2,74,0.6,59.6
CA-023,Humboldt County,1997,5,72.7,125,7.4,65.3
CA-023,Humboldt County,1997,6,72.2,68,0.3,71.9
CA-023,Humboldt County,1997,7,80.3,84,1.3,79
CA-023,Humboldt County,1997,8,80.7,93,1.5,79.2
CA-023,Humboldt County,1997,9,77.2,88,1.9,75.3
CA-023,Humboldt County,1997,10,64.2,42,-1.1,65.3
CA-023,Humboldt County,1997,11,55.5,90,1.7,53.8
CA-023,Humboldt County,1997,12,50,97,2.1,47.9
