Location ID,Location,Year,Month,Temp (F),Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-001,Alameda County,1895,1,51.5,15,-2.9,54.4
CA-001,Alameda County,1895,2,59.3,84,1.3,58
CA-001,Alameda County,1895,3,59.8,36,-1.6,61.4
CA-001,Alameda County,1895,4,65.2,51,-0.7,65.9
CA-001,Alameda County,1895,5,71.2,54,-0.1,71.3
CA-001,Alameda County,1895,6,80,96,2.5,77.5
CA-001,Alameda County,1895,7,80,15,-2.3,82.3
CA-001,Alameda County,1895,8,80.3,22,-1.4,81.7
CA-001,Alameda County,1895,9,76,8,-4,80
CA-001,Alameda County,1895,10,70.9,26,-2.3,73.2
CA-001,Alameda County,1895,11,62.2,53,-0.7,62.9
CA-001,Alameda County,1895,12,52,11,-3.2,55.2
CA-001,Alameda County,1896,1,56.3,93,1.9,54.4
CA-001,Alameda County,1896,2,62.2,118,4.2,58
CA-001,Alameda County,1896,3,62.2,75,0.8,61.4
CA-001,Alameda County,1896,4,59.8,4,-6.1,65.9
CA-001,Alameda County,1896,5,68.6,26,-2.7,71.3
CA-001,Alameda County,1896,6,79.1,85,1.6,77.5
CA-001,Alameda County,1896,7,84,100,1.7,82.3
CA-001,Alameda County,1896,8,80.4,24,-1.3,81.7
CA-001,Alameda County,1896,9,74.6,4,-5.4,80
CA-001,Alameda County,1896,10,72,43,-1.2,73.2
CA-001,Alameda County,1896,11,58.4,7,-4.5,62.9
CA-001,Alameda County,1896,12,56.8,91,1.6,55.2
CA-001,Alameda County,1897,1,51.2,13,-3.2,54.4
CA-001,Alameda County,1897,2,54,7,-4,58
CA-001,Alameda County,1897,3,54.6,1,-6.8,61.4
CA-001,Alameda County,1897,4,69.1,104,3.2,65.9
CA-001,Alameda County,1897,5,73.9,98,2.6,71.3
CA-001,Alameda County,1897,6,78,58,0.5,77.5
CA-001,Alameda County,1897,7,84.6,106,2.3,82.3
CA-001,Alameda County,1897,8,81.1,39,-0.6,81.7
CA-001,Alameda County,1897,9,77.7,23,-2.3,80
CA-001,Alameda County,1897,10,67.1,2,-6.1,73.2
CA-001,Alameda County,1897,11,58,4,-4.9,62.9
CA-001,Alameda County,1897,12,54.1,40,-1.1,55.2
CA-001,Alameda County,1898,1,50.5,7,-3.9,54.4
CA-001,Alameda County,1898,2,58,59,0,58
CA-001,Alameda County,1898,3,59.1,31,-2.3,61.4
CA-001,Alameda County,1898,4,68.7,98,2.8,65.9
CA-001,Alameda County,1898,5,66,6,-5.3,71.3
CA-001,Alameda County,1898,6,79.1,85,1.6,77.5
CA-001,Alameda County,1898,7,82.9,77,0.6,82.3
CA-001,Alameda County,1898,8,81.7,58,0,81.7
CA-001,Alameda County,1898,9,77.2,19,-2.8,80
CA-001,Alameda County,1898,10,71.9,41,-1.3,73.2
CA-001,Alameda County,1898,11,62.1,51,-0.8,62.9
CA-001,Alameda County,1898,12,53.5,33,-1.7,55.2
CA-001,Alameda County,1899,1,56.7,102,2.3,54.4
CA-001,Alameda County,1899,2,59.1,82,1.1,58
CA-001,Alameda County,1899,3,58.7,25,-2.7,61.4
CA-001,Alameda County,1899,4,66.4,72,0.5,65.9
CA-001,Alameda County,1899,5,68,20,-3.3,71.3
CA-001,Alameda County,1899,6,78.3,67,0.8,77.5
CA-001,Alameda County,1899,7,81,32,-1.3,82.3
CA-001,Alameda County,1899,8,77.6,5,-4.1,81.7
CA-001,Alameda County,1899,9,80.8,78,0.8,80
CA-001,Alameda County,1899,10,68.2,4,-5,73.2
CA-001,Alameda County,1899,11,60.1,20,-2.8,62.9
CA-001,Alameda County,1899,12,52.4,16,-2.8,55.2
CA-001,Alameda County,1900,1,53.4,39,-1,54.4
CA-001,Alameda County,1900,2,58.4,71,0.4,58
CA-001,Alameda County,1900,3,63.2,90,1.8,61.4
CA-001,Alameda County,1900,4,63.9,29,-2,65.9
CA-001,Alameda County,1900,5,74.2,102,2.9,71.3
CA-001,Alameda County,1900,6,78.6,73,1.1,77.5
CA-001,Alameda County,1900,7,83.4,86,1.1,82.3
CA-001,Alameda County,1900,8,80.2,20,-1.5,81.7
CA-001,Alameda County,1900,9,78,27,-2,80
CA-001,Alameda County,1900,10,70.1,14,-3.1,73.2
CA-001,Alameda County,1900,11,63.4,76,0.5,62.9
CA-001,Alameda County,1900,12,55.3,62,0.1,55.2
CA-001,Alameda County,1901,1,53.1,35,-1.3,54.4
CA-001,Alameda County,1901,2,57.6,51,-0.4,58
CA-001,Alameda County,1901,3,63.8,96,2.4,61.4
CA-001,Alameda County,1901,4,63.8,26,-2.1,65.9
CA-001,Alameda County,1901,5,68.6,26,-2.7,71.3
CA-001,Alameda County,1901,6,78.9,78,1.4,77.5
CA-001,Alameda County,1901,7,81.5,41,-0.8,82.3
CA-001,Alameda County,1901,8,80.5,28,-1.2,81.7
CA-001,Alameda County,1901,9,77,16,-3,80
CA-001,Alameda County,1901,10,75.2,95,2,73.2
CA-001,Alameda County,1901,11,64.6,89,1.7,62.9
CA-001,Alameda County,1901,12,57.6,102,2.4,55.2
CA-001,Alameda County,1902,1,52.5,24,-1.9,54.4
CA-001,Alameda County,1902,2,56.4,25,-1.6,58
CA-001,Alameda County,1902,3,58.3,21,-3.1,61.4
CA-001,Alameda County,1902,4,64.1,30,-1.8,65.9
CA-001,Alameda County,1902,5,68,20,-3.3,71.3
CA-001,Alameda County,1902,6,80.1,99,2.6,77.5
CA-001,Alameda County,1902,7,83.9,96,1.6,82.3
CA-001,Alameda County,1902,8,81.7,58,0,81.7
CA-001,Alameda County,1902,9,80.8,78,0.8,80
CA-001,Alameda County,1902,10,70.6,21,-2.6,73.2
CA-001,Alameda County,1902,11,59.8,18,-3.1,62.9
CA-001,Alameda County,1902,12,55,55,-0.2,55.2
CA-001,Alameda County,1903,1,52.4,23,-2,54.4
CA-001,Alameda County,1903,2,54,7,-4,58
CA-001,Alameda County,1903,3,58.2,19,-3.2,61.4
CA-001,Alameda County,1903,4,63.6,25,-2.3,65.9
CA-001,Alameda County,1903,5,72.4,71,1.1,71.3
CA-001,Alameda County,1903,6,79.7,94,2.2,77.5
CA-001,Alameda County,1903,7,79.4,9,-2.9,82.3
CA-001,Alameda County,1903,8,81.7,58,0,81.7
CA-001,Alameda County,1903,9,80.6,73,0.6,80
CA-001,Alameda County,1903,10,77,117,3.8,73.2
CA-001,Alameda County,1903,11,61.3,37,-1.6,62.9
CA-001,Alameda County,1903,12,56.6,89,1.4,55.2
CA-001,Alameda County,1904,1,55.4,74,1,54.4
CA-001,Alameda County,1904,2,55.5,18,-2.5,58
CA-001,Alameda County,1904,3,58.2,19,-3.2,61.4
CA-001,Alameda County,1904,4,65.3,52,-0.6,65.9
CA-001,Alameda County,1904,5,75.4,116,4.1,71.3
CA-001,Alameda County,1904,6,80.5,103,3,77.5
CA-001,Alameda County,1904,7,80.2,23,-2.1,82.3
CA-001,Alameda County,1904,8,80.3,22,-1.4,81.7
CA-001,Alameda County,1904,9,80.4,67,0.4,80
CA-001,Alameda County,1904,10,71.1,28,-2.1,73.2
CA-001,Alameda County,1904,11,64.7,91,1.8,62.9
CA-001,Alameda County,1904,12,54.2,44,-1,55.2
CA-001,Alameda County,1905,1,55.4,74,1,54.4
CA-001,Alameda County,1905,2,59,80,1,58
CA-001,Alameda County,1905,3,63.1,88,1.7,61.4
CA-001,Alameda County,1905,4,65.9,63,0,65.9
CA-001,Alameda County,1905,5,67.6,13,-3.7,71.3
CA-001,Alameda County,1905,6,74.9,21,-2.6,77.5
CA-001,Alameda County,1905,7,82.5,67,0.2,82.3
CA-001,Alameda County,1905,8,81.4,48,-0.3,81.7
CA-001,Alameda County,1905,9,79.8,53,-0.2,80
CA-001,Alameda County,1905,10,74.5,87,1.3,73.2
CA-001,Alameda County,1905,11,63.6,78,0.7,62.9
CA-001,Alameda County,1905,12,55.2,60,0,55.2
CA-001,Alameda County,1906,1,56.5,96,2.1,54.4
CA-001,Alameda County,1906,2,59.7,91,1.7,58
CA-001,Alameda County,1906,3,58.7,25,-2.7,61.4
CA-001,Alameda County,1906,4,65,48,-0.9,65.9
CA-001,Alameda County,1906,5,66.9,9,-4.4,71.3
CA-001,Alameda County,1906,6,75.3,26,-2.2,77.5
CA-001,Alameda County,1906,7,86.8,125,4.5,82.3
CA-001,Alameda County,1906,8,82.3,72,0.6,81.7
CA-001,Alameda County,1906,9,80.1,56,0.1,80
CA-001,Alameda County,1906,10,75.9,106,2.7,73.2
CA-001,Alameda County,1906,11,61.5,40,-1.4,62.9
CA-001,Alameda County,1906,12,53.4,30,-1.8,55.2
CA-001,Alameda County,1907,1,50.9,11,-3.5,54.4
CA-001,Alameda County,1907,2,59.7,91,1.7,58
CA-001,Alameda County,1907,3,55.2,2,-6.2,61.4
CA-001,Alameda County,1907,4,65.8,61,-0.1,65.9
CA-001,Alameda County,1907,5,69.3,37,-2,71.3
CA-001,Alameda County,1907,6,73.4,7,-4.1,77.5
CA-001,Alameda County,1907,7,79.1,2,-3.2,82.3
CA-001,Alameda County,1907,8,78.8,10,-2.9,81.7
CA-001,Alameda County,1907,9,74.9,5,-5.1,80
CA-001,Alameda County,1907,10,70.6,21,-2.6,73.2
CA-001,Alameda County,1907,11,65.5,105,2.6,62.9
CA-001,Alameda County,1907,12,56.2,80,1,55.2
CA-001,Alameda County,1908,1,54.2,52,-0.2,54.4
CA-001,Alameda County,1908,2,54.3,9,-3.7,58
CA-001,Alameda County,1908,3,62.6,83,1.2,61.4
CA-001,Alameda County,1908,4,68,88,2.1,65.9
CA-001,Alameda County,1908,5,68.6,26,-2.7,71.3
CA-001,Alameda County,1908,6,74.7,19,-2.8,77.5
CA-001,Alameda County,1908,7,84.4,103,2.1,82.3
CA-001,Alameda County,1908,8,80.2,20,-1.5,81.7
CA-001,Alameda County,1908,9,79.4,43,-0.6,80
CA-001,Alameda County,1908,10,69.9,10,-3.3,73.2
CA-001,Alameda County,1908,11,62.6,60,-0.3,62.9
CA-001,Alameda County,1908,12,50,2,-5.2,55.2
CA-001,Alameda County,1909,1,54.2,52,-0.2,54.4
CA-001,Alameda County,1909,2,54.6,12,-3.4,58
CA-001,Alameda County,1909,3,56.3,3,-5.1,61.4
CA-001,Alameda County,1909,4,68.2,92,2.3,65.9
CA-001,Alameda County,1909,5,69.5,38,-1.8,71.3
CA-001,Alameda County,1909,6,74.6,16,-2.9,77.5
CA-001,Alameda County,1909,7,80.6,26,-1.7,82.3
CA-001,Alameda County,1909,8,80.7,34,-1,81.7
CA-001,Alameda County,1909,9,78.7,35,-1.3,80
CA-001,Alameda County,1909,10,69.8,8,-3.4,73.2
CA-001,Alameda County,1909,11,60.4,27,-2.5,62.9
CA-001,Alameda County,1909,12,51.8,8,-3.4,55.2
CA-001,Alameda County,1910,1,49.7,4,-4.7,54.4
CA-001,Alameda County,1910,2,54.5,10,-3.5,58
CA-001,Alameda County,1910,3,62.6,83,1.2,61.4
CA-001,Alameda County,1910,4,67.3,82,1.4,65.9
CA-001,Alameda County,1910,5,74.1,101,2.8,71.3
CA-001,Alameda County,1910,6,73.5,9,-4,77.5
CA-001,Alameda County,1910,7,80.8,28,-1.5,82.3
CA-001,Alameda County,1910,8,81.1,39,-0.6,81.7
CA-001,Alameda County,1910,9,76.4,11,-3.6,80
CA-001,Alameda County,1910,10,73.3,66,0.1,73.2
CA-001,Alameda County,1910,11,62.1,51,-0.8,62.9
CA-001,Alameda County,1910,12,57.2,97,2,55.2
CA-001,Alameda County,1911,1,54.4,56,0,54.4
CA-001,Alameda County,1911,2,53.3,4,-4.7,58
CA-001,Alameda County,1911,3,59.5,32,-1.9,61.4
CA-001,Alameda County,1911,4,61.6,9,-4.3,65.9
CA-001,Alameda County,1911,5,67.3,12,-4,71.3
CA-001,Alameda County,1911,6,73.2,5,-4.3,77.5
CA-001,Alameda County,1911,7,80.9,30,-1.4,82.3
CA-001,Alameda County,1911,8,76.9,2,-4.8,81.7
CA-001,Alameda County,1911,9,75.1,6,-4.9,80
CA-001,Alameda County,1911,10,71.2,30,-2,73.2
CA-001,Alameda County,1911,11,65,96,2.1,62.9
CA-001,Alameda County,1911,12,55.9,73,0.7,55.2
CA-001,Alameda County,1912,1,55.6,79,1.2,54.4
CA-001,Alameda County,1912,2,60.4,104,2.4,58
CA-001,Alameda County,1912,3,57,6,-4.4,61.4
CA-001,Alameda County,1912,4,59.9,5,-6,65.9
CA-001,Alameda County,1912,5,70.4,43,-0.9,71.3
CA-001,Alameda County,1912,6,76.8,42,-0.7,77.5
CA-001,Alameda County,1912,7,79.1,2,-3.2,82.3
CA-001,Alameda County,1912,8,80.5,28,-1.2,81.7
CA-001,Alameda County,1912,9,79,40,-1,80
CA-001,Alameda County,1912,10,71.8,39,-1.4,73.2
CA-001,Alameda County,1912,11,62.8,65,-0.1,62.9
CA-001,Alameda County,1912,12,56.7,90,1.5,55.2
CA-001,Alameda County,1913,1,52.3,22,-2.1,54.4
CA-001,Alameda County,1913,2,58.9,78,0.9,58
CA-001,Alameda County,1913,3,61.4,59,0,61.4
CA-001,Alameda County,1913,4,65.3,52,-0.6,65.9
CA-001,Alameda County,1913,5,71.7,64,0.4,71.3
CA-001,Alameda County,1913,6,74.3,13,-3.2,77.5
CA-001,Alameda County,1913,7,83,79,0.7,82.3
CA-001,Alameda County,1913,8,83.8,110,2.1,81.7
CA-001,Alameda County,1913,9,83.7,116,3.7,80
CA-001,Alameda County,1913,10,77,117,3.8,73.2
CA-001,Alameda County,1913,11,59.1,14,-3.8,62.9
CA-001,Alameda County,1913,12,54.2,44,-1,55.2
CA-001,Alameda County,1914,1,54.5,59,0.1,54.4
CA-001,Alameda County,1914,2,58.4,71,0.4,58
CA-001,Alameda County,1914,3,65.5,112,4.1,61.4
CA-001,Alameda County,1914,4,65.5,57,-0.4,65.9
CA-001,Alameda County,1914,5,69.5,38,-1.8,71.3
CA-001,Alameda County,1914,6,74.2,12,-3.3,77.5
CA-001,Alameda County,1914,7,79.3,6,-3,82.3
CA-001,Alameda County,1914,8,79.7,15,-2,81.7
CA-001,Alameda County,1914,9,77.8,25,-2.2,80
CA-001,Alameda County,1914,10,73.3,66,0.1,73.2
CA-001,Alameda County,1914,11,68,121,5.1,62.9
CA-001,Alameda County,1914,12,51.8,8,-3.4,55.2
CA-001,Alameda County,1915,1,53.1,35,-1.3,54.4
CA-001,Alameda County,1915,2,54.7,14,-3.3,58
CA-001,Alameda County,1915,3,63.7,94,2.3,61.4
CA-001,Alameda County,1915,4,63.4,21,-2.5,65.9
CA-001,Alameda County,1915,5,64.6,2,-6.7,71.3
CA-001,Alameda County,1915,6,77.5,51,0,77.5
CA-001,Alameda County,1915,7,81.1,34,-1.2,82.3
CA-001,Alameda County,1915,8,82.7,89,1,81.7
CA-001,Alameda County,1915,9,80.4,67,0.4,80
CA-001,Alameda County,1915,10,75.7,101,2.5,73.2
CA-001,Alameda County,1915,11,62.4,56,-0.5,62.9
CA-001,Alameda County,1915,12,55.8,71,0.6,55.2
CA-001,Alameda County,1916,1,48.2,2,-6.2,54.4
CA-001,Alameda County,1916,2,59.6,88,1.6,58
CA-001,Alameda County,1916,3,62.4,77,1,61.4
CA-001,Alameda County,1916,4,68.7,98,2.8,65.9
CA-001,Alameda County,1916,5,69,33,-2.3,71.3
CA-001,Alameda County,1916,6,75.2,23,-2.3,77.5
CA-001,Alameda County,1916,7,82.2,53,-0.1,82.3
CA-001,Alameda County,1916,8,77.2,3,-4.5,81.7
CA-001,Alameda County,1916,9,76.9,14,-3.1,80
CA-001,Alameda County,1916,10,64.3,1,-8.9,73.2
CA-001,Alameda County,1916,11,61.2,34,-1.7,62.9
CA-001,Alameda County,1916,12,52.3,14,-2.9,55.2
CA-001,Alameda County,1917,1,51.9,18,-2.5,54.4
CA-001,Alameda County,1917,2,58,59,0,58
CA-001,Alameda County,1917,3,58.5,24,-2.9,61.4
CA-001,Alameda County,1917,4,64.9,45,-1,65.9
CA-001,Alameda County,1917,5,65.2,3,-6.1,71.3
CA-001,Alameda County,1917,6,79.1,85,1.6,77.5
CA-001,Alameda County,1917,7,85.2,111,2.9,82.3
CA-001,Alameda County,1917,8,75.5,1,-6.2,81.7
CA-001,Alameda County,1917,9,79.5,45,-0.5,80
CA-001,Alameda County,1917,10,74.1,80,0.9,73.2
CA-001,Alameda County,1917,11,64.9,95,2,62.9
CA-001,Alameda County,1917,12,60.1,124,4.9,55.2
CA-001,Alameda County,1918,1,57.2,110,2.8,54.4
CA-001,Alameda County,1918,2,56.8,34,-1.2,58
CA-001,Alameda County,1918,3,61.4,59,0,61.4
CA-001,Alameda County,1918,4,67.1,78,1.2,65.9
CA-001,Alameda County,1918,5,68.2,22,-3.1,71.3
CA-001,Alameda County,1918,6,83.6,126,6.1,77.5
CA-001,Alameda County,1918,7,80.2,23,-2.1,82.3
CA-001,Alameda County,1918,8,83,96,1.3,81.7
CA-001,Alameda County,1918,9,74.2,2,-5.8,80
CA-001,Alameda County,1918,10,72.6,53,-0.6,73.2
CA-001,Alameda County,1918,11,58.6,8,-4.3,62.9
CA-001,Alameda County,1918,12,52.8,22,-2.4,55.2
CA-001,Alameda County,1919,1,56,86,1.6,54.4
CA-001,Alameda County,1919,2,53.7,6,-4.3,58
CA-001,Alameda County,1919,3,58.3,21,-3.1,61.4
CA-001,Alameda County,1919,4,66,65,0.1,65.9
CA-001,Alameda County,1919,5,71.2,54,-0.1,71.3
CA-001,Alameda County,1919,6,76.7,41,-0.8,77.5
CA-001,Alameda County,1919,7,79.5,12,-2.8,82.3
CA-001,Alameda County,1919,8,80.6,31,-1.1,81.7
CA-001,Alameda County,1919,9,78.3,30,-1.7,80
CA-001,Alameda County,1919,10,71.6,34,-1.6,73.2
CA-001,Alameda County,1919,11,63.4,76,0.5,62.9
CA-001,Alameda County,1919,12,53,26,-2.2,55.2
CA-001,Alameda County,1920,1,57.9,116,3.5,54.4
CA-001,Alameda County,1920,2,58.1,65,0.1,58
CA-001,Alameda County,1920,3,57.3,8,-4.1,61.4
CA-001,Alameda County,1920,4,64.9,45,-1,65.9
CA-001,Alameda County,1920,5,72.5,75,1.2,71.3
CA-001,Alameda County,1920,6,77.5,51,0,77.5
CA-001,Alameda County,1920,7,79.4,9,-2.9,82.3
CA-001,Alameda County,1920,8,83.3,99,1.6,81.7
CA-001,Alameda County,1920,9,76.2,10,-3.8,80
CA-001,Alameda County,1920,10,68,3,-5.2,73.2
CA-001,Alameda County,1920,11,59,11,-3.9,62.9
CA-001,Alameda County,1920,12,53.4,30,-1.8,55.2
CA-001,Alameda County,1921,1,52.8,29,-1.6,54.4
CA-001,Alameda County,1921,2,57.6,51,-0.4,58
CA-001,Alameda County,1921,3,60.9,53,-0.5,61.4
CA-001,Alameda County,1921,4,65.3,52,-0.6,65.9
CA-001,Alameda County,1921,5,65.6,4,-5.7,71.3
CA-001,Alameda County,1921,6,78.3,67,0.8,77.5
CA-001,Alameda County,1921,7,83.6,92,1.3,82.3
CA-001,Alameda County,1921,8,80.4,24,-1.3,81.7
CA-001,Alameda County,1921,9,80.3,61,0.3,80
CA-001,Alameda County,1921,10,72.4,48,-0.8,73.2
CA-001,Alameda County,1921,11,64.9,95,2,62.9
CA-001,Alameda County,1921,12,56.3,82,1.1,55.2
CA-001,Alameda County,1922,1,50,5,-4.4,54.4
CA-001,Alameda County,1922,2,53.2,3,-4.8,58
CA-001,Alameda County,1922,3,57.7,13,-3.7,61.4
CA-001,Alameda County,1922,4,63.3,20,-2.6,65.9
CA-001,Alameda County,1922,5,73.2,86,1.9,71.3
CA-001,Alameda County,1922,6,77.4,50,-0.1,77.5
CA-001,Alameda County,1922,7,82.4,61,0.1,82.3
CA-001,Alameda County,1922,8,81,36,-0.7,81.7
CA-001,Alameda County,1922,9,84.6,122,4.6,80
CA-001,Alameda County,1922,10,69.4,6,-3.8,73.2
CA-001,Alameda County,1922,11,59,11,-3.9,62.9
CA-001,Alameda County,1922,12,53.8,35,-1.4,55.2
CA-001,Alameda County,1923,1,51.1,12,-3.3,54.4
CA-001,Alameda County,1923,2,57.4,48,-0.6,58
CA-001,Alameda County,1923,3,65.8,114,4.4,61.4
CA-001,Alameda County,1923,4,63.4,21,-2.5,65.9
CA-001,Alameda County,1923,5,71,52,-0.3,71.3
CA-001,Alameda County,1923,6,71.7,1,-5.8,77.5
CA-001,Alameda County,1923,7,81,32,-1.3,82.3
CA-001,Alameda County,1923,8,81.1,39,-0.6,81.7
CA-001,Alameda County,1923,9,81.9,98,1.9,80
CA-001,Alameda County,1923,10,72.9,58,-0.3,73.2
CA-001,Alameda County,1923,11,68.8,124,5.9,62.9
CA-001,Alameda County,1923,12,55.5,65,0.3,55.2
CA-001,Alameda County,1924,1,55.2,71,0.8,54.4
CA-001,Alameda County,1924,2,63.3,122,5.3,58
CA-001,Alameda County,1924,3,61.7,67,0.3,61.4
CA-001,Alameda County,1924,4,68.9,100,3,65.9
CA-001,Alameda County,1924,5,75.5,117,4.2,71.3
CA-001,Alameda County,1924,6,79,80,1.5,77.5
CA-001,Alameda County,1924,7,79.5,12,-2.8,82.3
CA-001,Alameda County,1924,8,80.5,28,-1.2,81.7
CA-001,Alameda County,1924,9,80.8,78,0.8,80
CA-001,Alameda County,1924,10,68.6,5,-4.6,73.2
CA-001,Alameda County,1924,11,62.6,60,-0.3,62.9
CA-001,Alameda County,1924,12,51.2,6,-4,55.2
CA-001,Alameda County,1925,1,56,86,1.6,54.4
CA-001,Alameda County,1925,2,58.8,76,0.8,58
CA-001,Alameda County,1925,3,63.2,90,1.8,61.4
CA-001,Alameda County,1925,4,64.2,31,-1.7,65.9
CA-001,Alameda County,1925,5,70.1,42,-1.2,71.3
CA-001,Alameda County,1925,6,78.3,67,0.8,77.5
CA-001,Alameda County,1925,7,82.2,53,-0.1,82.3
CA-001,Alameda County,1925,8,78.7,9,-3,81.7
CA-001,Alameda County,1925,9,74.5,3,-5.5,80
CA-001,Alameda County,1925,10,71.6,34,-1.6,73.2
CA-001,Alameda County,1925,11,62.2,53,-0.7,62.9
CA-001,Alameda County,1925,12,56.3,82,1.1,55.2
CA-001,Alameda County,1926,1,52.5,24,-1.9,54.4
CA-001,Alameda County,1926,2,59.9,96,1.9,58
CA-001,Alameda County,1926,3,67.6,124,6.2,61.4
CA-001,Alameda County,1926,4,69,101,3.1,65.9
CA-001,Alameda County,1926,5,73.9,98,2.6,71.3
CA-001,Alameda County,1926,6,79.6,91,2.1,77.5
CA-001,Alameda County,1926,7,85.3,113,3,82.3
CA-001,Alameda County,1926,8,81.5,52,-0.2,81.7
CA-001,Alameda County,1926,9,76.8,13,-3.2,80
CA-001,Alameda County,1926,10,74.6,89,1.4,73.2
CA-001,Alameda County,1926,11,68,121,5.1,62.9
CA-001,Alameda County,1926,12,55.1,58,-0.1,55.2
CA-001,Alameda County,1927,1,55.5,76,1.1,54.4
CA-001,Alameda County,1927,2,57.7,56,-0.3,58
CA-001,Alameda County,1927,3,59.7,34,-1.7,61.4
CA-001,Alameda County,1927,4,64.9,45,-1,65.9
CA-001,Alameda County,1927,5,71.6,60,0.3,71.3
CA-001,Alameda County,1927,6,77.1,45,-0.4,77.5
CA-001,Alameda County,1927,7,82.3,58,0,82.3
CA-001,Alameda County,1927,8,79.1,13,-2.6,81.7
CA-001,Alameda County,1927,9,77,16,-3,80
CA-001,Alameda County,1927,10,75.2,95,2,73.2
CA-001,Alameda County,1927,11,62.9,67,0,62.9
CA-001,Alameda County,1927,12,56.1,77,0.9,55.2
CA-001,Alameda County,1928,1,54.6,60,0.2,54.4
CA-001,Alameda County,1928,2,59.7,91,1.7,58
CA-001,Alameda County,1928,3,63.3,91,1.9,61.4
CA-001,Alameda County,1928,4,66.1,67,0.2,65.9
CA-001,Alameda County,1928,5,73.2,86,1.9,71.3
CA-001,Alameda County,1928,6,78.8,76,1.3,77.5
CA-001,Alameda County,1928,7,80,15,-2.3,82.3
CA-001,Alameda County,1928,8,79.8,16,-1.9,81.7
CA-001,Alameda County,1928,9,79.7,50,-0.3,80
CA-001,Alameda County,1928,10,70,12,-3.2,73.2
CA-001,Alameda County,1928,11,61.4,38,-1.5,62.9
CA-001,Alameda County,1928,12,52.4,16,-2.8,55.2
CA-001,Alameda County,1929,1,50.6,8,-3.8,54.4
CA-001,Alameda County,1929,2,57.4,48,-0.6,58
CA-001,Alameda County,1929,3,61.1,54,-0.3,61.4
CA-001,Alameda County,1929,4,61.6,9,-4.3,65.9
CA-001,Alameda County,1929,5,70.6,45,-0.7,71.3
CA-001,Alameda County,1929,6,78.6,73,1.1,77.5
CA-001,Alameda County,1929,7,81.5,41,-0.8,82.3
CA-001,Alameda County,1929,8,82.2,70,0.5,81.7
CA-001,Alameda County,1929,9,78.5,32,-1.5,80
CA-001,Alameda County,1929,10,75.3,97,2.1,73.2
CA-001,Alameda County,1929,11,68.2,122,5.3,62.9
CA-001,Alameda County,1929,12,57.8,107,2.6,55.2
CA-001,Alameda County,1930,1,52,19,-2.4,54.4
CA-001,Alameda County,1930,2,61.9,117,3.9,58
CA-001,Alameda County,1930,3,63.5,93,2.1,61.4
CA-001,Alameda County,1930,4,66.9,77,1,65.9
CA-001,Alameda County,1930,5,66.6,8,-4.7,71.3
CA-001,Alameda County,1930,6,77.8,54,0.3,77.5
CA-001,Alameda County,1930,7,79.2,4,-3.1,82.3
CA-001,Alameda County,1930,8,79,11,-2.7,81.7
CA-001,Alameda County,1930,9,73.5,1,-6.5,80
CA-001,Alameda County,1930,10,73.8,74,0.6,73.2
CA-001,Alameda County,1930,11,64.1,82,1.2,62.9
CA-001,Alameda County,1930,12,56.4,85,1.2,55.2
CA-001,Alameda County,1931,1,56.2,90,1.8,54.4
CA-001,Alameda County,1931,2,59.9,96,1.9,58
CA-001,Alameda County,1931,3,65.2,110,3.8,61.4
CA-001,Alameda County,1931,4,70.6,118,4.7,65.9
CA-001,Alameda County,1931,5,76.1,121,4.8,71.3
CA-001,Alameda County,1931,6,75.7,30,-1.8,77.5
CA-001,Alameda County,1931,7,87.5,126,5.2,82.3
CA-001,Alameda County,1931,8,83.3,99,1.6,81.7
CA-001,Alameda County,1931,9,78.8,36,-1.2,80
CA-001,Alameda County,1931,10,71.2,30,-2,73.2
CA-001,Alameda County,1931,11,60.4,27,-2.5,62.9
CA-001,Alameda County,1931,12,52.4,16,-2.8,55.2
CA-001,Alameda County,1932,1,53,33,-1.4,54.4
CA-001,Alameda County,1932,2,56.4,25,-1.6,58
CA-001,Alameda County,1932,3,64.6,107,3.2,61.4
CA-001,Alameda County,1932,4,64.6,39,-1.3,65.9
CA-001,Alameda County,1932,5,70.8,50,-0.5,71.3
CA-001,Alameda County,1932,6,77.2,47,-0.3,77.5
CA-001,Alameda County,1932,7,81.8,46,-0.5,82.3
CA-001,Alameda County,1932,8,82.8,93,1.1,81.7
CA-001,Alameda County,1932,9,83.1,110,3.1,80
CA-001,Alameda County,1932,10,74.3,83,1.1,73.2
CA-001,Alameda County,1932,11,69.1,125,6.2,62.9
CA-001,Alameda County,1932,12,52.3,14,-2.9,55.2
CA-001,Alameda County,1933,1,51.2,13,-3.2,54.4
CA-001,Alameda County,1933,2,56.4,25,-1.6,58
CA-001,Alameda County,1933,3,61.9,71,0.5,61.4
CA-001,Alameda County,1933,4,65.6,59,-0.3,65.9
CA-001,Alameda County,1933,5,66.1,7,-5.2,71.3
CA-001,Alameda County,1933,6,74.3,13,-3.2,77.5
CA-001,Alameda County,1933,7,85.5,114,3.2,82.3
CA-001,Alameda County,1933,8,82.4,76,0.7,81.7
CA-001,Alameda County,1933,9,77.5,22,-2.5,80
CA-001,Alameda County,1933,10,77.4,119,4.2,73.2
CA-001,Alameda County,1933,11,68.3,123,5.4,62.9
CA-001,Alameda County,1933,12,54.4,47,-0.8,55.2
