,YEAR,COUNTY,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM
13012,2012,Placer,High Wind,0,0,0
13013,2012,Sierra,Flash Flood,0,0,5000
13014,2012,Mono,Flash Flood,0,0,0
13017,2012,San Diego,Lightning,1,0,0
13018,2012,Sierra,Flash Flood,0,0,5000
13019,2012,Sierra,Flash Flood,0,0,25000
13020,2012,Mono,Flash Flood,0,0,0
13021,2012,Mono,Flash Flood,0,0,0
13022,2012,Sierra,Flash Flood,0,0,5000
13023,2012,Mono,Flash Flood,0,0,0
13025,2012,Sierra,Flash Flood,0,0,5000
13026,2012,Sierra,Flash Flood,0,0,25000
13027,2012,Sierra,Flash Flood,0,0,1000
13028,2012,Riverside,Flash Flood,0,0,0
13029,2012,Riverside,Flash Flood,0,0,0
13030,2012,Riverside,Flash Flood,0,0,0
13032,2012,Sierra,Flash Flood,0,0,25000
13033,2012,Sierra,Flash Flood,0,0,20000
13034,2012,Sierra,Flash Flood,0,0,2000
13038,2012,Riverside,Wildfire,0,1,1000000
13040,2012,San Diego,Hail,0,0,0
13041,2012,Mono,Flash Flood,0,0,0
13042,2012,Riverside,Thunderstorm Wind,0,0,2000000
13043,2012,Sierra,Flash Flood,0,0,0
13044,2012,Sierra,Debris Flow,0,0,0
13045,2012,Mono,Flood,0,0,0
13046,2012,Sierra,Flash Flood,0,0,0
13048,2012,San Bernardino,Wildfire,0,0,0
13049,2012,Modoc,Wildfire,0,0,0
13050,2012,Mono,Flood,0,0,0
13051,2012,Sierra,Flash Flood,0,0,50000
13052,2012,Sierra,Flash Flood,0,0,20000
13053,2012,Riverside,Flash Flood,0,0,25000
13054,2012,Riverside,Flash Flood,0,0,0
13055,2012,Sierra,Flash Flood,0,0,5000
13063,2012,Sierra,Flash Flood,0,0,0
13064,2012,Mono,Lightning,0,0,5000
13065,2012,Sierra,Flood,0,0,0
13066,2012,Sierra,Flash Flood,0,0,1000
13067,2012,Riverside,Thunderstorm Wind,0,0,5000
13068,2012,Mono,Flood,0,0,0
13069,2012,Sierra,Lightning,0,0,5000
13070,2012,Mono,Thunderstorm Wind,0,0,0
13071,2012,Sierra,Flash Flood,0,0,0
13072,2012,Mono,Flash Flood,0,0,0
13075,2012,Sierra,Flood,0,0,0
13076,2012,Sierra,Heavy Rain,0,0,0
13077,2012,Mono,Flash Flood,0,0,15000
13078,2012,Sierra,Flash Flood,0,0,1000
13079,2012,Sierra,Flash Flood,0,0,25000
13081,2012,Sierra,Thunderstorm Wind,0,0,200000
13084,2012,Sierra,Flash Flood,0,0,1000
13088,2012,San Bernardino,Wildfire,0,3,200000
13091,2012,Siskiyou,Wildfire,0,0,0
13092,2012,Inyo,Heat,1,0,0
13093,2012,San Diego,Wildfire,0,2,0
13094,2012,Sierra,Flash Flood,0,0,0
13095,2012,Sierra,Flash Flood,0,0,25000
13098,2012,Sierra,Flash Flood,0,0,1000
13101,2012,Sierra,Flash Flood,0,0,5000
13107,2012,Sierra,Flash Flood,0,0,0
13108,2012,Mono,Hail,0,0,0
13112,2012,Sierra,Flash Flood,0,0,10000
13113,2012,Sierra,Flash Flood,0,0,1000
13116,2012,Sierra,Thunderstorm Wind,0,0,200000
13118,2012,Mono,Flash Flood,0,0,0
13119,2012,Mono,Flash Flood,0,0,0
13122,2012,Sierra,Flash Flood,0,0,5000
13123,2012,Sierra,Flash Flood,0,0,25000
13124,2012,Sierra,Flash Flood,0,0,1000
13125,2012,Riverside,Flash Flood,0,0,0
13126,2012,Riverside,Flash Flood,0,0,0
13127,2012,Riverside,Flash Flood,0,0,0
13128,2012,Sierra,Flash Flood,0,0,20000
13129,2012,Riverside,Flash Flood,0,0,25000
13130,2012,Riverside,Flash Flood,0,0,0
13131,2012,Sierra,Flash Flood,0,0,5000
13132,2012,Mono,Flash Flood,0,0,15000
13133,2012,Sierra,Flash Flood,0,0,1000
13134,2012,Sierra,Flash Flood,0,0,25000
13137,2012,Sierra,Flash Flood,0,0,1000
13139,2012,Sierra,Flash Flood,0,0,1000
13140,2012,Riverside,Thunderstorm Wind,0,0,5000
13141,2012,Mono,Flood,0,0,0
13142,2012,Sierra,Lightning,0,0,5000
13143,2012,Mono,Thunderstorm Wind,0,0,0
13144,2012,Sierra,Flash Flood,0,0,0
13145,2012,Mono,Flash Flood,0,0,0
13146,2012,Riverside,Tornado,0,0,0
13147,2012,Riverside,Thunderstorm Wind,0,0,200000
13148,2012,Sierra,Flash Flood,0,0,1000
13149,2012,Riverside,Thunderstorm Wind,0,0,20000
13150,2012,Riverside,Funnel Cloud,0,0,0
13151,2012,Sierra,Thunderstorm Wind,0,0,25000
13152,2012,Sierra,Flash Flood,0,0,1000
13154,2012,San Diego,Wildfire,0,0,0
13156,2012,Sierra,Flood,0,0,0
13158,2012,Mono,Lightning,0,0,5000
13161,2012,San Bernardino,Wildfire,0,3,200000
13164,2012,Siskiyou,Wildfire,0,0,0
13165,2012,Inyo,Heat,1,0,0
13166,2012,San Diego,Wildfire,0,2,0
13167,2012,Sierra,Heavy Rain,0,0,0
13168,2012,Sierra,Flash Flood,0,0,0
13169,2012,Sierra,Flood,0,0,0
13177,2012,Sierra,Flash Flood,0,0,0
13178,2012,Siskiyou,High Wind,0,0,0
13179,2012,San Diego,Wildfire,0,0,400000
13180,2012,Los Angeles,High Wind,0,0,0
13181,2012,Siskiyou,High Wind,0,0,0
13182,2012,Siskiyou,Heavy Snow,0,0,0
13183,2012,Siskiyou,Heavy Snow,0,0,0
13194,2012,Monterey,High Wind,0,0,0
13201,2012,San Diego,Dense Fog,0,0,0
13204,2012,Humboldt,Flash Flood,0,0,5000
13205,2012,Sierra,High Wind,0,0,0
13206,2012,Modoc,High Wind,0,0,0
13207,2012,Siskiyou,High Wind,0,0,0
13208,2012,Siskiyou,High Wind,0,0,0
13209,2012,San Diego,Dense Fog,0,0,0
13210,2012,Tuolumne,Flood,0,0,0
13211,2012,Yuba,Winter Weather,0,0,0
13212,2012,Sonoma,Strong Wind,0,0,1000
13213,2012,Siskiyou,High Wind,0,0,0
13214,2012,Siskiyou,Heavy Snow,0,0,0
13215,2012,Siskiyou,Heavy Snow,0,0,0
13216,2012,Santa Cruz,Strong Wind,0,0,1000
13217,2012,San Bernardino,Heavy Rain,0,0,0
13219,2012,San Francisco,Strong Wind,0,0,5000
13220,2012,Ventura,Heavy Rain,0,0,0
13221,2012,Los Angeles,Heavy Rain,0,0,0
13222,2012,Modoc,Heavy Rain,0,0,0
13223,2012,San Diego,High Surf,0,0,0
13225,2012,San Bernardino,Heavy Rain,0,0,0
13226,2012,Tehama,Winter Weather,0,0,0
13227,2012,San Bernardino,Flood,0,0,500
13228,2012,Santa Cruz,High Wind,0,0,0
13229,2012,Sonoma,High Wind,0,0,0
13230,2012,Sonoma,Strong Wind,0,0,100
13231,2012,Santa Cruz,High Wind,0,0,0
13232,2012,Sonoma,Strong Wind,0,0,50000
13233,2012,Mono,Winter Weather,0,0,0
13234,2012,Placer,Winter Weather,0,0,0
13235,2012,Modoc,High Wind,0,0,0
13236,2012,Santa Cruz,High Wind,0,0,0
13237,2012,Santa Clara,Strong Wind,0,0,500
13238,2012,Santa Clara,High Wind,0,0,0
13239,2012,Santa Cruz,High Wind,0,0,1000
13240,2012,Monterey,Strong Wind,0,0,500
13241,2012,Inyo,High Wind,0,0,0
13242,2012,Santa Barbara,Flood,0,0,0
13243,2012,Yuba,Winter Weather,0,0,0
13244,2012,Los Angeles,Heavy Rain,0,0,0
13245,2012,Lake,Tornado,0,0,0
13246,2012,Lake,Tornado,0,0,0
13247,2012,Del Norte,Tornado,0,0,0
13248,2012,Sierra,Heavy Snow,0,0,0
13249,2012,Placer,Heavy Snow,0,0,0
13251,2012,Tehama,Winter Storm,0,0,0
13252,2012,Yuba,Winter Storm,1,0,0
13254,2012,Siskiyou,Heavy Snow,0,0,0
13255,2012,Siskiyou,Heavy Snow,0,0,0
13256,2012,Siskiyou,Frost/Freeze,0,0,0
13257,2012,Siskiyou,Frost/Freeze,0,0,0
13258,2012,Yuba,Tornado,0,0,0
13259,2012,Siskiyou,Frost/Freeze,0,0,0
13260,2012,Mono,Flood,0,0,0
13263,2012,Sierra,Flood,0,0,0
13264,2012,San Luis Obispo,Flash Flood,0,0,0
13266,2012,Riverside,Flood,0,0,60000
13267,2012,Riverside,Flood,0,0,0
13268,2012,Sierra,Heavy Rain,0,0,50000
13269,2012,San Luis Obispo,Flash Flood,0,0,0
13271,2012,Mendocino,Heavy Rain,0,0,0
13273,2012,Siskiyou,Frost/Freeze,0,0,0
13274,2012,San Diego,Tornado,0,0,0
13275,2012,Inyo,High Wind,0,0,0
13276,2012,Los Angeles,High Wind,0,0,0
13289,2012,Trinity,Tornado,0,0,0
13290,2012,Riverside,High Wind,0,0,0
13291,2012,Sierra,Debris Flow,0,0,0
13292,2012,San Diego,High Wind,0,0,0
13293,2012,Inyo,High Wind,0,0,0
13296,2012,Sierra,Heavy Snow,0,0,0
13297,2012,Riverside,High Wind,0,0,0
13298,2012,San Diego,High Wind,0,0,0
13299,2012,San Bernardino,Wildfire,0,0,4000
13301,2012,Los Angeles,High Wind,0,0,0
13303,2012,San Bernardino,High Wind,0,0,0
13304,2012,San Diego,High Wind,0,0,0
13305,2012,Ventura,High Wind,0,0,0
13306,2012,Modoc,High Wind,0,0,0
13307,2012,Sierra,Flash Flood,0,0,2000
13308,2012,Siskiyou,Heavy Snow,0,0,0
13310,2012,Yuba,Flood,0,0,0
13311,2012,Los Angeles,Flood,0,0,50000
13313,2012,Los Angeles,Flood,0,0,15000
13316,2012,Los Angeles,Flood,0,0,500
13317,2012,Los Angeles,Flood,0,0,500
13319,2012,Los Angeles,Flood,0,0,100
13322,2012,Sonoma,Strong Wind,0,0,10000
13324,2012,Sonoma,Strong Wind,0,0,30000
13325,2012,Sonoma,High Wind,0,0,4000
13326,2012,Sonoma,Strong Wind,0,0,15000
13327,2012,Sonoma,Strong Wind,0,0,15000
13328,2012,Mono,High Wind,0,0,0
13329,2012,Sierra,High Wind,0,0,0
13330,2012,Modoc,High Wind,0,0,0
13331,2012,Shasta,High Wind,0,0,0
13332,2012,Shasta,Flood,0,0,250000
13333,2012,Modoc,High Wind,0,0,0
13334,2012,Modoc,High Wind,0,0,0
13337,2012,Yolo,Heavy Rain,0,0,0
13338,2012,Sonoma,Strong Wind,0,0,50000
13339,2012,San Diego,High Surf,0,0,0
13340,2012,Sonoma,Strong Wind,0,0,10000
13350,2012,Sonoma,Strong Wind,0,0,5000
13355,2012,Shasta,Flood,0,0,500
13356,2012,Siskiyou,High Wind,0,0,0
13357,2012,Tuolumne,Flood,0,0,0
13358,2012,Ventura,Flash Flood,0,0,500
13359,2012,Inyo,High Wind,0,0,5000
13360,2012,Tehama,Debris Flow,0,0,0
13361,2012,Los Angeles,Flood,0,0,15000
13362,2012,Tehama,Debris Flow,0,0,0
13364,2012,Yolo,Debris Flow,0,0,0
13366,2012,San Francisco,Strong Wind,0,0,15000
13367,2012,Los Angeles,Debris Flow,0,0,100000
13368,2012,Los Angeles,Flash Flood,0,0,5000
13370,2012,Trinity,Flood,0,0,10000
13372,2012,Yuba,Winter Weather,0,0,0
13373,2012,Tehama,Winter Weather,0,0,0
13374,2012,Mono,Flood,0,0,0
13376,2012,Mono,Debris Flow,0,0,15000
13377,2012,Sierra,Flood,0,0,0
13378,2012,Sonoma,Coastal Flood,0,0,0
13379,2012,Sonoma,Coastal Flood,0,0,0
13386,2012,Tehama,Winter Weather,0,0,0
13387,2012,San Bernardino,Heavy Snow,0,0,0
13388,2012,Siskiyou,High Wind,0,0,0
13390,2012,San Bernardino,High Wind,0,0,0
13395,2012,Los Angeles,High Wind,0,0,0
13396,2012,Ventura,High Wind,0,0,0
13402,2012,Siskiyou,High Wind,0,0,0
13403,2012,Ventura,Heavy Rain,0,0,0
13404,2012,Ventura,Heavy Rain,0,0,0
13405,2012,Modoc,Heavy Rain,0,0,0
13406,2012,Siskiyou,High Wind,0,0,0
13407,2012,Tuolumne,Flood,0,0,35000
13408,2012,Mendocino,Heavy Rain,0,0,0
13409,2012,San Diego,Flood,0,0,25000
13410,2012,San Diego,Heavy Rain,0,0,0
13411,2012,San Diego,Heavy Rain,0,0,0
13412,2012,Santa Barbara,Flood,0,0,25000
13413,2012,San Diego,Flood,0,0,25000
13415,2012,Tuolumne,Flood,0,0,0
13416,2012,San Diego,Heavy Rain,0,0,0
13417,2012,Tuolumne,Heavy Rain,0,0,0
13421,2012,Los Angeles,Heavy Rain,0,0,0
13422,2012,Ventura,Heavy Rain,0,0,0
13423,2012,Santa Cruz,Strong Wind,0,0,1000
13425,2012,San Diego,Heavy Rain,0,0,0
13426,2012,Los Angeles,Flood,0,0,0
13427,2012,Ventura,Flash Flood,0,0,500
13428,2012,San Diego,Heavy Rain,0,0,0
13429,2012,Los Angeles,Flood,1,0,0
13430,2012,Ventura,Flash Flood,0,0,500
13431,2012,Santa Cruz,Strong Wind,0,0,1000
13432,2012,Santa Clara,Strong Wind,0,0,1000
13434,2012,San Bernardino,Heavy Rain,0,0,0
13435,2012,Siskiyou,High Wind,0,0,0
13436,2012,Trinity,Flood,0,0,0
13438,2012,Modoc,Hail,0,0,0
13439,2012,Siskiyou,Heavy Rain,0,0,0
13440,2012,Tehama,Winter Storm,0,0,0
13441,2012,San Diego,Wildfire,1,0,3670000
13443,2012,San Diego,Heat,0,1,0
13444,2012,San Diego,Heat,0,11,0
13445,2012,Sierra,Flash Flood,0,0,20000
13446,2012,Sierra,Lightning,0,2,0
13448,2012,Sierra,Hail,0,0,0
13449,2012,Sierra,Thunderstorm Wind,0,0,0
13450,2012,Riverside,Flash Flood,0,0,150000
13451,2012,Riverside,Flash Flood,0,0,2000000
13452,2012,Modoc,Heavy Snow,0,0,0
13453,2012,Shasta,Winter Storm,0,0,0
13454,2012,Tehama,Winter Storm,0,0,0
13455,2012,Shasta,Winter Storm,1,0,0
13456,2012,Tehama,Winter Weather,0,0,0
13457,2012,Yuba,Winter Storm,0,0,0
13458,2012,Siskiyou,Heavy Snow,0,0,0
13459,2012,Sierra,Heavy Snow,0,0,0
13460,2012,Ventura,Debris Flow,0,0,50000
13461,2012,Los Angeles,Flash Flood,0,0,500
13464,2012,Sonoma,Strong Wind,0,0,2500
13466,2012,Siskiyou,Blizzard,0,0,0
13467,2012,Santa Cruz,Strong Wind,0,0,1000
13468,2012,Siskiyou,Blizzard,0,0,0
13469,2012,Santa Cruz,Strong Wind,0,0,5000
13470,2012,Santa Cruz,Strong Wind,0,0,2500
13471,2012,Los Angeles,Tornado,0,0,40000
13472,2012,Inyo,Heavy Snow,0,0,0
13473,2012,Mono,Winter Storm,0,0,0
13476,2012,Los Angeles,Flood,0,0,5000
13477,2012,Placer,Winter Storm,0,0,0
13480,2012,Mono,Flash Flood,0,0,0
13481,2012,Riverside,Flash Flood,0,0,150000
13482,2012,San Luis Obispo,Flash Flood,0,0,0
13483,2012,Riverside,High Wind,0,0,0
13484,2012,Riverside,Dust Storm,0,0,0
13485,2012,San Diego,High Wind,0,0,0
13487,2012,Riverside,Flood,0,0,0
13488,2012,Mono,Flood,0,0,9000
13489,2012,Sierra,Flash Flood,0,0,0
13490,2012,Mono,Thunderstorm Wind,0,0,6000
13491,2012,Mono,Heavy Rain,0,0,0
13492,2012,Mono,Flash Flood,0,0,0
13493,2012,Mono,Flood,0,0,0
13494,2012,San Luis Obispo,Flash Flood,0,0,0
13495,2012,Modoc,Hail,0,0,0
13497,2012,Riverside,Heavy Rain,0,0,0
13498,2012,Riverside,Flash Flood,0,0,0
13499,2012,Riverside,Flash Flood,0,0,0
13500,2012,Sierra,Flash Flood,0,0,0
13502,2012,Riverside,Thunderstorm Wind,0,0,500
13503,2012,Riverside,Tornado,0,0,0
13504,2012,Sierra,Flood,0,0,0
13505,2012,Riverside,Thunderstorm Wind,0,0,0
13506,2012,Mono,Flash Flood,0,0,0
13507,2012,Riverside,Flash Flood,0,0,100000
13508,2012,Riverside,Lightning,0,0,1000
13509,2012,Sierra,Flash Flood,0,0,3000
13510,2012,Riverside,Flood,0,0,0
13511,2012,Siskiyou,Wildfire,0,0,0
13512,2012,Riverside,Flood,0,0,0
13513,2012,Riverside,Flash Flood,0,0,0
13514,2012,Mono,Flood,0,0,0
13515,2012,Sierra,Flash Flood,0,0,5000
13516,2012,Sierra,Thunderstorm Wind,0,0,200000
13518,2012,Modoc,Wildfire,0,0,0
13519,2012,Sierra,Flash Flood,0,0,2000
13521,2012,San Bernardino,Wildfire,0,1,0
13522,2012,Sierra,Flash Flood,0,0,10000
13523,2012,Sonoma,Strong Wind,0,0,8500
13525,2012,San Bernardino,Flood,0,0,1000
13526,2012,Shasta,Winter Weather,0,0,0
13527,2012,Tehama,Winter Weather,0,0,0
13528,2012,Shasta,Winter Storm,0,0,0
13529,2012,Tehama,Winter Weather,0,0,0
13531,2012,Los Angeles,Debris Flow,0,0,1000
13534,2012,Inyo,High Wind,0,0,0
13537,2012,Placer,Heavy Snow,0,0,0
13538,2012,Sierra,Winter Weather,0,0,0
13539,2012,Mono,High Wind,0,0,0
13540,2012,Placer,High Wind,0,0,0
13541,2012,Placer,Heavy Snow,0,0,0
13542,2012,Yuba,Winter Storm,0,0,0
13543,2012,Siskiyou,High Wind,0,0,0
13544,2012,Mono,Winter Weather,0,0,0
13545,2012,Siskiyou,Frost/Freeze,0,0,0
13546,2012,Siskiyou,Frost/Freeze,0,0,0
13547,2012,Siskiyou,Frost/Freeze,0,0,0
13548,2012,Siskiyou,Frost/Freeze,0,0,0
13549,2012,Siskiyou,Frost/Freeze,0,0,0
13550,2012,Siskiyou,Frost/Freeze,0,0,0
13551,2012,San Benito,Heat,1,0,0
13552,2012,Siskiyou,High Wind,0,0,0
13553,2012,San Bernardino,Dense Fog,0,0,0
13554,2012,Mono,Flood,0,0,0
13555,2012,Sonoma,Sneakerwave,2,0,0
13556,2012,Riverside,High Wind,0,0,0
13558,2012,Inyo,Heavy Snow,0,0,0
13561,2012,Mono,Funnel Cloud,0,0,0
13562,2012,Sonoma,Strong Wind,0,0,150000
13565,2012,Los Angeles,Flood,0,0,2500
13566,2012,Siskiyou,Flash Flood,0,0,500
13567,2012,Los Angeles,Flash Flood,0,0,500
13568,2012,San Bernardino,Flood,0,0,1000
13569,2012,Santa Cruz,Strong Wind,0,0,7000
13570,2012,Siskiyou,Flash Flood,0,0,500
13571,2012,Siskiyou,Flash Flood,0,0,500
13572,2012,Los Angeles,Flash Flood,0,0,500
13573,2012,Los Angeles,Flash Flood,0,0,500
13574,2012,Siskiyou,High Wind,0,0,0
13575,2012,Modoc,Flood,0,0,2700000
13576,2012,Los Angeles,Flash Flood,0,0,500
13579,2012,Sonoma,Strong Wind,0,0,2000
13580,2012,Siskiyou,Flash Flood,0,0,500
13581,2012,Los Angeles,Debris Flow,0,0,1000
13582,2012,Santa Cruz,Strong Wind,0,0,10000
13583,2012,Siskiyou,Flash Flood,0,0,500
13586,2012,Los Angeles,Flash Flood,0,0,500
13587,2012,Los Angeles,Winter Storm,0,0,0
13588,2012,Ventura,Winter Storm,0,0,0
13589,2012,San Bernardino,High Wind,0,0,0
13591,2012,San Diego,Heavy Snow,0,0,0
13593,2012,Yuba,Avalanche,1,0,0
13594,2012,Placer,Avalanche,1,0,0
13595,2012,San Diego,High Wind,0,0,0
13596,2012,San Bernardino,High Wind,0,0,0
13597,2012,San Bernardino,High Wind,0,0,0
13598,2012,Riverside,High Wind,0,0,0
13599,2012,Riverside,Winter Storm,0,0,0
13600,2013,Siskiyou,Frost/Freeze,0,0,0
13601,2013,Los Angeles,High Wind,0,0,0
13602,2013,Siskiyou,Frost/Freeze,0,0,0
13603,2013,Los Angeles,High Wind,0,0,0
13606,2013,Siskiyou,Frost/Freeze,0,0,0
13607,2013,Siskiyou,Frost/Freeze,0,0,0
13609,2013,Ventura,High Wind,0,0,0
13610,2013,Los Angeles,Wildfire,0,0,0
13611,2013,Los Angeles,Winter Storm,0,0,0
13612,2013,Ventura,Wildfire,0,0,0
13613,2013,Santa Clara,Strong Wind,0,0,15000
13614,2013,Santa Clara,Strong Wind,0,0,1000
13615,2013,San Bernardino,Heavy Snow,0,0,0
13616,2013,Santa Clara,Strong Wind,0,0,15000
13617,2013,Santa Clara,Strong Wind,0,0,5000
13618,2013,Mono,Hail,0,0,0
13619,2013,Riverside,Heavy Snow,0,0,0
13620,2013,Mono,Flash Flood,0,0,0
13622,2013,Los Angeles,Wildfire,0,0,0
13624,2013,Santa Clara,High Wind,0,0,0
13625,2013,Monterey,Wildfire,0,0,0
13626,2013,Los Angeles,High Wind,0,0,0
13627,2013,Ventura,High Wind,0,0,0
13628,2013,Los Angeles,High Wind,0,0,0
13629,2013,San Diego,High Wind,0,0,15000
13630,2013,San Diego,High Wind,0,0,0
13631,2013,San Bernardino,High Wind,0,0,0
13632,2013,Riverside,High Wind,0,0,0
13633,2013,Los Angeles,High Wind,0,0,0
13634,2013,Riverside,High Wind,0,0,30000
13635,2013,San Diego,High Wind,0,0,0
13636,2013,Ventura,High Wind,0,0,0
13637,2013,Los Angeles,High Wind,0,0,0
13638,2013,Riverside,High Wind,0,0,0
13639,2013,San Diego,Excessive Heat,0,0,0
13640,2013,San Diego,High Wind,0,0,0
13641,2013,San Bernardino,Strong Wind,0,0,5000
13644,2013,Tehama,Winter Weather,0,0,0
13645,2013,Shasta,Winter Storm,0,0,0
13646,2013,Tehama,Winter Storm,0,0,0
13647,2013,Tehama,Winter Storm,0,0,0
13648,2013,Shasta,Winter Weather,0,0,0
13649,2013,Tehama,Winter Storm,0,0,0
13650,2013,Siskiyou,Heavy Snow,0,0,0
13651,2013,Yuba,Winter Storm,0,0,0
13652,2013,Yuba,Winter Storm,0,0,0
13653,2013,Placer,Heavy Snow,0,0,0
13654,2013,Sierra,Heavy Snow,0,0,0
13655,2013,San Diego,High Wind,0,0,0
13656,2013,San Bernardino,High Wind,0,0,0
13657,2013,San Bernardino,High Wind,0,0,0
13659,2013,Santa Cruz,Sneakerwave,2,2,0
13661,2013,Tuolumne,Heat,1,0,0
13662,2013,Humboldt,Tornado,0,0,0
13664,2013,San Diego,High Surf,0,0,0
13665,2013,San Bernardino,High Wind,0,0,0
13666,2013,Inyo,High Wind,0,0,0
13667,2013,San Bernardino,High Wind,0,0,0
13668,2013,Santa Barbara,High Wind,0,0,0
13669,2013,Los Angeles,Winter Storm,0,0,0
13670,2013,Santa Barbara,High Wind,0,0,0
13671,2013,Santa Clara,High Wind,0,0,0
13672,2013,Santa Cruz,High Wind,0,0,1000
13673,2013,Sonoma,Strong Wind,0,0,500
13674,2013,Sonoma,Strong Wind,0,0,500
13675,2013,San Benito,High Wind,0,0,0
13676,2013,San Francisco,Strong Wind,0,0,1000
13677,2013,Sonoma,Strong Wind,0,0,7500
13679,2013,Mono,Flash Flood,0,0,0
13680,2013,Riverside,Heavy Snow,0,0,0
13682,2013,Los Angeles,High Wind,0,0,0
13683,2013,Ventura,High Wind,0,0,0
13684,2013,San Francisco,High Wind,0,0,0
13685,2013,Santa Clara,High Wind,0,0,0
13686,2013,San Francisco,High Wind,0,0,0
13687,2013,San Francisco,High Wind,0,0,0
13688,2013,Sonoma,High Wind,0,0,0
13689,2013,Santa Clara,Strong Wind,0,0,5000
13690,2013,Santa Clara,Strong Wind,0,0,15000
13691,2013,Santa Clara,Strong Wind,0,0,1000
13692,2013,San Bernardino,Heavy Snow,0,0,0
13693,2013,Santa Clara,Strong Wind,0,0,15000
13694,2013,Santa Clara,Strong Wind,0,0,5000
13695,2013,Mono,Hail,0,0,0
13697,2013,Siskiyou,Heavy Snow,0,0,0
13698,2013,Siskiyou,Heavy Snow,0,0,0
13700,2013,Santa Clara,High Wind,0,0,0
13701,2013,Sonoma,Strong Wind,0,0,25000
13702,2013,Sonoma,Wildfire,0,0,500000
13703,2013,Sonoma,Strong Wind,0,0,50000
13704,2013,San Diego,High Wind,0,0,0
13705,2013,Siskiyou,Frost/Freeze,0,0,0
13706,2013,Siskiyou,Frost/Freeze,0,0,0
13707,2013,Siskiyou,Frost/Freeze,0,0,0
13708,2013,San Bernardino,High Wind,0,0,0
13709,2013,San Bernardino,High Wind,0,0,100000
13710,2013,Los Angeles,High Wind,0,0,0
13711,2013,Inyo,High Wind,0,0,0
13712,2013,Riverside,High Wind,0,0,0
13713,2013,Riverside,Dust Storm,0,0,10000
13714,2013,San Diego,High Wind,0,0,0
13715,2013,Sonoma,Strong Wind,0,0,5000
13716,2013,San Bernardino,Wildfire,0,0,400000
13717,2013,Los Angeles,High Wind,0,0,0
13718,2013,San Diego,Flood,0,0,0
13719,2013,San Diego,Heavy Rain,0,0,0
13720,2013,Yuba,Flood,0,0,0
13722,2013,Santa Barbara,Thunderstorm Wind,0,0,0
13723,2013,Tehama,Hail,0,0,0
13725,2013,Los Angeles,High Wind,0,0,0
13726,2013,Los Angeles,High Wind,0,0,0
13727,2013,San Bernardino,Wildfire,0,0,550000
13728,2013,Ventura,Wildfire,0,0,0
13729,2013,Ventura,Wildfire,0,0,0
13730,2013,San Bernardino,High Wind,0,0,0
13731,2013,San Diego,High Wind,0,0,0
13732,2013,Ventura,High Wind,0,0,0
13733,2013,Siskiyou,Frost/Freeze,0,0,0
13735,2013,San Bernardino,High Wind,0,0,75000
13736,2013,Siskiyou,Frost/Freeze,0,0,0
13737,2013,Santa Cruz,Strong Wind,0,0,8000
13738,2013,San Bernardino,High Wind,0,0,0
13739,2013,Santa Cruz,Strong Wind,0,0,7500
13742,2013,San Diego,High Surf,0,0,0
13743,2013,San Bernardino,High Wind,0,0,0
13744,2013,Inyo,High Wind,0,0,0
13745,2013,San Bernardino,High Wind,0,0,0
13746,2013,San Diego,High Wind,0,0,0
13747,2013,Riverside,High Wind,0,0,0
13748,2013,Riverside,High Wind,0,0,0
13752,2013,San Francisco,Strong Wind,0,0,2500
13754,2013,San Benito,Strong Wind,0,0,1000
13755,2013,Monterey,High Wind,0,0,0
13756,2013,Los Angeles,High Wind,0,0,0
13757,2013,Riverside,Dust Devil,0,0,5000
13761,2013,San Diego,High Wind,0,0,0
13762,2013,San Bernardino,High Wind,0,0,0
13763,2013,Tuolumne,Strong Wind,0,0,500
13764,2013,Yolo,Strong Wind,0,0,10000
13765,2013,Los Angeles,High Wind,0,0,0
13766,2013,San Bernardino,High Wind,0,0,0
13767,2013,Santa Cruz,High Wind,0,0,500
13768,2013,Monterey,Strong Wind,0,0,8000
13769,2013,San Diego,High Wind,0,0,7000
13770,2013,San Diego,High Wind,0,0,40000
13771,2013,Sonoma,Strong Wind,0,0,1000
13772,2013,San Diego,Heavy Snow,0,0,0
13773,2013,San Diego,High Wind,0,0,0
13774,2013,Los Angeles,Wildfire,0,0,0
13776,2013,San Diego,Wildfire,0,0,7240000
13777,2013,Sierra,Thunderstorm Wind,0,0,5000
13778,2013,Sierra,Flash Flood,0,0,2000
13779,2013,Riverside,Wildfire,0,0,2000000
13781,2013,Mono,Flash Flood,0,0,0
13782,2013,Sierra,Thunderstorm Wind,0,0,0
13783,2013,Riverside,Flash Flood,0,0,0
13784,2013,Riverside,Flash Flood,0,0,0
13786,2013,Riverside,Flash Flood,0,0,0
13787,2013,Mono,Flash Flood,0,0,0
13788,2013,Riverside,Flash Flood,0,0,0
13789,2013,Mono,Flash Flood,0,0,0
13790,2013,Mono,Flash Flood,0,0,0
13791,2013,Mono,Debris Flow,0,0,0
13793,2013,Trinity,Thunderstorm Wind,0,0,25000
13796,2013,Sierra,Flash Flood,0,0,200000
13797,2013,Riverside,Flash Flood,0,0,0
13798,2013,Sierra,Hail,0,0,1000
13800,2013,San Luis Obispo,Hail,0,0,0
13801,2013,Los Angeles,High Wind,0,0,0
