AcresBurned,ArchiveYear,CountyIds,Counties,Latitude,Longitude
36807.0,2017,"28,49",Sonoma,38.60895,-122.62879
36556.0,2017,54,Tulare,36.15356,-118.74103000000001
36523.0,2017,23,Mendocino,39.24873,-123.16635
28687.0,2017,40,San Luis Obispo,35.0179,-120.3223
27276.0,2017,47,Siskiyou,41.59,-123.501
21846.0,2017,53,Trinity,40.76025,-123.10003
18900.0,2017,54,Tulare,36.27138,-118.48555
18618.0,2017,18,Lassen,40.69573,-119.93498999999998
18430.0,2017,42,Santa Barbara,34.550959999999996,-119.9494
17357.0,2017,49,Sonoma,38.76549,-122.90938999999999
16031.0,2017,54,Tulare,0.0,0.0
15619.0,2017,19,Los Angeles,34.31283,-118.35863
13417.0,2017,53,Trinity,40.2275,-123.03583
12407.0,2017,20,Madera,37.44663,-119.64622
10343.0,2017,10,Fresno,36.12089,-120.37116
9989.0,2017,58,Yuba,39.321979999999996,-121.4021
9217.0,2017,30,Orange,33.87041,-117.70975
8925.0,2017,26,Mono,38.655,-119.55425
8417.0,2017,4,Butte,39.624959999999994,-121.52966
8094.0,2017,22,Mariposa,37.644,-119.618
7697.0,2017,25,Modoc,41.466,-120.321
7194.0,2017,19,Los Angeles,34.22957,-118.2674
7000.0,2017,22,Mariposa,37.538000000000004,-119.598
6309.0,2017,33,Riverside,33.530045,-116.594422
6151.0,2017,4,Butte,39.39455,-121.40613
6049.0,2017,19,Los Angeles,34.45283,-118.58188
6042.0,2017,18,Lassen,40.43962,-120.22215
6033.0,2017,4,Butte,39.453520000000005,-121.41221999999999
5738.0,2017,10,Fresno,36.07228,-120.26561000000001
5247.0,2017,50,Stanislaus,38.329,-119.78200000000001
4736.0,2017,53,Trinity,40.175979999999996,-123.36882
4310.0,2017,32,Plumas,39.9034,-120.9761
4100.0,2017,37,San Diego,33.3237,-117.163
4016.0,2017,4,Butte,39.577009999999994,-121.30208999999999
3874.0,2017,33,Riverside,33.974709999999995,-117.09983999999999
3142.0,2017,47,Siskiyou,41.853,-123.676
2940.0,2017,15,Kern,35.77896,-118.89627
2662.0,2017,30,Orange,33.8668,-117.68598
2575.0,2017,32,Plumas,39.75312,-120.75485
2312.0,2017,16,Kings,36.05187,-120.05403999999999
2295.0,2017,54,Tulare,36.257,-118.296
2289.0,2017,54,Tulare,36.0226,-118.94252
2269.0,2017,57,Yolo,38.49521,-122.0251
2207.0,2017,17,Lake,39.013870000000004,-122.64543
2056.0,2017,37,San Diego,32.65597,-116.80527
1868.0,2017,49,Sonoma,0.0,0.0
1816.0,2017,"27,40",Monterey,35.86949,-120.57893999999999
1816.0,2017,"27,40",San Luis Obispo,35.86949,-120.57893999999999
1800.0,2017,24,Merced,36.96655,-120.89261
1749.0,2017,50,Stanislaus,38.12,-119.941
1660.0,2017,49,Sonoma,38.14242,-122.47301000000002
1649.0,2017,10,Fresno,35.959109999999995,-120.55578999999999
1626.0,2017,15,Kern,35.59904,-119.08312
1598.0,2017,40,San Luis Obispo,35.4025,-120.4992
1538.0,2017,10,Fresno,36.269125,-120.620791
1522.0,2017,15,Kern,35.53456,-118.66733
1503.0,2017,36,San Bernardino,34.2976,-116.82600000000001
1431.0,2017,20,Madera,37.0825,-119.8011
1350.0,2017,15,Kern,35.543,-118.654
1350.0,2017,33,Riverside,34.00566,-117.30693000000001
1319.0,2017,15,Kern,35.76,-118.406
1286.0,2017,34,Sacramento,38.5181,-121.104
1200.0,2017,15,Kern,35.382979999999996,-118.80123
1088.0,2017,37,San Diego,33.402411,-117.402445
1083.0,2017,15,Kern,34.94373,-119.44751000000001
1044.0,2017,33,Riverside,33.98212,-117.30819
1035.0,2017,20,Madera,37.216159999999995,-119.48066999999999
1020.0,2017,32,Plumas,39.75371,-120.1397
1000.0,2017,37,San Diego,33.34988,-117.39818000000001
995.0,2017,45,Shasta,40.98352,-121.81623
976.0,2017,10,Fresno,36.530836,-120.20659199999999
900.0,2017,23,Mendocino,39.30125,-123.28825
867.0,2017,58,Yuba,39.1234,-121.32956999999999
866.0,2017,33,Riverside,33.602470000000004,-117.34192
859.0,2017,18,Lassen,39.888000000000005,-120.066
821.0,2017,29,Nevada,39.245490000000004,-121.12791999999999
800.0,2017,19,Los Angeles,34.55607,-118.60703000000001
775.0,2017,40,San Luis Obispo,35.7908,-120.77485
760.0,2017,19,Los Angeles,34.37443,-118.49343
747.0,2017,46,Sierra,39.439721999999996,-120.027222
690.0,2017,55,Tuolumne,37.905545000000004,-120.40813500000002
680.0,2017,22,Mariposa,37.37397,-119.83556000000002
670.0,2017,36,San Bernardino,34.14575,-117.17813000000001
630.0,2017,22,Mariposa,37.3762,-119.9646
562.0,2017,25,Modoc,41.85763,-121.29581
545.0,2017,33,Riverside,33.950359999999996,-116.88066
530.0,2017,18,Lassen,41.119890000000005,-120.74968
506.0,2017,15,Kern,35.4605,-118.85896000000001
486.0,2017,37,San Diego,33.3906,-117.32348
469.0,2017,47,Siskiyou,41.3975,-122.8428
460.0,2017,40,San Luis Obispo,35.40357,-120.28036999999999
460.0,2017,36,San Bernardino,34.09773,-117.10566999999999
450.0,2017,10,Fresno,36.616986,-120.36934699999999
444.0,2017,42,Santa Barbara,34.67403,-120.4393
429.0,2017,20,Madera,37.14624,-120.01550900000001
426.0,2017,9,El Dorado,38.848,-120.287
422.0,2017,19,Los Angeles,34.09454,-118.48178
416.0,2017,54,Tulare,36.22265,-119.06598000000001
410.0,2017,25,Modoc,41.72163,-121.30451000000001
400.0,2017,37,San Diego,32.84796,-116.85396000000001
400.0,2017,10,Fresno,36.45491,-120.2445
392.0,2017,29,Nevada,39.34292,-121.12003999999999
391.0,2017,44,Santa Cruz,37.18356,-122.07011999999999
380.0,2017,25,Modoc,41.167159999999996,-120.58341999999999
370.0,2017,26,Mono,38.46111,-119.48284
370.0,2017,7,Contra Costa,38.02929,-122.25544
357.0,2017,10,Fresno,36.27306,-120.65185
340.0,2017,40,San Luis Obispo,35.42433,-120.47322
339.0,2017,54,Tulare,36.458090000000006,-118.87676
338.0,2017,15,Kern,34.92907,-118.9267
325.0,2017,36,San Bernardino,34.084920000000004,-117.03826000000001
319.0,2017,8,Del Norte,41.478,-123.506
300.0,2017,33,Riverside,33.59257,-117.14979
288.0,2017,15,Kern,35.41283,-118.84466
260.0,2017,36,San Bernardino,34.16564,-117.33333999999999
255.0,2017,37,San Diego,33.34659,-116.66107
245.0,2017,40,San Luis Obispo,35.122690000000006,-120.39386999999999
237.0,2017,10,Fresno,36.24653,-120.31598000000001
236.0,2017,9,El Dorado,38.538332000000004,-121.039267
231.0,2017,7,Contra Costa,37.87808,-121.78676999999999
225.0,2017,22,Mariposa,37.4591,-119.921
225.0,2017,40,San Luis Obispo,35.34541,-120.76463999999999
225.0,2017,40,San Luis Obispo,35.21177,-119.87525
206.0,2017,15,Kern,35.598040000000005,-118.47939
205.0,2017,33,Riverside,33.853229999999996,-117.48195
200.0,2017,17,Lake,39.44543,-122.85193999999998
200.0,2017,1,Alameda,37.725429999999996,-121.90516000000001
200.0,2017,37,San Diego,32.65003,-116.42907
200.0,2017,33,Riverside,33.689091999999995,-117.396404
194.0,2017,52,Tehama,40.02261,-121.91425
190.0,2017,42,Santa Barbara,34.9465,-119.8036
186.0,2017,32,Plumas,39.9864,-120.89746000000001
186.0,2017,10,Fresno,36.704679,-120.405077
184.0,2017,15,Kern,35.3091,-118.70100000000001
183.0,2017,15,Kern,35.19008,-118.76151999999999
180.0,2017,45,Shasta,40.471059999999994,-122.43608
170.0,2017,36,San Bernardino,34.412040000000005,-117.03031000000001
168.0,2017,33,Riverside,33.87679,-117.00258000000001
168.0,2017,46,Sierra,39.711009999999995,-120.02325
166.0,2017,4,Butte,39.37192,-121.53865
157.0,2017,18,Lassen,40.80968,-120.48641
157.0,2017,20,Madera,37.127590000000005,-120.0193
155.0,2017,1,Alameda,37.63358,-121.49925
155.0,2017,47,Siskiyou,41.9808,-121.9741
153.0,2017,33,Riverside,33.98639,-117.21314
150.0,2017,4,Butte,39.746790000000004,-121.67261
150.0,2017,40,San Luis Obispo,35.7751,-120.23656000000001
150.0,2017,40,San Luis Obispo,35.6871,-120.3187
150.0,2017,20,Madera,36.90967,-119.79315
150.0,2017,36,San Bernardino,34.30104,-117.45646
148.0,2017,53,Trinity,40.46836,-123.51619
146.0,2017,23,Mendocino,39.02482,-123.1362
143.0,2017,4,Butte,40.07613,-121.56858000000001
140.0,2017,9,El Dorado,38.559707,-120.70013
136.0,2017,9,El Dorado,38.5758,-120.915
135.0,2017,19,Los Angeles,34.792882,-118.85194299999999
135.0,2017,54,Tulare,35.8556,-118.74542
134.0,2017,4,Butte,39.69717,-121.75417
130.0,2017,5,Calaveras,38.40234,-120.52953000000001
130.0,2017,37,San Diego,32.6001,-116.76997
130.0,2017,40,San Luis Obispo,35.78286,-120.22646999999999
128.0,2017,45,Shasta,40.69554,-122.0122
126.0,2017,10,Fresno,36.5355,-120.6585
125.0,2017,22,Mariposa,37.62823,-120.30046000000002
124.0,2017,55,Tuolumne,37.90014,-120.36005
122.0,2017,33,Riverside,34.009026,-117.239099
120.0,2017,40,San Luis Obispo,35.31886,-120.50886000000001
120.0,2017,33,Riverside,33.882870000000004,-116.99651000000001
117.0,2017,5,Calaveras,38.291129999999995,-120.62177
116.0,2017,1,Alameda,37.7393,-121.85663000000001
114.0,2017,28,Napa,38.493359999999996,-122.2483
111.0,2017,10,Fresno,36.93332,-119.43376
111.0,2017,4,Butte,39.384159999999994,-121.5786
105.0,2017,40,San Luis Obispo,35.3024,-120.65279
105.0,2017,33,Riverside,33.950382,-116.884446
103.0,2017,4,Butte,39.76243,-121.74121000000001
102.0,2017,10,Fresno,36.361129999999996,-120.32685
101.0,2017,43,Santa Clara,37.39801,-121.8179
100.0,2017,37,San Diego,32.64962,-116.37345
100.0,2017,49,Sonoma,38.46123,-122.58152
100.0,2017,17,Lake,39.0199,-122.57486999999999
100.0,2017,48,Solano,38.43658,-121.97233
100.0,2017,43,Santa Clara,36.99092,-121.59898999999999
100.0,2017,10,Fresno,36.09486,-120.52188999999998
100.0,2017,43,Santa Clara,37.14653,-121.68165
100.0,2017,36,San Bernardino,34.19076,-117.26969
99.0,2017,36,San Bernardino,34.035344,-116.940661
92.0,2017,33,Riverside,33.57139,-116.8247
91.0,2017,10,Fresno,36.95104,-119.65621000000002
91.0,2017,4,Butte,39.52499,-121.64896999999999
90.0,2017,20,Madera,37.09773,-120.02027
87.0,2017,17,Lake,39.15016,-122.57600000000001
86.0,2017,56,Ventura,34.34949,-119.30918
85.0,2017,33,Riverside,117.337331,34.015741999999996
85.0,2017,12,Humboldt,40.117940000000004,-123.76098999999999
85.0,2017,36,San Bernardino,34.20152,-117.14466000000002
85.0,2017,43,Santa Clara,37.3344,-121.71752
82.0,2017,27,Monterey,35.86596,-120.64583999999999
81.0,2017,37,San Diego,33.38613,-117.46708999999998
80.0,2017,9,El Dorado,38.869036,-119.61865
79.0,2017,32,Plumas,40.13278,-120.9204
79.0,2017,54,Tulare,35.89423,-119.00334
78.0,2017,43,Santa Clara,36.96607,-121.55552
78.0,2017,52,Tehama,40.38944,-122.13088
76.0,2017,29,Nevada,39.19325,-121.08406000000001
76.0,2017,10,Fresno,36.8005,-119.35901000000001
74.0,2017,40,San Luis Obispo,35.5956,-120.56068
74.0,2017,9,El Dorado,38.7803,-120.97111000000001
74.0,2017,36,San Bernardino,34.07612,-117.06765
73.0,2017,40,San Luis Obispo,35.786159999999995,-120.96513999999999
72.0,2017,33,Riverside,33.75526,-117.25075
70.0,2017,40,San Luis Obispo,35.4403,-120.2913
70.0,2017,6,Colusa,39.012240000000006,-122.20127
70.0,2017,43,Santa Clara,37.25014,-121.68562
70.0,2017,10,Fresno,36.60736,-120.5828
69.0,2017,10,Fresno,36.7279,-119.28241000000001
68.0,2017,34,Sacramento,38.337070000000004,-121.11113
67.0,2017,18,Lassen,40.03392,-120.1064
65.0,2017,50,Stanislaus,37.82934,-120.68992
63.0,2017,33,Riverside,33.819759999999995,-117.18552
63.0,2017,22,Mariposa,37.36914,-120.0088
62.0,2017,37,San Diego,33.20988,-116.46988999999999
62.0,2017,17,Lake,38.94599,-122.81135
62.0,2017,50,Stanislaus,37.64898,-120.4925
60.0,2017,52,Tehama,40.32063,-122.83208
59.0,2017,54,Tulare,36.18815,-118.78928
59.0,2017,5,Calaveras,38.18303,-120.85322
58.0,2017,10,Fresno,36.7528,-119.2288
58.0,2017,17,Lake,39.42604,-123.03343999999998
58.0,2017,54,Tulare,36.644040000000004,-118.99943999999999
58.0,2017,40,San Luis Obispo,35.346,-120.62825
57.0,2017,52,Tehama,40.1583,-122.3209
57.0,2017,10,Fresno,36.81476,-119.51592
56.0,2017,47,Siskiyou,41.93006,-122.36545
55.0,2017,48,Solano,38.4446,-122.0041
55.0,2017,47,Siskiyou,41.99483,-121.90077
55.0,2017,19,Los Angeles,34.03941,-118.58623999999999
54.0,2017,47,Siskiyou,41.222,-122.292
54.0,2017,47,Siskiyou,41.222,-122.27498999999999
54.0,2017,43,Santa Clara,37.334540000000004,-121.76323000000001
51.0,2017,43,Santa Clara,37.44485,-121.84108
50.0,2017,15,Kern,35.215559999999996,-118.56578
50.0,2017,33,Riverside,33.8826,-117.00589
50.0,2017,19,Los Angeles,34.22551,-118.05545
50.0,2017,41,San Mateo,37.41591,-122.3001
50.0,2017,15,Kern,35.70639,-118.47306999999999
50.0,2017,42,Santa Barbara,34.72379,-120.13248999999999
50.0,2017,58,Yuba,39.06308,-121.303
50.0,2017,56,Ventura,34.20599,-118.98603
50.0,2017,33,Riverside,33.877390000000005,-117.16215
50.0,2017,37,San Diego,33.23281,-117.29508999999999
48.0,2017,20,Madera,36.94652,-120.90462
48.0,2017,33,Riverside,33.585770000000004,-116.07428999999999
47.0,2017,35,San Benito,36.38109,-121.00391
47.0,2017,40,San Luis Obispo,35.06472,-120.5634
46.0,2017,33,Riverside,33.6444,-117.3968
46.0,2017,36,San Bernardino,34.149,-117.189
46.0,2017,47,Siskiyou,41.8721,-122.4571
45.0,2017,33,Riverside,33.9885,-117.38417
45.0,2017,40,San Luis Obispo,35.28738,-120.44448
45.0,2017,45,Shasta,40.487120000000004,-121.85645
44.0,2017,1,Alameda,37.561809999999994,-121.56425
43.0,2017,52,Tehama,39.81517,-122.28165
43.0,2017,27,Monterey,36.17297,-120.87608999999999
42.0,2017,27,Monterey,35.96275,-121.08753
42.0,2017,52,Tehama,40.10282,-122.27378999999999
42.0,2017,25,Modoc,41.38247,-120.53443
41.0,2017,47,Siskiyou,41.99279,-122.9401
41.0,2017,19,Los Angeles,34.104459999999996,-118.70293999999998
41.0,2017,15,Kern,35.05076,-118.90003999999999
40.0,2017,33,Riverside,33.965140000000005,-117.4764
40.0,2017,33,Riverside,33.90327,-116.50151000000001
40.0,2017,36,San Bernardino,34.13534,-117.4982
40.0,2017,45,Shasta,40.70627,-122.24198999999999
40.0,2017,15,Kern,35.59302,-118.46734
40.0,2017,8,Del Norte,41.98128,-124.01168
40.0,2017,12,Humboldt,41.02705,-123.63721000000001
40.0,2017,52,Tehama,40.29831,-122.70448999999999
40.0,2017,17,Lake,38.86056,-122.62382
40.0,2017,27,Monterey,36.66684,-121.74826000000002
39.0,2017,55,Tuolumne,37.896778000000005,-120.50413400000001
39.0,2017,58,Yuba,39.065220000000004,-121.3519
39.0,2017,48,Solano,38.07481,-122.23003999999999
38.0,2017,21,Marin,37.9775,-122.65749
38.0,2017,55,Tuolumne,37.85137,-120.45268
37.0,2017,45,Shasta,40.774,-122.309
36.0,2017,22,Mariposa,37.65963,-120.34801999999999
36.0,2017,37,San Diego,33.1683,-116.77342
35.0,2017,33,Riverside,33.74925,-117.10301000000001
35.0,2017,21,Marin,38.08055,-122.77846000000001
35.0,2017,33,Riverside,33.993159999999996,-117.48405
35.0,2017,34,Sacramento,38.458220000000004,-120.92161999999999
35.0,2017,15,Kern,35.373509999999996,-118.84133999999999
35.0,2017,33,Riverside,33.96419,-117.20506999999999
34.0,2017,36,San Bernardino,34.21829,-117.40625
34.0,2017,33,Riverside,33.73547,-117.33363999999999
34.0,2017,12,Humboldt,40.036970000000004,-123.64214
34.0,2017,35,San Benito,36.855959999999996,-121.30983
33.0,2017,33,Riverside,33.763304,-117.314994
33.0,2017,33,Riverside,33.584036,-116.97203600000002
33.0,2017,15,Kern,35.60633,-118.4642
32.0,2017,53,Trinity,40.804,-123.375
32.0,2017,53,Trinity,40.79902,-123.39253000000001
32.0,2017,33,Riverside,33.626129999999996,-117.07975
32.0,2017,27,Monterey,35.90092,-120.93371
32.0,2017,27,Monterey,35.902149,-120.98368400000001
31.0,2017,27,Monterey,36.5858,-121.80377
31.0,2017,10,Fresno,36.099681,-120.443545
31.0,2017,15,Kern,35.60001,-118.4683
30.0,2017,19,Los Angeles,34.52055,-118.62881999999999
30.0,2017,12,Humboldt,40.27582,-123.64281000000001
30.0,2017,33,Riverside,33.968959999999996,-117.25411000000001
29.0,2017,9,El Dorado,38.77921,-120.46234
29.0,2017,52,Tehama,40.29118,-122.42606
28.0,2017,4,Butte,39.8255,-121.7127
28.0,2017,25,Modoc,41.4844,-120.36658999999999
28.0,2017,8,Del Norte,41.93323,-124.19628999999999
28.0,2017,33,Riverside,33.79925,-117.11658999999999
27.0,2017,25,Modoc,41.644690000000004,-120.31813999999999
27.0,2017,33,Riverside,33.82165,-116.96078999999999
26.0,2017,58,Yuba,39.03168,-121.40947
26.0,2017,33,Riverside,33.71025,-117.31924
26.0,2017,33,Riverside,33.94788,-116.59719
25.0,2017,37,San Diego,33.18716,-116.50896999999999
25.0,2017,40,San Luis Obispo,35.76343,-121.04445
25.0,2017,37,San Diego,32.59252,-116.61608999999999
25.0,2017,45,Shasta,40.719229999999996,-122.02525
25.0,2017,37,San Diego,32.7789,-116.8516
25.0,2017,20,Madera,37.02081,-119.95136000000001
25.0,2017,19,Los Angeles,34.29931,-118.37539
25.0,2017,37,San Diego,32.679,-116.29296000000001
23.0,2017,33,Riverside,33.50488,-117.02131999999999
22.0,2017,1,Alameda,37.77982,-122.169
22.0,2017,5,Calaveras,38.20176,-120.67848000000001
22.0,2017,28,Napa,38.68347,-122.2654
21.0,2017,40,San Luis Obispo,35.411120000000004,-120.00353
21.0,2017,17,Lake,39.01748,-122.49327
21.0,2017,54,Tulare,36.108579999999996,-118.81979
21.0,2017,4,Butte,39.364000000000004,-121.4143
21.0,2017,45,Shasta,0.0,0.0
21.0,2017,35,San Benito,36.355779999999996,-120.99552
20.0,2017,12,Humboldt,40.88516,-123.96843999999999
20.0,2017,49,Sonoma,38.51937,-123.24713
20.0,2017,52,Tehama,40.20077,-122.24731000000001
20.0,2017,55,Tuolumne,37.659859999999995,-120.31156999999999
20.0,2017,36,San Bernardino,34.139,-117.199
20.0,2017,23,Mendocino,39.13207,-123.10226999999999
20.0,2017,33,Riverside,33.52584,-116.85226000000002
20.0,2017,7,Contra Costa,37.86549,-122.2102
20.0,2017,16,Kings,35.983000000000004,-119.91508
20.0,2017,27,Monterey,35.77082,-120.92482
19.0,2017,33,Riverside,33.88994,-116.91023
19.0,2017,29,Nevada,39.06414,-121.13736999999999
19.0,2017,33,Riverside,33.797216,-117.12453799999999
19.0,2017,12,Humboldt,40.39799,-123.57562
19.0,2017,50,Stanislaus,37.81827,-120.65763999999999
19.0,2017,47,Siskiyou,40.703775,-122.64507900000001
19.0,2017,15,Kern,35.717040000000004,-118.30601000000001
18.0,2017,49,Sonoma,38.26294,-122.71998
18.0,2017,4,Butte,39.53944,-121.54722
18.0,2017,10,Fresno,36.61332,-120.7109
18.0,2017,27,Monterey,36.1727,-120.86681999999999
17.0,2017,22,Mariposa,37.41231,-119.87465
17.0,2017,45,Shasta,40.92602,-121.5935
17.0,2017,45,Shasta,40.69259,-122.17383999999998
17.0,2017,40,San Luis Obispo,35.556667,-120.47399999999999
17.0,2017,27,Monterey,36.2771,-120.94328
17.0,2017,33,Riverside,33.88466,-116.99229
16.0,2017,15,Kern,35.188,-119.2877
16.0,2017,36,San Bernardino,34.04412,-116.55326000000001
16.0,2017,10,Fresno,36.96642,-119.58292
15.0,2017,52,Tehama,39.87983,-122.5415
15.0,2017,29,Nevada,39.16826,-120.95498
15.0,2017,25,Modoc,41.455890000000004,-120.56933000000001
15.0,2017,27,Monterey,35.946999999999996,-120.87491999999999
15.0,2017,5,Calaveras,38.199059999999996,-120.83483999999999
15.0,2017,33,Riverside,33.56777,-116.08003000000001
14.0,2017,42,Santa Barbara,34.71796,-120.27077
14.0,2017,42,Santa Barbara,34.605358,-120.414875
14.0,2017,4,Butte,39.8629,-121.6268
14.0,2017,27,Monterey,35.80375,-120.52508
14.0,2017,33,Riverside,33.97155,-117.44148
13.0,2017,50,Stanislaus,37.89532,-120.84748
13.0,2017,9,El Dorado,38.69775,-120.73756999999999
13.0,2017,9,El Dorado,38.67474,-121.06088000000001
13.0,2017,36,San Bernardino,34.304722,-117.3125
12.0,2017,4,Butte,39.44257,-121.60683
12.0,2017,37,San Diego,0.0,0.0
12.0,2017,40,San Luis Obispo,35.6879,-120.3317
12.0,2017,33,Riverside,33.7866,-117.5048
12.0,2017,24,Merced,37.21812,-121.07761
11.0,2017,49,Sonoma,38.702890000000004,-122.90217
11.0,2017,33,Riverside,33.913089,-117.09623300000001
10.0,2017,52,Tehama,40.247890000000005,-122.255
10.0,2017,22,Mariposa,37.768879999999996,-120.15846
10.0,2017,10,Fresno,37.10067,-119.32108999999998
10.0,2017,3,Amador,38.34421,-120.72273999999999
10.0,2017,19,Los Angeles,34.23925,-117.85181999999999
10.0,2017,29,Nevada,39.36902,-120.97586000000001
10.0,2017,45,Shasta,40.48972,-122.38618999999998
10.0,2017,33,Riverside,33.77896,-117.24091000000001
10.0,2017,4,Butte,39.50475,-121.33785
10.0,2017,33,Riverside,33.91806,-116.99321
10.0,2017,29,Nevada,39.08382,-121.06656000000001
10.0,2017,33,Riverside,33.90965,-116.9669
10.0,2017,33,Riverside,117.138741,33.939428
10.0,2017,15,Kern,35.564124,-118.79651299999999
10.0,2017,33,Riverside,33.87107,-116.88096999999999
10.0,2017,58,Yuba,39.23205,-121.376
10.0,2017,15,Kern,34.87128,-118.35296000000001
10.0,2017,33,Riverside,33.94673,-117.17773000000001
10.0,2017,27,Monterey,36.44141,-121.34695
0.0,2017,49,Sonoma,38.36685,-122.64001
0.0,2017,28,Napa,38.318020000000004,-122.39052
0.0,2017,22,Mariposa,37.73596,-119.78256
0.0,2017,47,Siskiyou,41.702,-123.508
0.0,2017,25,Modoc,41.338,-120.304
0.0,2017,11,Glenn,39.75425,-122.17657
0.0,2017,18,Lassen,40.6361,-120.9643
0.0,2017,47,Siskiyou,41.86609,-122.73031
0.0,2017,37,San Diego,33.43513,-117.58252
0.0,2017,47,Siskiyou,41.841,-123.47399999999999
0.0,2017,54,Tulare,36.51912,-119.50606
0.0,2017,40,San Luis Obispo,35.85253,-120.80411000000001
0.0,2017,4,Butte,39.51158,-121.55633
410203.0,2018,"6,11,17,23",Colusa,39.243283,-123.10336699999999
410203.0,2018,"6,11,17,23",Glenn,39.243283,-123.10336699999999
410203.0,2018,"6,11,17,23",Lake,39.243283,-123.10336699999999
410203.0,2018,"6,11,17,23",Mendocino,39.243283,-123.10336699999999
229651.0,2018,"45,53",Shasta,40.65428,-122.62357
229651.0,2018,"45,53",Trinity,40.65428,-122.62357
153336.0,2018,4,Butte,39.8134,-121.4347
96949.0,2018,"19,56",Los Angeles,34.235,-118.70128000000001
96949.0,2018,"19,56",Ventura,34.235,-118.70128000000001
96901.0,2018,22,Mariposa,37.6549,-119.88581
90288.0,2018,"28,57",Napa,38.80583,-122.18183
90288.0,2018,"28,57",Yolo,38.80583,-122.18183
63311.0,2018,"45,53",Shasta,40.9425,-122.43
63311.0,2018,"45,53",Trinity,40.9425,-122.43
48920.0,2018,"6,17,23",Colusa,39.04786,-123.11971000000001
48920.0,2018,"6,17,23",Lake,39.04786,-123.11971000000001
48920.0,2018,"6,17,23",Mendocino,39.04786,-123.11971000000001
46150.0,2018,45,Shasta,40.896,-122.219
39387.0,2018,25,Modoc,41.38544,-121.04386000000001
38008.0,2018,47,Siskiyou,41.893332,-122.534655
36450.0,2018,55,Tuolumne,38.349000000000004,-119.929
23136.0,2018,30,Orange,33.698879999999996,-117.52055
18703.0,2018,18,Lassen,40.633536,-120.86809099999999
15185.0,2018,17,Lake,39.0674,-122.59848000000001
13139.0,2018,33,Riverside,0.0,0.0
12300.0,2018,39,San Joaquin,38.052054999999996,-120.94548200000001
6974.0,2018,26,Mono,38.347395,-119.45186000000001
4564.0,2018,24,Merced,37.393390000000004,-120.34206999999999
4531.0,2018,56,Ventura,34.22685,-118.93444
4500.0,2018,48,Solano,0.0,0.0
4064.0,2018,20,Madera,37.571,-119.118
3889.0,2018,52,Tehama,40.22027778,-122.18
3716.0,2018,52,Tehama,40.35068,-121.77866999999999
3674.0,2018,12,Humboldt,41.079440000000005,-123.688056
3380.0,2018,19,Los Angeles,34.48229,-118.60858
2995.0,2018,16,Kings,35.97896,-119.98329
2956.0,2018,52,Tehama,39.94355,-122.3571
2950.0,2018,15,Kern,35.37444,-118.83556000000002
2883.0,2018,14,Inyo,36.6734,-118.21881
2490.0,2018,28,Napa,38.69601,-122.44468
2290.0,2018,11,Glenn,39.64978,-122.58218000000001
2225.0,2018,27,Monterey,35.847778000000005,-120.343056
2162.0,2018,48,Solano,38.431278000000006,-122.043747
2100.0,2018,25,Modoc,41.29363,-120.11461000000001
2070.0,2018,14,Inyo,37.40208,-118.50235
1900.0,2018,45,Shasta,40.99344,-121.52225
1756.0,2018,24,Merced,36.85156,-120.77206000000001
1751.0,2018,53,Trinity,40.616251,-123.52018999999999
1678.0,2018,45,Shasta,40.50318,-122.42308
1500.0,2018,48,Solano,38.21396,-121.9424
1500.0,2018,40,San Luis Obispo,35.736290000000004,-120.75593
1352.0,2018,19,Los Angeles,34.5486,-118.31138
1350.0,2018,36,San Bernardino,34.095568,-116.95880600000001
1314.0,2018,35,San Benito,36.40755,-120.99322
1265.0,2018,14,Inyo,36.71537,-118.08448999999999
1261.0,2018,33,Riverside,33.62924,-117.05991999999999
1200.0,2018,51,Sutter,39.186144,-121.79288500000001
1120.0,2018,31,Placer,39.268611,-120.65833300000001
1014.0,2018,42,Santa Barbara,35.11416667,-120.09222220000001
993.0,2018,15,Kern,35.387408,-118.81793400000001
972.0,2018,23,Mendocino,39.82877,-123.08488999999999
962.0,2018,4,Butte,39.77124,-121.76858999999999
856.0,2018,52,Tehama,40.33682,-121.93908
825.0,2018,3,Amador,38.42623,-120.95408
822.0,2018,57,Yolo,38.59694444,-121.9938889
700.0,2018,31,Placer,38.824259999999995,-121.451307
668.0,2018,54,Tulare,35.79012,-118.7393
650.0,2018,27,Monterey,36.00912,-120.82226000000001
646.0,2018,18,Lassen,40.3768,-120.36403
640.0,2018,1,Alameda,37.75646,-121.60646000000001
573.0,2018,55,Tuolumne,37.83388,-120.61746000000001
550.0,2018,4,Butte,39.36529,-121.51706999999999
513.0,2018,35,San Benito,36.378333000000005,-120.90116699999999
504.0,2018,37,San Diego,32.833674,-116.7311
484.0,2018,1,Alameda,37.75375,-121.57918000000001
441.0,2018,18,Lassen,40.316137,-120.45053
400.0,2018,27,Monterey,36.35502,-121.1563
375.0,2018,27,Monterey,35.95515,-120.86256000000002
367.0,2018,15,Kern,35.51777778,-118.6525
365.0,2018,37,San Diego,33.078920000000004,-116.91845
360.0,2018,20,Madera,37.387890000000006,-119.68911999999999
347.0,2018,4,Butte,39.59872,-121.78208000000001
338.0,2018,14,Inyo,37.735461,-118.97044299999999
328.0,2018,45,Shasta,40.529090000000004,-122.17456999999999
